p e n/n0 cs2 p_norm muB X
1.494e+01 2.757e+02 1.375e-02 2.984e-01 1.157e-01 1.014e+00 2.800e+00
1.561e+01 2.780e+02 1.386e-02 2.978e-01 1.199e-01 1.016e+00 2.800e+00
1.630e+01 2.803e+02 1.397e-02 2.971e-01 1.240e-01 1.018e+00 2.800e+00
1.699e+01 2.826e+02 1.408e-02 2.965e-01 1.280e-01 1.021e+00 2.800e+00
1.769e+01 2.850e+02 1.419e-02 2.959e-01 1.321e-01 1.023e+00 2.800e+00
1.840e+01 2.874e+02 1.430e-02 2.953e-01 1.361e-01 1.025e+00 2.800e+00
1.911e+01 2.898e+02 1.441e-02 2.948e-01 1.400e-01 1.028e+00 2.800e+00
1.983e+01 2.923e+02 1.453e-02 2.943e-01 1.440e-01 1.030e+00 2.800e+00
2.056e+01 2.947e+02 1.464e-02 2.938e-01 1.479e-01 1.033e+00 2.800e+00
2.129e+01 2.972e+02 1.476e-02 2.933e-01 1.518e-01 1.035e+00 2.800e+00
2.204e+01 2.998e+02 1.488e-02 2.928e-01 1.556e-01 1.037e+00 2.800e+00
2.279e+01 3.023e+02 1.499e-02 2.924e-01 1.594e-01 1.040e+00 2.800e+00
2.355e+01 3.049e+02 1.511e-02 2.919e-01 1.632e-01 1.042e+00 2.800e+00
2.431e+01 3.076e+02 1.524e-02 2.915e-01 1.670e-01 1.045e+00 2.800e+00
2.509e+01 3.102e+02 1.536e-02 2.911e-01 1.707e-01 1.047e+00 2.800e+00
2.587e+01 3.129e+02 1.548e-02 2.907e-01 1.744e-01 1.050e+00 2.800e+00
2.666e+01 3.156e+02 1.560e-02 2.904e-01 1.780e-01 1.052e+00 2.800e+00
2.746e+01 3.184e+02 1.573e-02 2.900e-01 1.817e-01 1.054e+00 2.800e+00
2.826e+01 3.212e+02 1.586e-02 2.897e-01 1.853e-01 1.057e+00 2.800e+00
2.908e+01 3.240e+02 1.598e-02 2.893e-01 1.889e-01 1.059e+00 2.800e+00
2.990e+01 3.268e+02 1.611e-02 2.890e-01 1.924e-01 1.062e+00 2.800e+00
3.074e+01 3.297e+02 1.624e-02 2.887e-01 1.960e-01 1.064e+00 2.800e+00
3.158e+01 3.326e+02 1.637e-02 2.884e-01 1.995e-01 1.067e+00 2.800e+00
3.243e+01 3.356e+02 1.651e-02 2.882e-01 2.029e-01 1.069e+00 2.800e+00
3.328e+01 3.385e+02 1.664e-02 2.879e-01 2.064e-01 1.072e+00 2.800e+00
3.415e+01 3.416e+02 1.677e-02 2.877e-01 2.098e-01 1.074e+00 2.800e+00
3.503e+01 3.446e+02 1.691e-02 2.874e-01 2.132e-01 1.077e+00 2.800e+00
3.591e+01 3.477e+02 1.705e-02 2.872e-01 2.166e-01 1.079e+00 2.800e+00
3.681e+01 3.508e+02 1.719e-02 2.870e-01 2.199e-01 1.082e+00 2.800e+00
3.771e+01 3.540e+02 1.733e-02 2.868e-01 2.232e-01 1.084e+00 2.800e+00
3.863e+01 3.572e+02 1.747e-02 2.866e-01 2.265e-01 1.087e+00 2.800e+00
3.955e+01 3.604e+02 1.761e-02 2.864e-01 2.298e-01 1.089e+00 2.800e+00
4.048e+01 3.636e+02 1.775e-02 2.862e-01 2.330e-01 1.092e+00 2.800e+00
4.143e+01 3.669e+02 1.790e-02 2.860e-01 2.363e-01 1.094e+00 2.800e+00
4.238e+01 3.703e+02 1.804e-02 2.859e-01 2.395e-01 1.097e+00 2.800e+00
4.334e+01 3.736e+02 1.819e-02 2.857e-01 2.426e-01 1.099e+00 2.800e+00
4.431e+01 3.770e+02 1.834e-02 2.856e-01 2.458e-01 1.102e+00 2.800e+00
4.530e+01 3.805e+02 1.849e-02 2.855e-01 2.489e-01 1.105e+00 2.800e+00
4.629e+01 3.840e+02 1.864e-02 2.853e-01 2.520e-01 1.107e+00 2.800e+00
4.729e+01 3.875e+02 1.879e-02 2.852e-01 2.551e-01 1.110e+00 2.800e+00
4.831e+01 3.910e+02 1.894e-02 2.851e-01 2.582e-01 1.112e+00 2.800e+00
4.933e+01 3.946e+02 1.910e-02 2.850e-01 2.612e-01 1.115e+00 2.800e+00
5.037e+01 3.983e+02 1.925e-02 2.849e-01 2.643e-01 1.117e+00 2.800e+00
5.142e+01 4.019e+02 1.941e-02 2.848e-01 2.673e-01 1.120e+00 2.800e+00
5.247e+01 4.057e+02 1.957e-02 2.847e-01 2.702e-01 1.123e+00 2.800e+00
5.354e+01 4.094e+02 1.973e-02 2.846e-01 2.732e-01 1.125e+00 2.800e+00
5.462e+01 4.132e+02 1.989e-02 2.846e-01 2.761e-01 1.128e+00 2.800e+00
5.571e+01 4.170e+02 2.006e-02 2.845e-01 2.790e-01 1.130e+00 2.800e+00
5.682e+01 4.209e+02 2.022e-02 2.844e-01 2.819e-01 1.133e+00 2.800e+00
5.793e+01 4.248e+02 2.039e-02 2.844e-01 2.848e-01 1.136e+00 2.800e+00
5.906e+01 4.288e+02 2.055e-02 2.843e-01 2.877e-01 1.138e+00 2.800e+00
6.020e+01 4.328e+02 2.072e-02 2.843e-01 2.905e-01 1.141e+00 2.800e+00
6.135e+01 4.368e+02 2.089e-02 2.843e-01 2.933e-01 1.144e+00 2.800e+00
6.251e+01 4.409e+02 2.106e-02 2.842e-01 2.961e-01 1.146e+00 2.800e+00
6.368e+01 4.451e+02 2.123e-02 2.842e-01 2.989e-01 1.149e+00 2.800e+00
6.487e+01 4.492e+02 2.141e-02 2.842e-01 3.016e-01 1.152e+00 2.800e+00
6.607e+01 4.535e+02 2.158e-02 2.842e-01 3.044e-01 1.154e+00 2.800e+00
6.728e+01 4.577e+02 2.176e-02 2.841e-01 3.071e-01 1.157e+00 2.800e+00
6.851e+01 4.620e+02 2.194e-02 2.841e-01 3.098e-01 1.160e+00 2.800e+00
6.974e+01 4.664e+02 2.212e-02 2.841e-01 3.125e-01 1.162e+00 2.800e+00
7.099e+01 4.708e+02 2.230e-02 2.841e-01 3.151e-01 1.165e+00 2.800e+00
7.226e+01 4.752e+02 2.248e-02 2.841e-01 3.178e-01 1.168e+00 2.800e+00
7.354e+01 4.797e+02 2.267e-02 2.841e-01 3.204e-01 1.170e+00 2.800e+00
7.483e+01 4.843e+02 2.285e-02 2.842e-01 3.230e-01 1.173e+00 2.800e+00
7.613e+01 4.889e+02 2.304e-02 2.842e-01 3.256e-01 1.176e+00 2.800e+00
7.745e+01 4.935e+02 2.323e-02 2.842e-01 3.282e-01 1.179e+00 2.800e+00
7.878e+01 4.982e+02 2.342e-02 2.842e-01 3.308e-01 1.181e+00 2.800e+00
8.013e+01 5.029e+02 2.361e-02 2.842e-01 3.333e-01 1.184e+00 2.800e+00
8.149e+01 5.077e+02 2.381e-02 2.843e-01 3.358e-01 1.187e+00 2.800e+00
8.286e+01 5.126e+02 2.400e-02 2.843e-01 3.383e-01 1.190e+00 2.800e+00
8.425e+01 5.174e+02 2.420e-02 2.843e-01 3.408e-01 1.192e+00 2.800e+00
8.565e+01 5.224e+02 2.440e-02 2.844e-01 3.433e-01 1.195e+00 2.800e+00
8.707e+01 5.274e+02 2.460e-02 2.844e-01 3.458e-01 1.198e+00 2.800e+00
8.851e+01 5.324e+02 2.480e-02 2.844e-01 3.482e-01 1.201e+00 2.800e+00
8.995e+01 5.375e+02 2.500e-02 2.845e-01 3.506e-01 1.204e+00 2.800e+00
9.142e+01 5.426e+02 2.521e-02 2.845e-01 3.531e-01 1.206e+00 2.800e+00
9.290e+01 5.478e+02 2.541e-02 2.846e-01 3.555e-01 1.209e+00 2.800e+00
9.439e+01 5.531e+02 2.562e-02 2.846e-01 3.578e-01 1.212e+00 2.800e+00
9.590e+01 5.584e+02 2.583e-02 2.847e-01 3.602e-01 1.215e+00 2.800e+00
9.743e+01 5.638e+02 2.604e-02 2.848e-01 3.626e-01 1.218e+00 2.800e+00
9.897e+01 5.692e+02 2.626e-02 2.848e-01 3.649e-01 1.220e+00 2.800e+00
1.005e+02 5.746e+02 2.647e-02 2.849e-01 3.672e-01 1.223e+00 2.800e+00
1.021e+02 5.802e+02 2.669e-02 2.850e-01 3.695e-01 1.226e+00 2.800e+00
1.037e+02 5.858e+02 2.690e-02 2.850e-01 3.718e-01 1.229e+00 2.800e+00
1.053e+02 5.914e+02 2.712e-02 2.851e-01 3.741e-01 1.232e+00 2.800e+00
1.069e+02 5.971e+02 2.735e-02 2.852e-01 3.764e-01 1.235e+00 2.800e+00
1.086e+02 6.029e+02 2.757e-02 2.852e-01 3.786e-01 1.238e+00 2.800e+00
1.102e+02 6.087e+02 2.780e-02 2.853e-01 3.809e-01 1.240e+00 2.800e+00
1.119e+02 6.146e+02 2.802e-02 2.854e-01 3.831e-01 1.243e+00 2.800e+00
1.136e+02 6.205e+02 2.825e-02 2.855e-01 3.853e-01 1.246e+00 2.800e+00
1.153e+02 6.265e+02 2.848e-02 2.856e-01 3.875e-01 1.249e+00 2.800e+00
1.170e+02 6.326e+02 2.871e-02 2.856e-01 3.897e-01 1.252e+00 2.800e+00
1.188e+02 6.387e+02 2.895e-02 2.857e-01 3.918e-01 1.255e+00 2.800e+00
1.206e+02 6.449e+02 2.918e-02 2.858e-01 3.940e-01 1.258e+00 2.800e+00
1.224e+02 6.511e+02 2.942e-02 2.859e-01 3.961e-01 1.261e+00 2.800e+00
1.242e+02 6.574e+02 2.966e-02 2.860e-01 3.982e-01 1.264e+00 2.800e+00
1.260e+02 6.638e+02 2.990e-02 2.861e-01 4.004e-01 1.267e+00 2.800e+00
1.278e+02 6.702e+02 3.015e-02 2.862e-01 4.025e-01 1.270e+00 2.800e+00
1.297e+02 6.767e+02 3.039e-02 2.863e-01 4.046e-01 1.272e+00 2.800e+00
1.316e+02 6.833e+02 3.064e-02 2.863e-01 4.066e-01 1.275e+00 2.800e+00
1.335e+02 6.899e+02 3.089e-02 2.864e-01 4.087e-01 1.278e+00 2.800e+00
1.354e+02 6.967e+02 3.114e-02 2.865e-01 4.107e-01 1.281e+00 2.800e+00
1.373e+02 7.034e+02 3.139e-02 2.866e-01 4.128e-01 1.284e+00 2.800e+00
1.393e+02 7.103e+02 3.165e-02 2.867e-01 4.148e-01 1.287e+00 2.800e+00
1.413e+02 7.172e+02 3.191e-02 2.868e-01 4.168e-01 1.290e+00 2.800e+00
1.433e+02 7.242e+02 3.217e-02 2.869e-01 4.188e-01 1.293e+00 2.800e+00
1.453e+02 7.312e+02 3.243e-02 2.870e-01 4.208e-01 1.296e+00 2.800e+00
1.473e+02 7.383e+02 3.269e-02 2.871e-01 4.228e-01 1.299e+00 2.800e+00
1.494e+02 7.455e+02 3.295e-02 2.872e-01 4.248e-01 1.302e+00 2.800e+00
1.515e+02 7.528e+02 3.322e-02 2.874e-01 4.267e-01 1.305e+00 2.800e+00
1.536e+02 7.601e+02 3.349e-02 2.875e-01 4.287e-01 1.308e+00 2.800e+00
1.557e+02 7.675e+02 3.376e-02 2.876e-01 4.306e-01 1.311e+00 2.800e+00
1.579e+02 7.750e+02 3.404e-02 2.877e-01 4.325e-01 1.315e+00 2.800e+00
1.601e+02 7.826e+02 3.431e-02 2.878e-01 4.344e-01 1.318e+00 2.800e+00
1.623e+02 7.902e+02 3.459e-02 2.879e-01 4.363e-01 1.321e+00 2.800e+00
1.645e+02 7.980e+02 3.487e-02 2.880e-01 4.382e-01 1.324e+00 2.800e+00
1.667e+02 8.058e+02 3.515e-02 2.881e-01 4.401e-01 1.327e+00 2.800e+00
1.690e+02 8.136e+02 3.544e-02 2.882e-01 4.420e-01 1.330e+00 2.800e+00
1.713e+02 8.216e+02 3.572e-02 2.883e-01 4.438e-01 1.333e+00 2.800e+00
1.736e+02 8.296e+02 3.601e-02 2.884e-01 4.457e-01 1.336e+00 2.800e+00
1.760e+02 8.377e+02 3.630e-02 2.886e-01 4.475e-01 1.339e+00 2.800e+00
1.783e+02 8.459e+02 3.659e-02 2.887e-01 4.493e-01 1.342e+00 2.800e+00
1.807e+02 8.542e+02 3.689e-02 2.888e-01 4.511e-01 1.345e+00 2.800e+00
1.831e+02 8.625e+02 3.719e-02 2.889e-01 4.529e-01 1.348e+00 2.800e+00
1.856e+02 8.710e+02 3.749e-02 2.890e-01 4.547e-01 1.352e+00 2.800e+00
1.880e+02 8.795e+02 3.779e-02 2.891e-01 4.565e-01 1.355e+00 2.800e+00
1.905e+02 8.881e+02 3.809e-02 2.892e-01 4.583e-01 1.358e+00 2.800e+00
1.930e+02 8.968e+02 3.840e-02 2.894e-01 4.600e-01 1.361e+00 2.800e+00
1.956e+02 9.056e+02 3.871e-02 2.895e-01 4.618e-01 1.364e+00 2.800e+00
1.981e+02 9.145e+02 3.902e-02 2.896e-01 4.635e-01 1.367e+00 2.800e+00
2.007e+02 9.234e+02 3.934e-02 2.897e-01 4.653e-01 1.371e+00 2.800e+00
2.034e+02 9.325e+02 3.965e-02 2.898e-01 4.670e-01 1.374e+00 2.800e+00
2.060e+02 9.416e+02 3.997e-02 2.899e-01 4.687e-01 1.377e+00 2.800e+00
2.087e+02 9.509e+02 4.029e-02 2.901e-01 4.704e-01 1.380e+00 2.800e+00
2.114e+02 9.602e+02 4.062e-02 2.902e-01 4.721e-01 1.383e+00 2.800e+00
2.141e+02 9.696e+02 4.094e-02 2.903e-01 4.738e-01 1.387e+00 2.800e+00
2.169e+02 9.791e+02 4.127e-02 2.904e-01 4.755e-01 1.390e+00 2.800e+00
2.197e+02 9.887e+02 4.160e-02 2.905e-01 4.771e-01 1.393e+00 2.800e+00
2.225e+02 9.984e+02 4.193e-02 2.907e-01 4.788e-01 1.396e+00 2.800e+00
2.253e+02 1.008e+03 4.227e-02 2.908e-01 4.804e-01 1.400e+00 2.800e+00
2.282e+02 1.018e+03 4.261e-02 2.909e-01 4.821e-01 1.403e+00 2.800e+00
2.311e+02 1.028e+03 4.295e-02 2.910e-01 4.837e-01 1.406e+00 2.800e+00
2.341e+02 1.038e+03 4.329e-02 2.911e-01 4.853e-01 1.409e+00 2.800e+00
2.370e+02 1.048e+03 4.364e-02 2.913e-01 4.869e-01 1.413e+00 2.800e+00
2.400e+02 1.059e+03 4.399e-02 2.914e-01 4.885e-01 1.416e+00 2.800e+00
2.431e+02 1.069e+03 4.434e-02 2.915e-01 4.901e-01 1.419e+00 2.800e+00
2.461e+02 1.080e+03 4.470e-02 2.916e-01 4.917e-01 1.422e+00 2.800e+00
2.492e+02 1.090e+03 4.505e-02 2.917e-01 4.933e-01 1.426e+00 2.800e+00
2.523e+02 1.101e+03 4.541e-02 2.919e-01 4.949e-01 1.429e+00 2.800e+00
2.555e+02 1.112e+03 4.578e-02 2.920e-01 4.964e-01 1.432e+00 2.800e+00
2.587e+02 1.123e+03 4.614e-02 2.921e-01 4.980e-01 1.436e+00 2.800e+00
2.619e+02 1.134e+03 4.651e-02 2.922e-01 4.995e-01 1.439e+00 2.800e+00
2.652e+02 1.145e+03 4.688e-02 2.924e-01 5.011e-01 1.442e+00 2.800e+00
2.685e+02 1.156e+03 4.725e-02 2.925e-01 5.026e-01 1.446e+00 2.800e+00
2.718e+02 1.167e+03 4.763e-02 2.926e-01 5.041e-01 1.449e+00 2.800e+00
2.751e+02 1.179e+03 4.801e-02 2.927e-01 5.056e-01 1.452e+00 2.800e+00
2.785e+02 1.190e+03 4.839e-02 2.928e-01 5.071e-01 1.456e+00 2.800e+00
2.820e+02 1.202e+03 4.878e-02 2.930e-01 5.086e-01 1.459e+00 2.800e+00
2.854e+02 1.214e+03 4.916e-02 2.931e-01 5.101e-01 1.463e+00 2.800e+00
2.889e+02 1.226e+03 4.955e-02 2.932e-01 5.116e-01 1.466e+00 2.800e+00
2.924e+02 1.238e+03 4.995e-02 2.933e-01 5.131e-01 1.469e+00 2.800e+00
2.960e+02 1.250e+03 5.034e-02 2.934e-01 5.145e-01 1.473e+00 2.800e+00
2.996e+02 1.262e+03 5.074e-02 2.936e-01 5.160e-01 1.476e+00 2.800e+00
3.033e+02 1.275e+03 5.115e-02 2.937e-01 5.174e-01 1.480e+00 2.800e+00
3.069e+02 1.287e+03 5.155e-02 2.938e-01 5.189e-01 1.483e+00 2.800e+00
3.107e+02 1.300e+03 5.196e-02 2.939e-01 5.203e-01 1.487e+00 2.800e+00
3.144e+02 1.313e+03 5.237e-02 2.941e-01 5.217e-01 1.490e+00 2.800e+00
3.182e+02 1.326e+03 5.279e-02 2.942e-01 5.232e-01 1.493e+00 2.800e+00
3.221e+02 1.339e+03 5.321e-02 2.943e-01 5.246e-01 1.497e+00 2.800e+00
3.259e+02 1.352e+03 5.363e-02 2.944e-01 5.260e-01 1.500e+00 2.800e+00
3.298e+02 1.365e+03 5.405e-02 2.945e-01 5.274e-01 1.504e+00 2.800e+00
3.338e+02 1.379e+03 5.448e-02 2.947e-01 5.288e-01 1.507e+00 2.800e+00
3.378e+02 1.392e+03 5.491e-02 2.948e-01 5.301e-01 1.511e+00 2.800e+00
3.418e+02 1.406e+03 5.534e-02 2.949e-01 5.315e-01 1.514e+00 2.800e+00
3.459e+02 1.420e+03 5.578e-02 2.950e-01 5.329e-01 1.518e+00 2.800e+00
3.500e+02 1.434e+03 5.622e-02 2.951e-01 5.343e-01 1.521e+00 2.800e+00
3.542e+02 1.448e+03 5.666e-02 2.953e-01 5.356e-01 1.525e+00 2.800e+00
3.584e+02 1.462e+03 5.711e-02 2.954e-01 5.370e-01 1.529e+00 2.800e+00
3.626e+02 1.476e+03 5.756e-02 2.955e-01 5.383e-01 1.532e+00 2.800e+00
3.669e+02 1.491e+03 5.802e-02 2.956e-01 5.396e-01 1.536e+00 2.800e+00
3.713e+02 1.505e+03 5.847e-02 2.957e-01 5.410e-01 1.539e+00 2.800e+00
3.756e+02 1.520e+03 5.893e-02 2.958e-01 5.423e-01 1.543e+00 2.800e+00
3.801e+02 1.535e+03 5.940e-02 2.960e-01 5.436e-01 1.546e+00 2.800e+00
3.845e+02 1.550e+03 5.987e-02 2.961e-01 5.449e-01 1.550e+00 2.800e+00
3.890e+02 1.566e+03 6.034e-02 2.962e-01 5.462e-01 1.554e+00 2.800e+00
3.936e+02 1.581e+03 6.081e-02 2.963e-01 5.475e-01 1.557e+00 2.800e+00
3.982e+02 1.596e+03 6.129e-02 2.964e-01 5.488e-01 1.561e+00 2.800e+00
4.029e+02 1.612e+03 6.177e-02 2.966e-01 5.501e-01 1.564e+00 2.800e+00
4.076e+02 1.628e+03 6.226e-02 2.967e-01 5.513e-01 1.568e+00 2.800e+00
4.123e+02 1.644e+03 6.274e-02 2.968e-01 5.526e-01 1.572e+00 2.800e+00
4.171e+02 1.660e+03 6.324e-02 2.969e-01 5.539e-01 1.575e+00 2.800e+00
4.219e+02 1.676e+03 6.373e-02 2.970e-01 5.551e-01 1.579e+00 2.800e+00
4.268e+02 1.693e+03 6.423e-02 2.971e-01 5.564e-01 1.583e+00 2.800e+00
4.318e+02 1.710e+03 6.474e-02 2.973e-01 5.576e-01 1.586e+00 2.800e+00
4.368e+02 1.726e+03 6.524e-02 2.974e-01 5.589e-01 1.590e+00 2.800e+00
4.418e+02 1.743e+03 6.575e-02 2.975e-01 5.601e-01 1.594e+00 2.800e+00
4.469e+02 1.761e+03 6.627e-02 2.976e-01 5.613e-01 1.597e+00 2.800e+00
4.521e+02 1.778e+03 6.679e-02 2.977e-01 5.626e-01 1.601e+00 2.800e+00
4.573e+02 1.795e+03 6.731e-02 2.978e-01 5.638e-01 1.605e+00 2.800e+00
4.625e+02 1.813e+03 6.784e-02 2.980e-01 5.650e-01 1.609e+00 2.800e+00
4.678e+02 1.831e+03 6.837e-02 2.981e-01 5.662e-01 1.612e+00 2.800e+00
4.732e+02 1.849e+03 6.890e-02 2.982e-01 5.674e-01 1.616e+00 2.800e+00
4.786e+02 1.867e+03 6.944e-02 2.983e-01 5.686e-01 1.620e+00 2.800e+00
4.841e+02 1.885e+03 6.998e-02 2.984e-01 5.698e-01 1.624e+00 2.800e+00
4.896e+02 1.904e+03 7.053e-02 2.985e-01 5.709e-01 1.627e+00 2.800e+00
4.952e+02 1.922e+03 7.108e-02 2.986e-01 5.721e-01 1.631e+00 2.800e+00
5.008e+02 1.941e+03 7.163e-02 2.987e-01 5.733e-01 1.635e+00 2.800e+00
5.065e+02 1.960e+03 7.219e-02 2.989e-01 5.744e-01 1.639e+00 2.800e+00
5.123e+02 1.980e+03 7.275e-02 2.990e-01 5.756e-01 1.643e+00 2.800e+00
5.181e+02 1.999e+03 7.332e-02 2.991e-01 5.767e-01 1.646e+00 2.800e+00
5.240e+02 2.019e+03 7.389e-02 2.992e-01 5.779e-01 1.650e+00 2.800e+00
5.299e+02 2.038e+03 7.447e-02 2.993e-01 5.790e-01 1.654e+00 2.800e+00
5.359e+02 2.059e+03 7.505e-02 2.994e-01 5.802e-01 1.658e+00 2.800e+00
5.419e+02 2.079e+03 7.563e-02 2.995e-01 5.813e-01 1.662e+00 2.800e+00
5.480e+02 2.099e+03 7.622e-02 2.996e-01 5.824e-01 1.666e+00 2.800e+00
5.542e+02 2.120e+03 7.681e-02 2.998e-01 5.835e-01 1.669e+00 2.800e+00
5.605e+02 2.141e+03 7.741e-02 2.999e-01 5.847e-01 1.673e+00 2.800e+00
5.668e+02 2.162e+03 7.801e-02 3.000e-01 5.858e-01 1.677e+00 2.800e+00
5.731e+02 2.183e+03 7.862e-02 3.001e-01 5.869e-01 1.681e+00 2.800e+00
5.795e+02 2.204e+03 7.923e-02 3.002e-01 5.880e-01 1.685e+00 2.800e+00
5.860e+02 2.226e+03 7.984e-02 3.003e-01 5.891e-01 1.689e+00 2.800e+00
5.926e+02 2.248e+03 8.046e-02 3.004e-01 5.902e-01 1.693e+00 2.800e+00
5.992e+02 2.270e+03 8.108e-02 3.005e-01 5.912e-01 1.697e+00 2.800e+00
6.059e+02 2.292e+03 8.171e-02 3.006e-01 5.923e-01 1.701e+00 2.800e+00
6.127e+02 2.314e+03 8.235e-02 3.007e-01 5.934e-01 1.705e+00 2.800e+00
6.195e+02 2.337e+03 8.298e-02 3.008e-01 5.945e-01 1.709e+00 2.800e+00
6.264e+02 2.360e+03 8.363e-02 3.009e-01 5.955e-01 1.713e+00 2.800e+00
6.334e+02 2.383e+03 8.427e-02 3.011e-01 5.966e-01 1.717e+00 2.800e+00
6.404e+02 2.407e+03 8.493e-02 3.012e-01 5.976e-01 1.721e+00 2.800e+00
6.475e+02 2.430e+03 8.558e-02 3.013e-01 5.987e-01 1.725e+00 2.800e+00
6.547e+02 2.454e+03 8.624e-02 3.014e-01 5.997e-01 1.729e+00 2.800e+00
6.619e+02 2.478e+03 8.691e-02 3.015e-01 6.008e-01 1.733e+00 2.800e+00
6.693e+02 2.502e+03 8.758e-02 3.016e-01 6.018e-01 1.737e+00 2.800e+00
6.767e+02 2.527e+03 8.826e-02 3.017e-01 6.028e-01 1.741e+00 2.800e+00
6.841e+02 2.552e+03 8.894e-02 3.018e-01 6.039e-01 1.745e+00 2.800e+00
6.917e+02 2.577e+03 8.963e-02 3.019e-01 6.049e-01 1.749e+00 2.800e+00
6.993e+02 2.602e+03 9.032e-02 3.020e-01 6.059e-01 1.753e+00 2.800e+00
7.070e+02 2.627e+03 9.101e-02 3.021e-01 6.069e-01 1.757e+00 2.800e+00
7.148e+02 2.653e+03 9.172e-02 3.022e-01 6.079e-01 1.761e+00 2.800e+00
7.226e+02 2.679e+03 9.242e-02 3.023e-01 6.089e-01 1.765e+00 2.800e+00
7.306e+02 2.705e+03 9.314e-02 3.024e-01 6.099e-01 1.769e+00 2.800e+00
7.386e+02 2.732e+03 9.385e-02 3.025e-01 6.109e-01 1.773e+00 2.800e+00
7.467e+02 2.759e+03 9.458e-02 3.026e-01 6.119e-01 1.777e+00 2.800e+00
7.549e+02 2.786e+03 9.530e-02 3.027e-01 6.129e-01 1.782e+00 2.800e+00
7.631e+02 2.813e+03 9.604e-02 3.028e-01 6.138e-01 1.786e+00 2.800e+00
7.714e+02 2.840e+03 9.678e-02 3.029e-01 6.148e-01 1.790e+00 2.800e+00
7.799e+02 2.868e+03 9.752e-02 3.030e-01 6.158e-01 1.794e+00 2.800e+00
7.884e+02 2.896e+03 9.827e-02 3.031e-01 6.168e-01 1.798e+00 2.800e+00
7.970e+02 2.925e+03 9.902e-02 3.032e-01 6.177e-01 1.802e+00 2.800e+00
8.057e+02 2.953e+03 9.979e-02 3.033e-01 6.187e-01 1.807e+00 2.800e+00
8.144e+02 2.982e+03 1.006e-01 3.034e-01 6.196e-01 1.811e+00 2.800e+00
8.233e+02 3.011e+03 1.013e-01 3.035e-01 6.206e-01 1.815e+00 2.800e+00
8.322e+02 3.041e+03 1.021e-01 3.036e-01 6.215e-01 1.819e+00 2.800e+00
8.413e+02 3.070e+03 1.029e-01 3.037e-01 6.225e-01 1.823e+00 2.800e+00
8.504e+02 3.101e+03 1.037e-01 3.038e-01 6.234e-01 1.828e+00 2.800e+00
8.596e+02 3.131e+03 1.045e-01 3.039e-01 6.243e-01 1.832e+00 2.800e+00
8.689e+02 3.161e+03 1.053e-01 3.040e-01 6.253e-01 1.836e+00 2.800e+00
8.783e+02 3.192e+03 1.061e-01 3.041e-01 6.262e-01 1.840e+00 2.800e+00
8.878e+02 3.224e+03 1.069e-01 3.042e-01 6.271e-01 1.845e+00 2.800e+00
