p e n/n0 cs2 p_norm muB X
8.777e+02 3.161e+03 1.056e-01 3.048e-01 6.335e-01 1.835e+00 2.920e+00
8.874e+02 3.193e+03 1.064e-01 3.049e-01 6.345e-01 1.839e+00 2.920e+00
8.973e+02 3.225e+03 1.072e-01 3.050e-01 6.354e-01 1.844e+00 2.920e+00
9.073e+02 3.258e+03 1.081e-01 3.051e-01 6.363e-01 1.848e+00 2.920e+00
9.173e+02 3.291e+03 1.089e-01 3.052e-01 6.372e-01 1.852e+00 2.920e+00
9.275e+02 3.324e+03 1.098e-01 3.053e-01 6.381e-01 1.857e+00 2.920e+00
9.377e+02 3.358e+03 1.107e-01 3.054e-01 6.390e-01 1.861e+00 2.920e+00
9.481e+02 3.392e+03 1.115e-01 3.055e-01 6.399e-01 1.866e+00 2.920e+00
9.586e+02 3.426e+03 1.124e-01 3.056e-01 6.407e-01 1.870e+00 2.920e+00
9.692e+02 3.461e+03 1.133e-01 3.057e-01 6.416e-01 1.875e+00 2.920e+00
9.799e+02 3.496e+03 1.142e-01 3.058e-01 6.425e-01 1.879e+00 2.920e+00
9.907e+02 3.531e+03 1.151e-01 3.059e-01 6.434e-01 1.884e+00 2.920e+00
1.002e+03 3.567e+03 1.160e-01 3.060e-01 6.442e-01 1.888e+00 2.920e+00
1.013e+03 3.603e+03 1.169e-01 3.060e-01 6.451e-01 1.893e+00 2.920e+00
1.024e+03 3.639e+03 1.179e-01 3.061e-01 6.460e-01 1.897e+00 2.920e+00
1.035e+03 3.676e+03 1.188e-01 3.062e-01 6.468e-01 1.902e+00 2.920e+00
1.046e+03 3.713e+03 1.197e-01 3.063e-01 6.477e-01 1.907e+00 2.920e+00
1.058e+03 3.751e+03 1.207e-01 3.064e-01 6.485e-01 1.911e+00 2.920e+00
1.070e+03 3.788e+03 1.216e-01 3.065e-01 6.494e-01 1.916e+00 2.920e+00
1.081e+03 3.827e+03 1.226e-01 3.066e-01 6.502e-01 1.920e+00 2.920e+00
1.093e+03 3.865e+03 1.235e-01 3.067e-01 6.511e-01 1.925e+00 2.920e+00
1.105e+03 3.904e+03 1.245e-01 3.068e-01 6.519e-01 1.930e+00 2.920e+00
1.117e+03 3.944e+03 1.255e-01 3.069e-01 6.527e-01 1.934e+00 2.920e+00
1.129e+03 3.984e+03 1.265e-01 3.070e-01 6.536e-01 1.939e+00 2.920e+00
1.142e+03 4.024e+03 1.275e-01 3.071e-01 6.544e-01 1.944e+00 2.920e+00
1.154e+03 4.064e+03 1.285e-01 3.071e-01 6.552e-01 1.948e+00 2.920e+00
1.167e+03 4.106e+03 1.295e-01 3.072e-01 6.560e-01 1.953e+00 2.920e+00
1.180e+03 4.147e+03 1.305e-01 3.073e-01 6.568e-01 1.958e+00 2.920e+00
1.192e+03 4.189e+03 1.315e-01 3.074e-01 6.577e-01 1.962e+00 2.920e+00
1.205e+03 4.231e+03 1.325e-01 3.075e-01 6.585e-01 1.967e+00 2.920e+00
1.219e+03 4.274e+03 1.336e-01 3.076e-01 6.593e-01 1.972e+00 2.920e+00
1.232e+03 4.317e+03 1.346e-01 3.077e-01 6.601e-01 1.977e+00 2.920e+00
1.245e+03 4.360e+03 1.357e-01 3.078e-01 6.609e-01 1.981e+00 2.920e+00
1.259e+03 4.404e+03 1.367e-01 3.079e-01 6.617e-01 1.986e+00 2.920e+00
1.272e+03 4.449e+03 1.378e-01 3.079e-01 6.625e-01 1.991e+00 2.920e+00
1.286e+03 4.494e+03 1.389e-01 3.080e-01 6.632e-01 1.996e+00 2.920e+00
1.300e+03 4.539e+03 1.400e-01 3.081e-01 6.640e-01 2.000e+00 2.920e+00
1.314e+03 4.585e+03 1.411e-01 3.082e-01 6.648e-01 2.005e+00 2.920e+00
1.329e+03 4.631e+03 1.422e-01 3.083e-01 6.656e-01 2.010e+00 2.920e+00
1.343e+03 4.678e+03 1.433e-01 3.084e-01 6.664e-01 2.015e+00 2.920e+00
1.358e+03 4.725e+03 1.444e-01 3.085e-01 6.671e-01 2.020e+00 2.920e+00
1.372e+03 4.772e+03 1.455e-01 3.085e-01 6.679e-01 2.025e+00 2.920e+00
1.387e+03 4.821e+03 1.467e-01 3.086e-01 6.687e-01 2.030e+00 2.920e+00
1.402e+03 4.869e+03 1.478e-01 3.087e-01 6.694e-01 2.034e+00 2.920e+00
1.417e+03 4.918e+03 1.490e-01 3.088e-01 6.702e-01 2.039e+00 2.920e+00
1.432e+03 4.968e+03 1.501e-01 3.089e-01 6.710e-01 2.044e+00 2.920e+00
1.448e+03 5.018e+03 1.513e-01 3.090e-01 6.717e-01 2.049e+00 2.920e+00
1.464e+03 5.068e+03 1.525e-01 3.090e-01 6.725e-01 2.054e+00 2.920e+00
1.479e+03 5.119e+03 1.537e-01 3.091e-01 6.732e-01 2.059e+00 2.920e+00
1.495e+03 5.171e+03 1.549e-01 3.092e-01 6.739e-01 2.064e+00 2.920e+00
1.511e+03 5.223e+03 1.561e-01 3.093e-01 6.747e-01 2.069e+00 2.920e+00
1.528e+03 5.275e+03 1.573e-01 3.094e-01 6.754e-01 2.074e+00 2.920e+00
1.544e+03 5.329e+03 1.585e-01 3.095e-01 6.762e-01 2.079e+00 2.920e+00
1.561e+03 5.382e+03 1.598e-01 3.095e-01 6.769e-01 2.084e+00 2.920e+00
1.577e+03 5.436e+03 1.610e-01 3.096e-01 6.776e-01 2.089e+00 2.920e+00
1.594e+03 5.491e+03 1.623e-01 3.097e-01 6.783e-01 2.094e+00 2.920e+00
1.611e+03 5.546e+03 1.635e-01 3.098e-01 6.791e-01 2.099e+00 2.920e+00
1.629e+03 5.602e+03 1.648e-01 3.099e-01 6.798e-01 2.104e+00 2.920e+00
1.646e+03 5.658e+03 1.661e-01 3.099e-01 6.805e-01 2.109e+00 2.920e+00
1.664e+03 5.715e+03 1.674e-01 3.100e-01 6.812e-01 2.114e+00 2.920e+00
1.682e+03 5.773e+03 1.687e-01 3.101e-01 6.819e-01 2.119e+00 2.920e+00
1.700e+03 5.831e+03 1.700e-01 3.102e-01 6.826e-01 2.124e+00 2.920e+00
1.718e+03 5.890e+03 1.713e-01 3.102e-01 6.833e-01 2.129e+00 2.920e+00
1.736e+03 5.949e+03 1.727e-01 3.103e-01 6.840e-01 2.135e+00 2.920e+00
1.755e+03 6.009e+03 1.740e-01 3.104e-01 6.847e-01 2.140e+00 2.920e+00
1.774e+03 6.069e+03 1.754e-01 3.105e-01 6.854e-01 2.145e+00 2.920e+00
1.792e+03 6.130e+03 1.767e-01 3.106e-01 6.861e-01 2.150e+00 2.920e+00
1.796e+03 6.142e+03 1.770e-01 3.106e-01 6.863e-01 2.151e+00 2.920e+00
2.104e+03 7.130e+03 1.986e-01 3.117e-01 6.963e-01 2.230e+00 2.920e+00
2.448e+03 8.232e+03 2.219e-01 3.127e-01 7.054e-01 2.308e+00 2.920e+00
2.831e+03 9.457e+03 2.469e-01 3.136e-01 7.138e-01 2.387e+00 2.920e+00
3.258e+03 1.081e+04 2.737e-01 3.145e-01 7.214e-01 2.465e+00 2.920e+00
3.729e+03 1.231e+04 3.024e-01 3.153e-01 7.285e-01 2.544e+00 2.920e+00
4.249e+03 1.396e+04 3.330e-01 3.160e-01 7.350e-01 2.622e+00 2.920e+00
4.821e+03 1.577e+04 3.656e-01 3.167e-01 7.410e-01 2.701e+00 2.920e+00
5.448e+03 1.774e+04 4.002e-01 3.173e-01 7.467e-01 2.779e+00 2.920e+00
6.133e+03 1.990e+04 4.369e-01 3.179e-01 7.519e-01 2.858e+00 2.920e+00
6.880e+03 2.225e+04 4.757e-01 3.184e-01 7.568e-01 2.937e+00 2.920e+00
7.693e+03 2.480e+04 5.168e-01 3.189e-01 7.614e-01 3.015e+00 2.920e+00
8.575e+03 2.756e+04 5.602e-01 3.194e-01 7.657e-01 3.094e+00 2.920e+00
9.529e+03 3.055e+04 6.059e-01 3.198e-01 7.697e-01 3.172e+00 2.920e+00
1.056e+04 3.377e+04 6.540e-01 3.203e-01 7.735e-01 3.251e+00 2.920e+00
1.167e+04 3.724e+04 7.046e-01 3.207e-01 7.771e-01 3.329e+00 2.920e+00
1.287e+04 4.097e+04 7.577e-01 3.210e-01 7.805e-01 3.408e+00 2.920e+00
1.416e+04 4.498e+04 8.135e-01 3.214e-01 7.837e-01 3.486e+00 2.920e+00
1.554e+04 4.927e+04 8.718e-01 3.217e-01 7.868e-01 3.565e+00 2.920e+00
1.701e+04 5.386e+04 9.329e-01 3.220e-01 7.897e-01 3.643e+00 2.920e+00
1.859e+04 5.876e+04 9.967e-01 3.223e-01 7.924e-01 3.722e+00 2.920e+00
2.028e+04 6.399e+04 1.063e+00 3.226e-01 7.951e-01 3.801e+00 2.920e+00
2.208e+04 6.957e+04 1.133e+00 3.229e-01 7.975e-01 3.879e+00 2.920e+00
2.399e+04 7.549e+04 1.206e+00 3.231e-01 7.999e-01 3.958e+00 2.920e+00
2.603e+04 8.179e+04 1.281e+00 3.234e-01 8.022e-01 4.036e+00 2.920e+00
2.819e+04 8.848e+04 1.360e+00 3.236e-01 8.044e-01 4.115e+00 2.920e+00
3.049e+04 9.556e+04 1.442e+00 3.238e-01 8.064e-01 4.193e+00 2.920e+00
3.292e+04 1.031e+05 1.527e+00 3.241e-01 8.084e-01 4.272e+00 2.920e+00
3.549e+04 1.110e+05 1.615e+00 3.243e-01 8.103e-01 4.350e+00 2.920e+00
3.821e+04 1.194e+05 1.706e+00 3.245e-01 8.122e-01 4.429e+00 2.920e+00
4.108e+04 1.282e+05 1.801e+00 3.246e-01 8.139e-01 4.508e+00 2.920e+00
4.411e+04 1.376e+05 1.900e+00 3.248e-01 8.156e-01 4.586e+00 2.920e+00
4.731e+04 1.474e+05 2.002e+00 3.250e-01 8.172e-01 4.665e+00 2.920e+00
5.067e+04 1.578e+05 2.107e+00 3.252e-01 8.188e-01 4.743e+00 2.920e+00
5.421e+04 1.686e+05 2.216e+00 3.253e-01 8.203e-01 4.822e+00 2.920e+00
5.793e+04 1.801e+05 2.329e+00 3.255e-01 8.218e-01 4.900e+00 2.920e+00
6.184e+04 1.921e+05 2.446e+00 3.256e-01 8.232e-01 4.979e+00 2.920e+00
6.595e+04 2.047e+05 2.566e+00 3.258e-01 8.245e-01 5.057e+00 2.920e+00
7.025e+04 2.179e+05 2.691e+00 3.259e-01 8.258e-01 5.136e+00 2.920e+00
7.477e+04 2.317e+05 2.819e+00 3.260e-01 8.271e-01 5.214e+00 2.920e+00
7.949e+04 2.462e+05 2.951e+00 3.262e-01 8.283e-01 5.293e+00 2.920e+00
8.444e+04 2.614e+05 3.088e+00 3.263e-01 8.295e-01 5.372e+00 2.920e+00
8.961e+04 2.772e+05 3.228e+00 3.264e-01 8.306e-01 5.450e+00 2.920e+00
9.501e+04 2.938e+05 3.373e+00 3.265e-01 8.317e-01 5.529e+00 2.920e+00
1.007e+05 3.111e+05 3.521e+00 3.266e-01 8.328e-01 5.607e+00 2.920e+00
1.066e+05 3.291e+05 3.675e+00 3.267e-01 8.339e-01 5.686e+00 2.920e+00
1.127e+05 3.479e+05 3.832e+00 3.268e-01 8.349e-01 5.764e+00 2.920e+00
1.191e+05 3.675e+05 3.994e+00 3.269e-01 8.358e-01 5.843e+00 2.920e+00
1.258e+05 3.880e+05 4.161e+00 3.270e-01 8.368e-01 5.921e+00 2.920e+00
1.327e+05 4.092e+05 4.332e+00 3.271e-01 8.377e-01 6.000e+00 2.920e+00
