p e n/n0 cs2 p_norm muB X
1.257e+03 4.380e+03 1.364e-01 3.083e-01 6.656e-01 1.983e+00 3
1.271e+03 4.426e+03 1.375e-01 3.083e-01 6.664e-01 1.988e+00 3
1.285e+03 4.471e+03 1.386e-01 3.084e-01 6.671e-01 1.992e+00 3
1.300e+03 4.517e+03 1.397e-01 3.085e-01 6.679e-01 1.997e+00 3
1.314e+03 4.564e+03 1.408e-01 3.086e-01 6.687e-01 2.002e+00 3
1.328e+03 4.611e+03 1.419e-01 3.087e-01 6.695e-01 2.007e+00 3
1.343e+03 4.658e+03 1.430e-01 3.088e-01 6.702e-01 2.012e+00 3
1.358e+03 4.706e+03 1.442e-01 3.089e-01 6.710e-01 2.017e+00 3
1.373e+03 4.755e+03 1.453e-01 3.089e-01 6.718e-01 2.022e+00 3
1.388e+03 4.804e+03 1.465e-01 3.090e-01 6.725e-01 2.027e+00 3
1.403e+03 4.853e+03 1.477e-01 3.091e-01 6.733e-01 2.032e+00 3
1.419e+03 4.903e+03 1.488e-01 3.092e-01 6.741e-01 2.037e+00 3
1.434e+03 4.954e+03 1.500e-01 3.093e-01 6.748e-01 2.042e+00 3
1.450e+03 5.005e+03 1.512e-01 3.094e-01 6.756e-01 2.047e+00 3
1.466e+03 5.056e+03 1.524e-01 3.094e-01 6.763e-01 2.052e+00 3
1.482e+03 5.108e+03 1.536e-01 3.095e-01 6.771e-01 2.057e+00 3
1.498e+03 5.161e+03 1.549e-01 3.096e-01 6.778e-01 2.062e+00 3
1.515e+03 5.214e+03 1.561e-01 3.097e-01 6.785e-01 2.067e+00 3
1.531e+03 5.267e+03 1.573e-01 3.098e-01 6.793e-01 2.072e+00 3
1.548e+03 5.321e+03 1.586e-01 3.099e-01 6.800e-01 2.077e+00 3
1.565e+03 5.376e+03 1.599e-01 3.099e-01 6.807e-01 2.082e+00 3
1.582e+03 5.431e+03 1.611e-01 3.100e-01 6.815e-01 2.088e+00 3
1.600e+03 5.487e+03 1.624e-01 3.101e-01 6.822e-01 2.093e+00 3
1.617e+03 5.544e+03 1.637e-01 3.102e-01 6.829e-01 2.098e+00 3
1.635e+03 5.601e+03 1.650e-01 3.103e-01 6.836e-01 2.103e+00 3
1.653e+03 5.658e+03 1.663e-01 3.103e-01 6.843e-01 2.108e+00 3
1.671e+03 5.716e+03 1.676e-01 3.104e-01 6.850e-01 2.113e+00 3
1.689e+03 5.775e+03 1.690e-01 3.105e-01 6.857e-01 2.119e+00 3
1.707e+03 5.835e+03 1.703e-01 3.106e-01 6.864e-01 2.124e+00 3
1.726e+03 5.894e+03 1.717e-01 3.107e-01 6.872e-01 2.129e+00 3
1.745e+03 5.955e+03 1.730e-01 3.107e-01 6.878e-01 2.134e+00 3
1.764e+03 6.016e+03 1.744e-01 3.108e-01 6.885e-01 2.139e+00 3
1.783e+03 6.078e+03 1.758e-01 3.109e-01 6.892e-01 2.145e+00 3
1.802e+03 6.140e+03 1.772e-01 3.110e-01 6.899e-01 2.150e+00 3
1.806e+03 6.152e+03 1.774e-01 3.110e-01 6.901e-01 2.151e+00 3
2.114e+03 7.141e+03 1.991e-01 3.120e-01 6.998e-01 2.230e+00 3
2.459e+03 8.245e+03 2.224e-01 3.130e-01 7.087e-01 2.308e+00 3
2.844e+03 9.471e+03 2.475e-01 3.139e-01 7.169e-01 2.387e+00 3
3.271e+03 1.083e+04 2.743e-01 3.148e-01 7.244e-01 2.465e+00 3
3.743e+03 1.233e+04 3.030e-01 3.156e-01 7.312e-01 2.544e+00 3
4.265e+03 1.398e+04 3.336e-01 3.163e-01 7.376e-01 2.622e+00 3
4.837e+03 1.579e+04 3.662e-01 3.169e-01 7.435e-01 2.701e+00 3
5.465e+03 1.777e+04 4.009e-01 3.176e-01 7.490e-01 2.779e+00 3
6.152e+03 1.993e+04 4.376e-01 3.181e-01 7.542e-01 2.858e+00 3
6.900e+03 2.228e+04 4.765e-01 3.187e-01 7.590e-01 2.937e+00 3
7.714e+03 2.483e+04 5.176e-01 3.192e-01 7.635e-01 3.015e+00 3
8.597e+03 2.759e+04 5.610e-01 3.196e-01 7.677e-01 3.094e+00 3
9.553e+03 3.058e+04 6.068e-01 3.201e-01 7.716e-01 3.172e+00 3
1.059e+04 3.381e+04 6.549e-01 3.205e-01 7.754e-01 3.251e+00 3
1.170e+04 3.728e+04 7.055e-01 3.209e-01 7.789e-01 3.329e+00 3
1.290e+04 4.101e+04 7.587e-01 3.212e-01 7.822e-01 3.408e+00 3
1.419e+04 4.502e+04 8.144e-01 3.216e-01 7.854e-01 3.486e+00 3
1.557e+04 4.932e+04 8.729e-01 3.219e-01 7.884e-01 3.565e+00 3
1.705e+04 5.391e+04 9.340e-01 3.222e-01 7.912e-01 3.643e+00 3
1.863e+04 5.882e+04 9.979e-01 3.225e-01 7.939e-01 3.722e+00 3
2.032e+04 6.405e+04 1.065e+00 3.228e-01 7.965e-01 3.801e+00 3
2.212e+04 6.962e+04 1.134e+00 3.230e-01 7.989e-01 3.879e+00 3
2.403e+04 7.556e+04 1.207e+00 3.233e-01 8.013e-01 3.958e+00 3
2.607e+04 8.186e+04 1.282e+00 3.235e-01 8.035e-01 4.036e+00 3
2.824e+04 8.855e+04 1.361e+00 3.238e-01 8.056e-01 4.115e+00 3
3.053e+04 9.563e+04 1.443e+00 3.240e-01 8.077e-01 4.193e+00 3
3.297e+04 1.031e+05 1.528e+00 3.242e-01 8.096e-01 4.272e+00 3
3.554e+04 1.111e+05 1.616e+00 3.244e-01 8.115e-01 4.350e+00 3
3.826e+04 1.195e+05 1.708e+00 3.246e-01 8.133e-01 4.429e+00 3
4.114e+04 1.283e+05 1.803e+00 3.248e-01 8.150e-01 4.508e+00 3
4.417e+04 1.377e+05 1.901e+00 3.249e-01 8.167e-01 4.586e+00 3
4.737e+04 1.475e+05 2.003e+00 3.251e-01 8.183e-01 4.665e+00 3
5.074e+04 1.579e+05 2.109e+00 3.253e-01 8.198e-01 4.743e+00 3
5.428e+04 1.687e+05 2.218e+00 3.254e-01 8.213e-01 4.822e+00 3
5.800e+04 1.802e+05 2.331e+00 3.256e-01 8.228e-01 4.900e+00 3
6.192e+04 1.922e+05 2.448e+00 3.257e-01 8.241e-01 4.979e+00 3
6.602e+04 2.048e+05 2.568e+00 3.259e-01 8.255e-01 5.057e+00 3
7.033e+04 2.180e+05 2.693e+00 3.260e-01 8.268e-01 5.136e+00 3
7.485e+04 2.319e+05 2.821e+00 3.261e-01 8.280e-01 5.214e+00 3
7.958e+04 2.464e+05 2.953e+00 3.263e-01 8.292e-01 5.293e+00 3
8.452e+04 2.615e+05 3.090e+00 3.264e-01 8.304e-01 5.372e+00 3
8.970e+04 2.774e+05 3.230e+00 3.265e-01 8.315e-01 5.450e+00 3
9.511e+04 2.940e+05 3.375e+00 3.266e-01 8.326e-01 5.529e+00 3
1.008e+05 3.112e+05 3.524e+00 3.267e-01 8.336e-01 5.607e+00 3
1.067e+05 3.293e+05 3.677e+00 3.268e-01 8.347e-01 5.686e+00 3
1.128e+05 3.481e+05 3.835e+00 3.269e-01 8.357e-01 5.764e+00 3
1.192e+05 3.677e+05 3.997e+00 3.270e-01 8.366e-01 5.843e+00 3
1.259e+05 3.881e+05 4.163e+00 3.271e-01 8.376e-01 5.921e+00 3
1.329e+05 4.094e+05 4.334e+00 3.272e-01 8.385e-01 6.000e+00 3
