p e n/n0 cs2 p_norm muB X
5.879e+01 8.191e+02 3.221e-02 3.247e-01 1.647e-01 1.307e+00 2
6.025e+01 8.236e+02 3.237e-02 3.239e-01 1.676e-01 1.309e+00 2
6.171e+01 8.281e+02 3.254e-02 3.230e-01 1.706e-01 1.312e+00 2
6.319e+01 8.327e+02 3.270e-02 3.222e-01 1.735e-01 1.314e+00 2
6.468e+01 8.373e+02 3.287e-02 3.215e-01 1.764e-01 1.316e+00 2
6.617e+01 8.420e+02 3.304e-02 3.207e-01 1.793e-01 1.318e+00 2
6.768e+01 8.467e+02 3.321e-02 3.200e-01 1.822e-01 1.320e+00 2
6.920e+01 8.514e+02 3.339e-02 3.193e-01 1.850e-01 1.322e+00 2
7.072e+01 8.562e+02 3.356e-02 3.186e-01 1.879e-01 1.325e+00 2
7.226e+01 8.611e+02 3.373e-02 3.179e-01 1.907e-01 1.327e+00 2
7.381e+01 8.659e+02 3.391e-02 3.172e-01 1.935e-01 1.329e+00 2
7.537e+01 8.709e+02 3.409e-02 3.166e-01 1.963e-01 1.331e+00 2
7.694e+01 8.758e+02 3.427e-02 3.159e-01 1.990e-01 1.333e+00 2
7.852e+01 8.808e+02 3.445e-02 3.153e-01 2.018e-01 1.336e+00 2
8.011e+01 8.859e+02 3.463e-02 3.147e-01 2.045e-01 1.338e+00 2
8.171e+01 8.910e+02 3.481e-02 3.141e-01 2.072e-01 1.340e+00 2
8.332e+01 8.961e+02 3.499e-02 3.136e-01 2.099e-01 1.342e+00 2
8.495e+01 9.013e+02 3.518e-02 3.130e-01 2.126e-01 1.344e+00 2
8.658e+01 9.065e+02 3.537e-02 3.124e-01 2.153e-01 1.347e+00 2
8.823e+01 9.118e+02 3.555e-02 3.119e-01 2.179e-01 1.349e+00 2
8.989e+01 9.171e+02 3.574e-02 3.114e-01 2.206e-01 1.351e+00 2
9.156e+01 9.225e+02 3.593e-02 3.109e-01 2.232e-01 1.353e+00 2
9.324e+01 9.279e+02 3.612e-02 3.104e-01 2.258e-01 1.356e+00 2
9.494e+01 9.334e+02 3.632e-02 3.099e-01 2.284e-01 1.358e+00 2
9.664e+01 9.389e+02 3.651e-02 3.095e-01 2.310e-01 1.360e+00 2
9.836e+01 9.444e+02 3.671e-02 3.090e-01 2.335e-01 1.362e+00 2
1.001e+02 9.500e+02 3.690e-02 3.086e-01 2.361e-01 1.365e+00 2
1.018e+02 9.557e+02 3.710e-02 3.081e-01 2.386e-01 1.367e+00 2
1.036e+02 9.614e+02 3.730e-02 3.077e-01 2.411e-01 1.369e+00 2
1.054e+02 9.671e+02 3.750e-02 3.073e-01 2.436e-01 1.371e+00 2
1.071e+02 9.729e+02 3.771e-02 3.069e-01 2.461e-01 1.374e+00 2
1.089e+02 9.788e+02 3.791e-02 3.065e-01 2.485e-01 1.376e+00 2
1.107e+02 9.847e+02 3.812e-02 3.061e-01 2.510e-01 1.378e+00 2
1.125e+02 9.906e+02 3.832e-02 3.057e-01 2.534e-01 1.381e+00 2
1.144e+02 9.966e+02 3.853e-02 3.054e-01 2.558e-01 1.383e+00 2
1.162e+02 1.003e+03 3.874e-02 3.050e-01 2.583e-01 1.385e+00 2
1.181e+02 1.009e+03 3.895e-02 3.047e-01 2.606e-01 1.387e+00 2
1.199e+02 1.015e+03 3.916e-02 3.043e-01 2.630e-01 1.390e+00 2
1.218e+02 1.021e+03 3.937e-02 3.040e-01 2.654e-01 1.392e+00 2
1.237e+02 1.027e+03 3.959e-02 3.037e-01 2.677e-01 1.394e+00 2
1.256e+02 1.034e+03 3.981e-02 3.034e-01 2.701e-01 1.397e+00 2
1.276e+02 1.040e+03 4.002e-02 3.031e-01 2.724e-01 1.399e+00 2
1.295e+02 1.046e+03 4.024e-02 3.028e-01 2.747e-01 1.401e+00 2
1.314e+02 1.053e+03 4.046e-02 3.025e-01 2.770e-01 1.404e+00 2
1.334e+02 1.059e+03 4.068e-02 3.022e-01 2.793e-01 1.406e+00 2
1.354e+02 1.066e+03 4.091e-02 3.019e-01 2.816e-01 1.408e+00 2
1.374e+02 1.072e+03 4.113e-02 3.017e-01 2.839e-01 1.411e+00 2
1.394e+02 1.079e+03 4.136e-02 3.014e-01 2.861e-01 1.413e+00 2
1.414e+02 1.086e+03 4.159e-02 3.011e-01 2.883e-01 1.415e+00 2
1.434e+02 1.093e+03 4.182e-02 3.009e-01 2.906e-01 1.418e+00 2
1.455e+02 1.099e+03 4.205e-02 3.007e-01 2.928e-01 1.420e+00 2
1.476e+02 1.106e+03 4.228e-02 3.004e-01 2.950e-01 1.422e+00 2
1.496e+02 1.113e+03 4.251e-02 3.002e-01 2.972e-01 1.425e+00 2
1.517e+02 1.120e+03 4.275e-02 3.000e-01 2.993e-01 1.427e+00 2
1.538e+02 1.127e+03 4.298e-02 2.998e-01 3.015e-01 1.429e+00 2
1.560e+02 1.134e+03 4.322e-02 2.996e-01 3.036e-01 1.432e+00 2
1.581e+02 1.141e+03 4.346e-02 2.994e-01 3.058e-01 1.434e+00 2
1.603e+02 1.149e+03 4.370e-02 2.992e-01 3.079e-01 1.436e+00 2
1.624e+02 1.156e+03 4.394e-02 2.990e-01 3.100e-01 1.439e+00 2
1.646e+02 1.163e+03 4.419e-02 2.988e-01 3.121e-01 1.441e+00 2
1.668e+02 1.171e+03 4.443e-02 2.986e-01 3.142e-01 1.444e+00 2
1.690e+02 1.178e+03 4.468e-02 2.984e-01 3.163e-01 1.446e+00 2
1.713e+02 1.185e+03 4.493e-02 2.983e-01 3.184e-01 1.448e+00 2
1.735e+02 1.193e+03 4.518e-02 2.981e-01 3.204e-01 1.451e+00 2
1.758e+02 1.201e+03 4.543e-02 2.979e-01 3.225e-01 1.453e+00 2
1.781e+02 1.208e+03 4.568e-02 2.978e-01 3.245e-01 1.456e+00 2
1.804e+02 1.216e+03 4.593e-02 2.976e-01 3.265e-01 1.458e+00 2
1.827e+02 1.224e+03 4.619e-02 2.975e-01 3.286e-01 1.460e+00 2
1.850e+02 1.232e+03 4.645e-02 2.973e-01 3.306e-01 1.463e+00 2
1.874e+02 1.240e+03 4.671e-02 2.972e-01 3.325e-01 1.465e+00 2
1.897e+02 1.248e+03 4.697e-02 2.971e-01 3.345e-01 1.468e+00 2
1.921e+02 1.256e+03 4.723e-02 2.969e-01 3.365e-01 1.470e+00 2
1.945e+02 1.264e+03 4.749e-02 2.968e-01 3.385e-01 1.472e+00 2
1.969e+02 1.272e+03 4.776e-02 2.967e-01 3.404e-01 1.475e+00 2
1.994e+02 1.280e+03 4.802e-02 2.966e-01 3.424e-01 1.477e+00 2
2.018e+02 1.288e+03 4.829e-02 2.965e-01 3.443e-01 1.480e+00 2
2.043e+02 1.297e+03 4.856e-02 2.963e-01 3.462e-01 1.482e+00 2
2.068e+02 1.305e+03 4.884e-02 2.962e-01 3.481e-01 1.485e+00 2
2.093e+02 1.314e+03 4.911e-02 2.961e-01 3.500e-01 1.487e+00 2
2.118e+02 1.322e+03 4.938e-02 2.960e-01 3.519e-01 1.490e+00 2
2.144e+02 1.331e+03 4.966e-02 2.959e-01 3.538e-01 1.492e+00 2
2.169e+02 1.339e+03 4.994e-02 2.959e-01 3.557e-01 1.495e+00 2
2.195e+02 1.348e+03 5.022e-02 2.958e-01 3.575e-01 1.497e+00 2
2.221e+02 1.357e+03 5.050e-02 2.957e-01 3.594e-01 1.499e+00 2
2.247e+02 1.366e+03 5.078e-02 2.956e-01 3.612e-01 1.502e+00 2
2.274e+02 1.375e+03 5.107e-02 2.955e-01 3.630e-01 1.504e+00 2
2.300e+02 1.384e+03 5.135e-02 2.954e-01 3.649e-01 1.507e+00 2
2.327e+02 1.393e+03 5.164e-02 2.954e-01 3.667e-01 1.509e+00 2
2.354e+02 1.402e+03 5.193e-02 2.953e-01 3.685e-01 1.512e+00 2
2.381e+02 1.411e+03 5.222e-02 2.952e-01 3.703e-01 1.514e+00 2
2.409e+02 1.420e+03 5.252e-02 2.952e-01 3.721e-01 1.517e+00 2
2.436e+02 1.430e+03 5.281e-02 2.951e-01 3.738e-01 1.519e+00 2
2.464e+02 1.439e+03 5.311e-02 2.950e-01 3.756e-01 1.522e+00 2
2.492e+02 1.448e+03 5.341e-02 2.950e-01 3.774e-01 1.524e+00 2
2.520e+02 1.458e+03 5.371e-02 2.949e-01 3.791e-01 1.527e+00 2
2.548e+02 1.468e+03 5.401e-02 2.949e-01 3.809e-01 1.530e+00 2
2.577e+02 1.477e+03 5.431e-02 2.948e-01 3.826e-01 1.532e+00 2
2.606e+02 1.487e+03 5.462e-02 2.948e-01 3.843e-01 1.535e+00 2
2.635e+02 1.497e+03 5.492e-02 2.948e-01 3.860e-01 1.537e+00 2
2.664e+02 1.507e+03 5.523e-02 2.947e-01 3.877e-01 1.540e+00 2
2.693e+02 1.517e+03 5.554e-02 2.947e-01 3.894e-01 1.542e+00 2
2.723e+02 1.527e+03 5.586e-02 2.946e-01 3.911e-01 1.545e+00 2
2.753e+02 1.537e+03 5.617e-02 2.946e-01 3.928e-01 1.547e+00 2
2.783e+02 1.547e+03 5.649e-02 2.946e-01 3.945e-01 1.550e+00 2
2.813e+02 1.558e+03 5.681e-02 2.945e-01 3.961e-01 1.552e+00 2
2.844e+02 1.568e+03 5.712e-02 2.945e-01 3.978e-01 1.555e+00 2
2.875e+02 1.578e+03 5.745e-02 2.945e-01 3.995e-01 1.558e+00 2
2.905e+02 1.589e+03 5.777e-02 2.945e-01 4.011e-01 1.560e+00 2
2.937e+02 1.599e+03 5.809e-02 2.944e-01 4.027e-01 1.563e+00 2
2.968e+02 1.610e+03 5.842e-02 2.944e-01 4.043e-01 1.565e+00 2
3.000e+02 1.621e+03 5.875e-02 2.944e-01 4.060e-01 1.568e+00 2
3.032e+02 1.632e+03 5.908e-02 2.944e-01 4.076e-01 1.571e+00 2
3.064e+02 1.643e+03 5.941e-02 2.944e-01 4.092e-01 1.573e+00 2
3.096e+02 1.654e+03 5.975e-02 2.944e-01 4.108e-01 1.576e+00 2
3.129e+02 1.665e+03 6.009e-02 2.944e-01 4.124e-01 1.578e+00 2
3.161e+02 1.676e+03 6.042e-02 2.944e-01 4.139e-01 1.581e+00 2
3.194e+02 1.687e+03 6.076e-02 2.943e-01 4.155e-01 1.584e+00 2
3.228e+02 1.698e+03 6.111e-02 2.943e-01 4.171e-01 1.586e+00 2
3.261e+02 1.710e+03 6.145e-02 2.943e-01 4.186e-01 1.589e+00 2
3.295e+02 1.721e+03 6.180e-02 2.943e-01 4.202e-01 1.591e+00 2
3.329e+02 1.733e+03 6.214e-02 2.943e-01 4.217e-01 1.594e+00 2
3.363e+02 1.744e+03 6.249e-02 2.943e-01 4.232e-01 1.597e+00 2
3.398e+02 1.756e+03 6.285e-02 2.943e-01 4.248e-01 1.599e+00 2
3.433e+02 1.768e+03 6.320e-02 2.943e-01 4.263e-01 1.602e+00 2
3.468e+02 1.780e+03 6.356e-02 2.944e-01 4.278e-01 1.605e+00 2
3.503e+02 1.792e+03 6.391e-02 2.944e-01 4.293e-01 1.607e+00 2
3.538e+02 1.804e+03 6.427e-02 2.944e-01 4.308e-01 1.610e+00 2
3.574e+02 1.816e+03 6.464e-02 2.944e-01 4.323e-01 1.613e+00 2
3.610e+02 1.828e+03 6.500e-02 2.944e-01 4.338e-01 1.615e+00 2
3.647e+02 1.841e+03 6.537e-02 2.944e-01 4.353e-01 1.618e+00 2
3.683e+02 1.853e+03 6.573e-02 2.944e-01 4.367e-01 1.621e+00 2
3.720e+02 1.866e+03 6.610e-02 2.944e-01 4.382e-01 1.623e+00 2
3.757e+02 1.878e+03 6.648e-02 2.944e-01 4.396e-01 1.626e+00 2
3.795e+02 1.891e+03 6.685e-02 2.945e-01 4.411e-01 1.629e+00 2
3.832e+02 1.904e+03 6.723e-02 2.945e-01 4.425e-01 1.631e+00 2
3.870e+02 1.917e+03 6.761e-02 2.945e-01 4.440e-01 1.634e+00 2
3.908e+02 1.929e+03 6.799e-02 2.945e-01 4.454e-01 1.637e+00 2
3.947e+02 1.943e+03 6.837e-02 2.946e-01 4.468e-01 1.639e+00 2
3.986e+02 1.956e+03 6.875e-02 2.946e-01 4.482e-01 1.642e+00 2
4.025e+02 1.969e+03 6.914e-02 2.946e-01 4.496e-01 1.645e+00 2
4.064e+02 1.982e+03 6.953e-02 2.946e-01 4.510e-01 1.648e+00 2
4.104e+02 1.996e+03 6.992e-02 2.947e-01 4.524e-01 1.650e+00 2
4.144e+02 2.009e+03 7.031e-02 2.947e-01 4.538e-01 1.653e+00 2
4.184e+02 2.023e+03 7.071e-02 2.947e-01 4.552e-01 1.656e+00 2
4.224e+02 2.037e+03 7.111e-02 2.947e-01 4.566e-01 1.659e+00 2
4.265e+02 2.051e+03 7.151e-02 2.948e-01 4.580e-01 1.661e+00 2
4.306e+02 2.064e+03 7.191e-02 2.948e-01 4.593e-01 1.664e+00 2
4.348e+02 2.079e+03 7.231e-02 2.948e-01 4.607e-01 1.667e+00 2
4.389e+02 2.093e+03 7.272e-02 2.949e-01 4.620e-01 1.670e+00 2
4.431e+02 2.107e+03 7.313e-02 2.949e-01 4.634e-01 1.672e+00 2
4.474e+02 2.121e+03 7.354e-02 2.949e-01 4.647e-01 1.675e+00 2
4.516e+02 2.136e+03 7.395e-02 2.950e-01 4.661e-01 1.678e+00 2
4.559e+02 2.150e+03 7.437e-02 2.950e-01 4.674e-01 1.681e+00 2
4.602e+02 2.165e+03 7.479e-02 2.950e-01 4.687e-01 1.683e+00 2
4.646e+02 2.180e+03 7.521e-02 2.951e-01 4.700e-01 1.686e+00 2
4.690e+02 2.195e+03 7.563e-02 2.951e-01 4.713e-01 1.689e+00 2
4.734e+02 2.210e+03 7.605e-02 2.952e-01 4.727e-01 1.692e+00 2
4.778e+02 2.225e+03 7.648e-02 2.952e-01 4.740e-01 1.695e+00 2
4.823e+02 2.240e+03 7.691e-02 2.952e-01 4.752e-01 1.697e+00 2
4.868e+02 2.255e+03 7.734e-02 2.953e-01 4.765e-01 1.700e+00 2
4.914e+02 2.270e+03 7.778e-02 2.953e-01 4.778e-01 1.703e+00 2
4.960e+02 2.286e+03 7.821e-02 2.954e-01 4.791e-01 1.706e+00 2
5.006e+02 2.302e+03 7.865e-02 2.954e-01 4.804e-01 1.709e+00 2
5.052e+02 2.317e+03 7.909e-02 2.955e-01 4.816e-01 1.711e+00 2
5.099e+02 2.333e+03 7.954e-02 2.955e-01 4.829e-01 1.714e+00 2
5.146e+02 2.349e+03 7.998e-02 2.956e-01 4.841e-01 1.717e+00 2
5.194e+02 2.365e+03 8.043e-02 2.956e-01 4.854e-01 1.720e+00 2
5.242e+02 2.381e+03 8.088e-02 2.956e-01 4.866e-01 1.723e+00 2
5.290e+02 2.398e+03 8.133e-02 2.957e-01 4.879e-01 1.726e+00 2
5.339e+02 2.414e+03 8.179e-02 2.957e-01 4.891e-01 1.729e+00 2
5.387e+02 2.431e+03 8.225e-02 2.958e-01 4.903e-01 1.731e+00 2
5.437e+02 2.447e+03 8.271e-02 2.958e-01 4.916e-01 1.734e+00 2
5.486e+02 2.464e+03 8.317e-02 2.959e-01 4.928e-01 1.737e+00 2
5.536e+02 2.481e+03 8.364e-02 2.959e-01 4.940e-01 1.740e+00 2
5.587e+02 2.498e+03 8.411e-02 2.960e-01 4.952e-01 1.743e+00 2
5.637e+02 2.515e+03 8.458e-02 2.960e-01 4.964e-01 1.746e+00 2
5.688e+02 2.532e+03 8.505e-02 2.961e-01 4.976e-01 1.749e+00 2
5.740e+02 2.550e+03 8.553e-02 2.962e-01 4.988e-01 1.752e+00 2
5.792e+02 2.567e+03 8.601e-02 2.962e-01 5.000e-01 1.754e+00 2
5.844e+02 2.585e+03 8.649e-02 2.963e-01 5.012e-01 1.757e+00 2
5.896e+02 2.603e+03 8.697e-02 2.963e-01 5.023e-01 1.760e+00 2
5.949e+02 2.620e+03 8.746e-02 2.964e-01 5.035e-01 1.763e+00 2
6.003e+02 2.638e+03 8.795e-02 2.964e-01 5.047e-01 1.766e+00 2
6.057e+02 2.657e+03 8.844e-02 2.965e-01 5.058e-01 1.769e+00 2
6.111e+02 2.675e+03 8.893e-02 2.965e-01 5.070e-01 1.772e+00 2
6.165e+02 2.693e+03 8.943e-02 2.966e-01 5.081e-01 1.775e+00 2
6.220e+02 2.712e+03 8.993e-02 2.966e-01 5.093e-01 1.778e+00 2
6.275e+02 2.730e+03 9.043e-02 2.967e-01 5.104e-01 1.781e+00 2
6.331e+02 2.749e+03 9.094e-02 2.968e-01 5.116e-01 1.784e+00 2
6.387e+02 2.768e+03 9.145e-02 2.968e-01 5.127e-01 1.787e+00 2
6.444e+02 2.787e+03 9.196e-02 2.969e-01 5.138e-01 1.790e+00 2
6.501e+02 2.806e+03 9.247e-02 2.969e-01 5.150e-01 1.793e+00 2
6.558e+02 2.826e+03 9.299e-02 2.970e-01 5.161e-01 1.796e+00 2
6.616e+02 2.845e+03 9.351e-02 2.971e-01 5.172e-01 1.798e+00 2
6.674e+02 2.865e+03 9.403e-02 2.971e-01 5.183e-01 1.801e+00 2
6.733e+02 2.884e+03 9.455e-02 2.972e-01 5.194e-01 1.804e+00 2
6.792e+02 2.904e+03 9.508e-02 2.972e-01 5.205e-01 1.807e+00 2
6.851e+02 2.924e+03 9.561e-02 2.973e-01 5.216e-01 1.810e+00 2
6.911e+02 2.944e+03 9.614e-02 2.973e-01 5.227e-01 1.813e+00 2
6.971e+02 2.965e+03 9.668e-02 2.974e-01 5.238e-01 1.816e+00 2
7.032e+02 2.985e+03 9.722e-02 2.975e-01 5.249e-01 1.819e+00 2
7.093e+02 3.006e+03 9.776e-02 2.975e-01 5.259e-01 1.822e+00 2
7.155e+02 3.026e+03 9.830e-02 2.976e-01 5.270e-01 1.825e+00 2
7.217e+02 3.047e+03 9.885e-02 2.977e-01 5.281e-01 1.828e+00 2
7.279e+02 3.068e+03 9.940e-02 2.977e-01 5.291e-01 1.831e+00 2
7.342e+02 3.089e+03 9.995e-02 2.978e-01 5.302e-01 1.835e+00 2
7.406e+02 3.111e+03 1.005e-01 2.978e-01 5.313e-01 1.838e+00 2
7.470e+02 3.132e+03 1.011e-01 2.979e-01 5.323e-01 1.841e+00 2
7.534e+02 3.154e+03 1.016e-01 2.980e-01 5.334e-01 1.844e+00 2
7.599e+02 3.175e+03 1.022e-01 2.980e-01 5.344e-01 1.847e+00 2
7.664e+02 3.197e+03 1.028e-01 2.981e-01 5.354e-01 1.850e+00 2
7.730e+02 3.219e+03 1.033e-01 2.982e-01 5.365e-01 1.853e+00 2
7.796e+02 3.242e+03 1.039e-01 2.982e-01 5.375e-01 1.856e+00 2
7.863e+02 3.264e+03 1.045e-01 2.983e-01 5.385e-01 1.859e+00 2
7.930e+02 3.286e+03 1.051e-01 2.983e-01 5.396e-01 1.862e+00 2
7.998e+02 3.309e+03 1.057e-01 2.984e-01 5.406e-01 1.865e+00 2
8.066e+02 3.332e+03 1.062e-01 2.985e-01 5.416e-01 1.868e+00 2
8.134e+02 3.355e+03 1.068e-01 2.985e-01 5.426e-01 1.871e+00 2
8.204e+02 3.378e+03 1.074e-01 2.986e-01 5.436e-01 1.874e+00 2
8.273e+02 3.401e+03 1.080e-01 2.987e-01 5.446e-01 1.877e+00 2
8.343e+02 3.425e+03 1.086e-01 2.987e-01 5.456e-01 1.881e+00 2
8.414e+02 3.449e+03 1.092e-01 2.988e-01 5.466e-01 1.884e+00 2
8.485e+02 3.472e+03 1.098e-01 2.989e-01 5.476e-01 1.887e+00 2
8.557e+02 3.496e+03 1.104e-01 2.989e-01 5.486e-01 1.890e+00 2
8.629e+02 3.521e+03 1.110e-01 2.990e-01 5.496e-01 1.893e+00 2
8.702e+02 3.545e+03 1.117e-01 2.991e-01 5.505e-01 1.896e+00 2
8.775e+02 3.569e+03 1.123e-01 2.991e-01 5.515e-01 1.899e+00 2
8.849e+02 3.594e+03 1.129e-01 2.992e-01 5.525e-01 1.902e+00 2
8.923e+02 3.619e+03 1.135e-01 2.993e-01 5.535e-01 1.906e+00 2
8.998e+02 3.644e+03 1.142e-01 2.993e-01 5.544e-01 1.909e+00 2
9.073e+02 3.669e+03 1.148e-01 2.994e-01 5.554e-01 1.912e+00 2
9.149e+02 3.694e+03 1.154e-01 2.995e-01 5.563e-01 1.915e+00 2
9.226e+02 3.720e+03 1.161e-01 2.995e-01 5.573e-01 1.918e+00 2
9.303e+02 3.746e+03 1.167e-01 2.996e-01 5.582e-01 1.921e+00 2
9.380e+02 3.772e+03 1.174e-01 2.997e-01 5.592e-01 1.925e+00 2
9.458e+02 3.798e+03 1.180e-01 2.997e-01 5.601e-01 1.928e+00 2
9.537e+02 3.824e+03 1.187e-01 2.998e-01 5.611e-01 1.931e+00 2
9.616e+02 3.850e+03 1.193e-01 2.999e-01 5.620e-01 1.934e+00 2
9.696e+02 3.877e+03 1.200e-01 2.999e-01 5.629e-01 1.937e+00 2
9.777e+02 3.904e+03 1.206e-01 3.000e-01 5.639e-01 1.941e+00 2
9.858e+02 3.931e+03 1.213e-01 3.001e-01 5.648e-01 1.944e+00 2
9.939e+02 3.958e+03 1.220e-01 3.001e-01 5.657e-01 1.947e+00 2
1.002e+03 3.985e+03 1.226e-01 3.002e-01 5.666e-01 1.950e+00 2
1.010e+03 4.013e+03 1.233e-01 3.003e-01 5.675e-01 1.953e+00 2
1.019e+03 4.041e+03 1.240e-01 3.003e-01 5.684e-01 1.957e+00 2
1.027e+03 4.069e+03 1.247e-01 3.004e-01 5.693e-01 1.960e+00 2
1.036e+03 4.097e+03 1.254e-01 3.005e-01 5.703e-01 1.963e+00 2
1.044e+03 4.125e+03 1.261e-01 3.005e-01 5.712e-01 1.966e+00 2
1.053e+03 4.154e+03 1.268e-01 3.006e-01 5.720e-01 1.970e+00 2
1.061e+03 4.182e+03 1.275e-01 3.007e-01 5.729e-01 1.973e+00 2
1.070e+03 4.211e+03 1.282e-01 3.007e-01 5.738e-01 1.976e+00 2
1.079e+03 4.240e+03 1.289e-01 3.008e-01 5.747e-01 1.979e+00 2
1.088e+03 4.270e+03 1.296e-01 3.009e-01 5.756e-01 1.983e+00 2
1.096e+03 4.299e+03 1.303e-01 3.009e-01 5.765e-01 1.986e+00 2
1.105e+03 4.329e+03 1.310e-01 3.010e-01 5.774e-01 1.989e+00 2
1.114e+03 4.359e+03 1.317e-01 3.011e-01 5.782e-01 1.993e+00 2
1.124e+03 4.389e+03 1.325e-01 3.011e-01 5.791e-01 1.996e+00 2
1.133e+03 4.419e+03 1.332e-01 3.012e-01 5.800e-01 1.999e+00 2
1.142e+03 4.450e+03 1.339e-01 3.013e-01 5.808e-01 2.002e+00 2
1.151e+03 4.481e+03 1.347e-01 3.013e-01 5.817e-01 2.006e+00 2
1.161e+03 4.512e+03 1.354e-01 3.014e-01 5.825e-01 2.009e+00 2
1.170e+03 4.543e+03 1.361e-01 3.015e-01 5.834e-01 2.012e+00 2
1.179e+03 4.574e+03 1.369e-01 3.015e-01 5.842e-01 2.016e+00 2
1.189e+03 4.606e+03 1.376e-01 3.016e-01 5.851e-01 2.019e+00 2
1.199e+03 4.638e+03 1.384e-01 3.017e-01 5.859e-01 2.022e+00 2
1.208e+03 4.670e+03 1.392e-01 3.017e-01 5.868e-01 2.026e+00 2
1.218e+03 4.702e+03 1.399e-01 3.018e-01 5.876e-01 2.029e+00 2
1.228e+03 4.735e+03 1.407e-01 3.019e-01 5.884e-01 2.032e+00 2
1.238e+03 4.768e+03 1.415e-01 3.019e-01 5.893e-01 2.036e+00 2
1.248e+03 4.801e+03 1.422e-01 3.020e-01 5.901e-01 2.039e+00 2
