p e n/n0 cs2 p_norm muB X
8.735e+00 1.100e+02 6.913e-03 2.695e-01 1.552e-01 8.237e-01 4
9.095e+00 1.113e+02 6.991e-03 2.695e-01 1.596e-01 8.262e-01 4
9.460e+00 1.127e+02 7.069e-03 2.695e-01 1.641e-01 8.287e-01 4
9.830e+00 1.141e+02 7.149e-03 2.694e-01 1.684e-01 8.312e-01 4
1.021e+01 1.155e+02 7.229e-03 2.694e-01 1.728e-01 8.337e-01 4
1.059e+01 1.169e+02 7.310e-03 2.694e-01 1.771e-01 8.362e-01 4
1.097e+01 1.183e+02 7.392e-03 2.695e-01 1.813e-01 8.387e-01 4
1.136e+01 1.198e+02 7.475e-03 2.695e-01 1.856e-01 8.413e-01 4
1.176e+01 1.212e+02 7.559e-03 2.695e-01 1.898e-01 8.438e-01 4
1.216e+01 1.227e+02 7.644e-03 2.696e-01 1.939e-01 8.463e-01 4
1.257e+01 1.242e+02 7.730e-03 2.696e-01 1.980e-01 8.489e-01 4
1.299e+01 1.258e+02 7.816e-03 2.697e-01 2.021e-01 8.514e-01 4
1.341e+01 1.273e+02 7.904e-03 2.697e-01 2.061e-01 8.540e-01 4
1.383e+01 1.289e+02 7.993e-03 2.698e-01 2.102e-01 8.566e-01 4
1.427e+01 1.305e+02 8.082e-03 2.699e-01 2.141e-01 8.592e-01 4
1.470e+01 1.322e+02 8.173e-03 2.700e-01 2.181e-01 8.617e-01 4
1.515e+01 1.338e+02 8.264e-03 2.700e-01 2.220e-01 8.643e-01 4
1.560e+01 1.355e+02 8.357e-03 2.701e-01 2.259e-01 8.669e-01 4
1.606e+01 1.372e+02 8.450e-03 2.702e-01 2.297e-01 8.696e-01 4
1.652e+01 1.389e+02 8.545e-03 2.703e-01 2.335e-01 8.722e-01 4
1.699e+01 1.406e+02 8.641e-03 2.705e-01 2.373e-01 8.748e-01 4
1.747e+01 1.424e+02 8.737e-03 2.706e-01 2.411e-01 8.774e-01 4
1.795e+01 1.442e+02 8.835e-03 2.707e-01 2.448e-01 8.801e-01 4
1.844e+01 1.460e+02 8.933e-03 2.708e-01 2.485e-01 8.827e-01 4
1.894e+01 1.478e+02 9.033e-03 2.710e-01 2.521e-01 8.854e-01 4
1.945e+01 1.497e+02 9.134e-03 2.711e-01 2.557e-01 8.881e-01 4
1.996e+01 1.516e+02 9.236e-03 2.712e-01 2.593e-01 8.907e-01 4
2.048e+01 1.535e+02 9.339e-03 2.714e-01 2.629e-01 8.934e-01 4
2.101e+01 1.554e+02 9.443e-03 2.715e-01 2.665e-01 8.961e-01 4
2.154e+01 1.574e+02 9.548e-03 2.717e-01 2.700e-01 8.988e-01 4
2.208e+01 1.594e+02 9.654e-03 2.718e-01 2.734e-01 9.015e-01 4
2.263e+01 1.614e+02 9.762e-03 2.720e-01 2.769e-01 9.042e-01 4
2.319e+01 1.635e+02 9.870e-03 2.721e-01 2.803e-01 9.070e-01 4
2.376e+01 1.655e+02 9.980e-03 2.723e-01 2.837e-01 9.097e-01 4
2.433e+01 1.677e+02 1.009e-02 2.725e-01 2.871e-01 9.124e-01 4
2.491e+01 1.698e+02 1.020e-02 2.726e-01 2.905e-01 9.152e-01 4
2.550e+01 1.719e+02 1.032e-02 2.728e-01 2.938e-01 9.179e-01 4
2.610e+01 1.741e+02 1.043e-02 2.730e-01 2.971e-01 9.207e-01 4
2.670e+01 1.764e+02 1.055e-02 2.731e-01 3.003e-01 9.235e-01 4
2.732e+01 1.786e+02 1.066e-02 2.733e-01 3.036e-01 9.262e-01 4
2.794e+01 1.809e+02 1.078e-02 2.735e-01 3.068e-01 9.290e-01 4
2.858e+01 1.832e+02 1.090e-02 2.737e-01 3.100e-01 9.318e-01 4
2.922e+01 1.855e+02 1.102e-02 2.739e-01 3.132e-01 9.346e-01 4
2.987e+01 1.879e+02 1.114e-02 2.741e-01 3.163e-01 9.375e-01 4
3.053e+01 1.903e+02 1.126e-02 2.742e-01 3.194e-01 9.403e-01 4
3.120e+01 1.928e+02 1.139e-02 2.744e-01 3.225e-01 9.431e-01 4
3.187e+01 1.952e+02 1.151e-02 2.746e-01 3.256e-01 9.460e-01 4
3.256e+01 1.977e+02 1.164e-02 2.748e-01 3.286e-01 9.488e-01 4
3.326e+01 2.003e+02 1.177e-02 2.750e-01 3.317e-01 9.517e-01 4
3.397e+01 2.028e+02 1.190e-02 2.752e-01 3.347e-01 9.545e-01 4
3.468e+01 2.055e+02 1.203e-02 2.754e-01 3.376e-01 9.574e-01 4
3.541e+01 2.081e+02 1.216e-02 2.756e-01 3.406e-01 9.603e-01 4
3.615e+01 2.108e+02 1.229e-02 2.758e-01 3.435e-01 9.632e-01 4
3.690e+01 2.135e+02 1.243e-02 2.760e-01 3.464e-01 9.661e-01 4
3.765e+01 2.162e+02 1.256e-02 2.762e-01 3.493e-01 9.690e-01 4
3.842e+01 2.190e+02 1.270e-02 2.764e-01 3.522e-01 9.719e-01 4
3.920e+01 2.218e+02 1.284e-02 2.766e-01 3.551e-01 9.748e-01 4
3.999e+01 2.247e+02 1.298e-02 2.768e-01 3.579e-01 9.778e-01 4
4.079e+01 2.276e+02 1.312e-02 2.770e-01 3.607e-01 9.807e-01 4
4.161e+01 2.305e+02 1.327e-02 2.772e-01 3.635e-01 9.837e-01 4
4.243e+01 2.335e+02 1.341e-02 2.774e-01 3.662e-01 9.866e-01 4
4.327e+01 2.365e+02 1.356e-02 2.776e-01 3.690e-01 9.896e-01 4
4.411e+01 2.395e+02 1.371e-02 2.778e-01 3.717e-01 9.926e-01 4
4.497e+01 2.426e+02 1.385e-02 2.780e-01 3.744e-01 9.956e-01 4
4.584e+01 2.458e+02 1.400e-02 2.783e-01 3.771e-01 9.986e-01 4
4.673e+01 2.489e+02 1.416e-02 2.785e-01 3.798e-01 1.002e+00 4
4.762e+01 2.521e+02 1.431e-02 2.787e-01 3.824e-01 1.005e+00 4
4.853e+01 2.554e+02 1.447e-02 2.789e-01 3.851e-01 1.008e+00 4
4.945e+01 2.587e+02 1.462e-02 2.791e-01 3.877e-01 1.011e+00 4
5.038e+01 2.620e+02 1.478e-02 2.793e-01 3.903e-01 1.014e+00 4
5.133e+01 2.654e+02 1.494e-02 2.795e-01 3.928e-01 1.017e+00 4
5.229e+01 2.689e+02 1.510e-02 2.797e-01 3.954e-01 1.020e+00 4
5.326e+01 2.723e+02 1.527e-02 2.799e-01 3.979e-01 1.023e+00 4
5.425e+01 2.759e+02 1.543e-02 2.801e-01 4.004e-01 1.026e+00 4
5.525e+01 2.794e+02 1.560e-02 2.804e-01 4.030e-01 1.029e+00 4
5.626e+01 2.830e+02 1.577e-02 2.806e-01 4.054e-01 1.032e+00 4
5.729e+01 2.867e+02 1.593e-02 2.808e-01 4.079e-01 1.035e+00 4
5.833e+01 2.904e+02 1.611e-02 2.810e-01 4.104e-01 1.038e+00 4
5.939e+01 2.942e+02 1.628e-02 2.812e-01 4.128e-01 1.042e+00 4
6.046e+01 2.980e+02 1.645e-02 2.814e-01 4.152e-01 1.045e+00 4
6.154e+01 3.018e+02 1.663e-02 2.816e-01 4.176e-01 1.048e+00 4
6.264e+01 3.057e+02 1.681e-02 2.818e-01 4.200e-01 1.051e+00 4
6.376e+01 3.097e+02 1.699e-02 2.820e-01 4.224e-01 1.054e+00 4
6.489e+01 3.137e+02 1.717e-02 2.822e-01 4.247e-01 1.057e+00 4
6.604e+01 3.178e+02 1.736e-02 2.825e-01 4.270e-01 1.060e+00 4
6.720e+01 3.219e+02 1.754e-02 2.827e-01 4.294e-01 1.064e+00 4
6.838e+01 3.260e+02 1.773e-02 2.829e-01 4.317e-01 1.067e+00 4
6.957e+01 3.303e+02 1.792e-02 2.831e-01 4.340e-01 1.070e+00 4
7.078e+01 3.345e+02 1.811e-02 2.833e-01 4.362e-01 1.073e+00 4
7.201e+01 3.389e+02 1.830e-02 2.835e-01 4.385e-01 1.077e+00 4
7.325e+01 3.433e+02 1.850e-02 2.837e-01 4.407e-01 1.080e+00 4
7.451e+01 3.477e+02 1.870e-02 2.839e-01 4.430e-01 1.083e+00 4
7.579e+01 3.522e+02 1.889e-02 2.841e-01 4.452e-01 1.086e+00 4
7.709e+01 3.568e+02 1.910e-02 2.843e-01 4.474e-01 1.090e+00 4
7.840e+01 3.614e+02 1.930e-02 2.845e-01 4.495e-01 1.093e+00 4
7.973e+01 3.661e+02 1.950e-02 2.847e-01 4.517e-01 1.096e+00 4
8.108e+01 3.708e+02 1.971e-02 2.849e-01 4.539e-01 1.099e+00 4
8.245e+01 3.756e+02 1.992e-02 2.851e-01 4.560e-01 1.103e+00 4
8.384e+01 3.805e+02 2.013e-02 2.853e-01 4.581e-01 1.106e+00 4
8.524e+01 3.854e+02 2.034e-02 2.856e-01 4.602e-01 1.109e+00 4
8.667e+01 3.904e+02 2.056e-02 2.858e-01 4.623e-01 1.113e+00 4
8.811e+01 3.954e+02 2.078e-02 2.860e-01 4.644e-01 1.116e+00 4
8.958e+01 4.005e+02 2.100e-02 2.862e-01 4.665e-01 1.119e+00 4
9.106e+01 4.057e+02 2.122e-02 2.864e-01 4.686e-01 1.123e+00 4
9.257e+01 4.110e+02 2.144e-02 2.866e-01 4.706e-01 1.126e+00 4
9.409e+01 4.163e+02 2.167e-02 2.868e-01 4.726e-01 1.130e+00 4
9.564e+01 4.217e+02 2.190e-02 2.870e-01 4.746e-01 1.133e+00 4
9.720e+01 4.271e+02 2.213e-02 2.872e-01 4.767e-01 1.136e+00 4
9.879e+01 4.327e+02 2.236e-02 2.874e-01 4.786e-01 1.140e+00 4
1.004e+02 4.383e+02 2.260e-02 2.876e-01 4.806e-01 1.143e+00 4
1.020e+02 4.439e+02 2.283e-02 2.878e-01 4.826e-01 1.147e+00 4
1.037e+02 4.497e+02 2.307e-02 2.880e-01 4.845e-01 1.150e+00 4
1.054e+02 4.555e+02 2.331e-02 2.881e-01 4.865e-01 1.154e+00 4
1.071e+02 4.614e+02 2.356e-02 2.883e-01 4.884e-01 1.157e+00 4
1.088e+02 4.673e+02 2.381e-02 2.885e-01 4.903e-01 1.161e+00 4
1.105e+02 4.734e+02 2.406e-02 2.887e-01 4.922e-01 1.164e+00 4
1.123e+02 4.795e+02 2.431e-02 2.889e-01 4.941e-01 1.168e+00 4
1.141e+02 4.857e+02 2.456e-02 2.891e-01 4.960e-01 1.171e+00 4
1.159e+02 4.920e+02 2.482e-02 2.893e-01 4.979e-01 1.175e+00 4
1.177e+02 4.983e+02 2.508e-02 2.895e-01 4.997e-01 1.178e+00 4
1.196e+02 5.048e+02 2.534e-02 2.897e-01 5.016e-01 1.182e+00 4
1.215e+02 5.113e+02 2.560e-02 2.899e-01 5.034e-01 1.185e+00 4
1.234e+02 5.179e+02 2.587e-02 2.901e-01 5.053e-01 1.189e+00 4
1.254e+02 5.246e+02 2.614e-02 2.903e-01 5.071e-01 1.192e+00 4
1.273e+02 5.314e+02 2.641e-02 2.905e-01 5.089e-01 1.196e+00 4
1.293e+02 5.383e+02 2.669e-02 2.906e-01 5.107e-01 1.200e+00 4
1.313e+02 5.452e+02 2.696e-02 2.908e-01 5.124e-01 1.203e+00 4
1.334e+02 5.522e+02 2.724e-02 2.910e-01 5.142e-01 1.207e+00 4
1.355e+02 5.594e+02 2.753e-02 2.912e-01 5.160e-01 1.211e+00 4
1.376e+02 5.666e+02 2.781e-02 2.914e-01 5.177e-01 1.214e+00 4
1.397e+02 5.739e+02 2.810e-02 2.916e-01 5.195e-01 1.218e+00 4
1.419e+02 5.813e+02 2.839e-02 2.918e-01 5.212e-01 1.221e+00 4
1.440e+02 5.888e+02 2.869e-02 2.919e-01 5.229e-01 1.225e+00 4
1.463e+02 5.964e+02 2.898e-02 2.921e-01 5.246e-01 1.229e+00 4
1.485e+02 6.041e+02 2.928e-02 2.923e-01 5.263e-01 1.233e+00 4
1.508e+02 6.119e+02 2.959e-02 2.925e-01 5.280e-01 1.236e+00 4
1.531e+02 6.198e+02 2.989e-02 2.927e-01 5.297e-01 1.240e+00 4
1.554e+02 6.278e+02 3.020e-02 2.928e-01 5.313e-01 1.244e+00 4
1.578e+02 6.359e+02 3.051e-02 2.930e-01 5.330e-01 1.247e+00 4
1.602e+02 6.441e+02 3.083e-02 2.932e-01 5.346e-01 1.251e+00 4
1.626e+02 6.524e+02 3.115e-02 2.934e-01 5.363e-01 1.255e+00 4
1.651e+02 6.608e+02 3.147e-02 2.935e-01 5.379e-01 1.259e+00 4
1.676e+02 6.693e+02 3.179e-02 2.937e-01 5.395e-01 1.263e+00 4
1.701e+02 6.779e+02 3.212e-02 2.939e-01 5.411e-01 1.266e+00 4
1.727e+02 6.867e+02 3.245e-02 2.941e-01 5.427e-01 1.270e+00 4
1.753e+02 6.955e+02 3.278e-02 2.942e-01 5.443e-01 1.274e+00 4
1.780e+02 7.045e+02 3.312e-02 2.944e-01 5.459e-01 1.278e+00 4
1.806e+02 7.135e+02 3.346e-02 2.946e-01 5.474e-01 1.282e+00 4
1.833e+02 7.227e+02 3.380e-02 2.948e-01 5.490e-01 1.286e+00 4
1.861e+02 7.320e+02 3.415e-02 2.949e-01 5.505e-01 1.289e+00 4
1.889e+02 7.415e+02 3.450e-02 2.951e-01 5.521e-01 1.293e+00 4
1.917e+02 7.510e+02 3.485e-02 2.953e-01 5.536e-01 1.297e+00 4
1.945e+02 7.607e+02 3.521e-02 2.954e-01 5.551e-01 1.301e+00 4
1.974e+02 7.704e+02 3.557e-02 2.956e-01 5.567e-01 1.305e+00 4
2.003e+02 7.804e+02 3.593e-02 2.958e-01 5.582e-01 1.309e+00 4
2.033e+02 7.904e+02 3.630e-02 2.959e-01 5.597e-01 1.313e+00 4
2.063e+02 8.005e+02 3.667e-02 2.961e-01 5.612e-01 1.317e+00 4
2.094e+02 8.108e+02 3.704e-02 2.963e-01 5.626e-01 1.321e+00 4
2.125e+02 8.213e+02 3.742e-02 2.964e-01 5.641e-01 1.325e+00 4
2.156e+02 8.318e+02 3.780e-02 2.966e-01 5.656e-01 1.329e+00 4
2.188e+02 8.425e+02 3.819e-02 2.967e-01 5.670e-01 1.333e+00 4
2.220e+02 8.533e+02 3.858e-02 2.969e-01 5.685e-01 1.337e+00 4
2.252e+02 8.643e+02 3.897e-02 2.971e-01 5.699e-01 1.341e+00 4
2.285e+02 8.754e+02 3.936e-02 2.972e-01 5.713e-01 1.345e+00 4
2.319e+02 8.866e+02 3.977e-02 2.974e-01 5.728e-01 1.349e+00 4
2.353e+02 8.980e+02 4.017e-02 2.975e-01 5.742e-01 1.353e+00 4
2.387e+02 9.095e+02 4.058e-02 2.977e-01 5.756e-01 1.357e+00 4
2.422e+02 9.212e+02 4.099e-02 2.979e-01 5.770e-01 1.361e+00 4
2.457e+02 9.330e+02 4.140e-02 2.980e-01 5.784e-01 1.365e+00 4
2.493e+02 9.450e+02 4.182e-02 2.982e-01 5.798e-01 1.369e+00 4
2.529e+02 9.571e+02 4.225e-02 2.983e-01 5.811e-01 1.373e+00 4
2.565e+02 9.694e+02 4.268e-02 2.985e-01 5.825e-01 1.378e+00 4
2.602e+02 9.818e+02 4.311e-02 2.986e-01 5.839e-01 1.382e+00 4
2.640e+02 9.944e+02 4.354e-02 2.988e-01 5.852e-01 1.386e+00 4
2.678e+02 1.007e+03 4.399e-02 2.989e-01 5.866e-01 1.390e+00 4
2.717e+02 1.020e+03 4.443e-02 2.991e-01 5.879e-01 1.394e+00 4
2.756e+02 1.033e+03 4.488e-02 2.992e-01 5.892e-01 1.399e+00 4
2.795e+02 1.046e+03 4.533e-02 2.994e-01 5.906e-01 1.403e+00 4
2.836e+02 1.060e+03 4.579e-02 2.995e-01 5.919e-01 1.407e+00 4
2.876e+02 1.073e+03 4.625e-02 2.997e-01 5.932e-01 1.411e+00 4
2.917e+02 1.087e+03 4.672e-02 2.998e-01 5.945e-01 1.415e+00 4
2.959e+02 1.101e+03 4.719e-02 3.000e-01 5.958e-01 1.420e+00 4
3.001e+02 1.115e+03 4.766e-02 3.001e-01 5.971e-01 1.424e+00 4
3.044e+02 1.129e+03 4.814e-02 3.003e-01 5.984e-01 1.428e+00 4
3.088e+02 1.144e+03 4.863e-02 3.004e-01 5.996e-01 1.433e+00 4
3.132e+02 1.158e+03 4.912e-02 3.006e-01 6.009e-01 1.437e+00 4
3.176e+02 1.173e+03 4.961e-02 3.007e-01 6.022e-01 1.441e+00 4
3.221e+02 1.188e+03 5.011e-02 3.009e-01 6.034e-01 1.446e+00 4
3.267e+02 1.203e+03 5.061e-02 3.010e-01 6.047e-01 1.450e+00 4
3.313e+02 1.219e+03 5.112e-02 3.011e-01 6.059e-01 1.454e+00 4
3.360e+02 1.234e+03 5.163e-02 3.013e-01 6.071e-01 1.459e+00 4
3.408e+02 1.250e+03 5.215e-02 3.014e-01 6.084e-01 1.463e+00 4
3.456e+02 1.266e+03 5.267e-02 3.016e-01 6.096e-01 1.467e+00 4
3.505e+02 1.282e+03 5.320e-02 3.017e-01 6.108e-01 1.472e+00 4
3.554e+02 1.299e+03 5.374e-02 3.018e-01 6.120e-01 1.476e+00 4
3.604e+02 1.315e+03 5.427e-02 3.020e-01 6.132e-01 1.481e+00 4
3.655e+02 1.332e+03 5.482e-02 3.021e-01 6.144e-01 1.485e+00 4
3.706e+02 1.349e+03 5.536e-02 3.022e-01 6.156e-01 1.490e+00 4
3.758e+02 1.366e+03 5.592e-02 3.024e-01 6.168e-01 1.494e+00 4
3.811e+02 1.384e+03 5.648e-02 3.025e-01 6.179e-01 1.499e+00 4
3.865e+02 1.401e+03 5.704e-02 3.026e-01 6.191e-01 1.503e+00 4
3.919e+02 1.419e+03 5.761e-02 3.028e-01 6.203e-01 1.508e+00 4
3.974e+02 1.437e+03 5.819e-02 3.029e-01 6.214e-01 1.512e+00 4
4.029e+02 1.456e+03 5.877e-02 3.030e-01 6.226e-01 1.517e+00 4
4.085e+02 1.474e+03 5.935e-02 3.032e-01 6.237e-01 1.521e+00 4
4.142e+02 1.493e+03 5.994e-02 3.033e-01 6.249e-01 1.526e+00 4
4.200e+02 1.512e+03 6.054e-02 3.034e-01 6.260e-01 1.531e+00 4
4.259e+02 1.531e+03 6.114e-02 3.036e-01 6.271e-01 1.535e+00 4
4.318e+02 1.551e+03 6.175e-02 3.037e-01 6.282e-01 1.540e+00 4
4.378e+02 1.571e+03 6.237e-02 3.038e-01 6.294e-01 1.544e+00 4
4.439e+02 1.591e+03 6.299e-02 3.040e-01 6.305e-01 1.549e+00 4
4.500e+02 1.611e+03 6.361e-02 3.041e-01 6.316e-01 1.554e+00 4
4.563e+02 1.631e+03 6.425e-02 3.042e-01 6.327e-01 1.558e+00 4
4.626e+02 1.652e+03 6.488e-02 3.043e-01 6.338e-01 1.563e+00 4
4.690e+02 1.673e+03 6.553e-02 3.045e-01 6.348e-01 1.568e+00 4
4.755e+02 1.695e+03 6.618e-02 3.046e-01 6.359e-01 1.573e+00 4
4.820e+02 1.716e+03 6.683e-02 3.047e-01 6.370e-01 1.577e+00 4
4.887e+02 1.738e+03 6.750e-02 3.048e-01 6.381e-01 1.582e+00 4
4.954e+02 1.760e+03 6.817e-02 3.049e-01 6.391e-01 1.587e+00 4
5.023e+02 1.782e+03 6.884e-02 3.051e-01 6.402e-01 1.592e+00 4
5.092e+02 1.805e+03 6.952e-02 3.052e-01 6.413e-01 1.596e+00 4
5.162e+02 1.828e+03 7.021e-02 3.053e-01 6.423e-01 1.601e+00 4
5.233e+02 1.851e+03 7.091e-02 3.054e-01 6.433e-01 1.606e+00 4
5.305e+02 1.875e+03 7.161e-02 3.056e-01 6.444e-01 1.611e+00 4
5.377e+02 1.899e+03 7.232e-02 3.057e-01 6.454e-01 1.616e+00 4
5.451e+02 1.923e+03 7.303e-02 3.058e-01 6.464e-01 1.621e+00 4
5.526e+02 1.947e+03 7.375e-02 3.059e-01 6.475e-01 1.625e+00 4
5.601e+02 1.972e+03 7.448e-02 3.060e-01 6.485e-01 1.630e+00 4
5.678e+02 1.997e+03 7.522e-02 3.061e-01 6.495e-01 1.635e+00 4
5.756e+02 2.022e+03 7.596e-02 3.063e-01 6.505e-01 1.640e+00 4
5.834e+02 2.048e+03 7.671e-02 3.064e-01 6.515e-01 1.645e+00 4
5.914e+02 2.074e+03 7.747e-02 3.065e-01 6.525e-01 1.650e+00 4
5.995e+02 2.100e+03 7.823e-02 3.066e-01 6.535e-01 1.655e+00 4
6.076e+02 2.127e+03 7.900e-02 3.067e-01 6.545e-01 1.660e+00 4
6.159e+02 2.154e+03 7.978e-02 3.068e-01 6.555e-01 1.665e+00 4
6.243e+02 2.181e+03 8.056e-02 3.069e-01 6.564e-01 1.670e+00 4
6.328e+02 2.209e+03 8.136e-02 3.071e-01 6.574e-01 1.675e+00 4
6.414e+02 2.237e+03 8.216e-02 3.072e-01 6.584e-01 1.680e+00 4
6.501e+02 2.265e+03 8.297e-02 3.073e-01 6.593e-01 1.685e+00 4
6.589e+02 2.294e+03 8.378e-02 3.074e-01 6.603e-01 1.690e+00 4
6.679e+02 2.323e+03 8.461e-02 3.075e-01 6.613e-01 1.695e+00 4
6.769e+02 2.352e+03 8.544e-02 3.076e-01 6.622e-01 1.700e+00 4
6.861e+02 2.382e+03 8.628e-02 3.077e-01 6.631e-01 1.706e+00 4
6.954e+02 2.412e+03 8.712e-02 3.078e-01 6.641e-01 1.711e+00 4
7.048e+02 2.443e+03 8.798e-02 3.079e-01 6.650e-01 1.716e+00 4
7.143e+02 2.474e+03 8.884e-02 3.080e-01 6.660e-01 1.721e+00 4
7.240e+02 2.505e+03 8.971e-02 3.082e-01 6.669e-01 1.726e+00 4
7.337e+02 2.537e+03 9.059e-02 3.083e-01 6.678e-01 1.731e+00 4
7.436e+02 2.569e+03 9.148e-02 3.084e-01 6.687e-01 1.737e+00 4
7.537e+02 2.602e+03 9.238e-02 3.085e-01 6.696e-01 1.742e+00 4
7.638e+02 2.634e+03 9.328e-02 3.086e-01 6.705e-01 1.747e+00 4
7.741e+02 2.668e+03 9.420e-02 3.087e-01 6.714e-01 1.752e+00 4
7.845e+02 2.702e+03 9.512e-02 3.088e-01 6.723e-01 1.758e+00 4
7.951e+02 2.736e+03 9.605e-02 3.089e-01 6.732e-01 1.763e+00 4
8.058e+02 2.770e+03 9.699e-02 3.090e-01 6.741e-01 1.768e+00 4
8.166e+02 2.805e+03 9.794e-02 3.091e-01 6.750e-01 1.774e+00 4
8.275e+02 2.841e+03 9.889e-02 3.092e-01 6.759e-01 1.779e+00 4
8.386e+02 2.877e+03 9.986e-02 3.093e-01 6.768e-01 1.784e+00 4
8.499e+02 2.913e+03 1.008e-01 3.094e-01 6.776e-01 1.790e+00 4
8.613e+02 2.950e+03 1.018e-01 3.095e-01 6.785e-01 1.795e+00 4
8.728e+02 2.987e+03 1.028e-01 3.096e-01 6.794e-01 1.800e+00 4
8.845e+02 3.025e+03 1.038e-01 3.097e-01 6.802e-01 1.806e+00 4
8.963e+02 3.063e+03 1.048e-01 3.098e-01 6.811e-01 1.811e+00 4
9.083e+02 3.102e+03 1.059e-01 3.099e-01 6.819e-01 1.817e+00 4
9.205e+02 3.141e+03 1.069e-01 3.100e-01 6.828e-01 1.822e+00 4
9.327e+02 3.181e+03 1.079e-01 3.101e-01 6.836e-01 1.828e+00 4
9.452e+02 3.221e+03 1.090e-01 3.102e-01 6.845e-01 1.833e+00 4
9.578e+02 3.261e+03 1.100e-01 3.103e-01 6.853e-01 1.839e+00 4
9.706e+02 3.302e+03 1.111e-01 3.104e-01 6.862e-01 1.844e+00 4
9.835e+02 3.344e+03 1.122e-01 3.105e-01 6.870e-01 1.850e+00 4
9.966e+02 3.386e+03 1.133e-01 3.106e-01 6.878e-01 1.855e+00 4
1.010e+03 3.429e+03 1.144e-01 3.107e-01 6.886e-01 1.861e+00 4
1.023e+03 3.472e+03 1.155e-01 3.108e-01 6.894e-01 1.867e+00 4
1.037e+03 3.516e+03 1.166e-01 3.109e-01 6.903e-01 1.872e+00 4
1.051e+03 3.560e+03 1.178e-01 3.109e-01 6.911e-01 1.878e+00 4
1.065e+03 3.605e+03 1.189e-01 3.110e-01 6.919e-01 1.884e+00 4
1.079e+03 3.651e+03 1.201e-01 3.111e-01 6.927e-01 1.889e+00 4
1.093e+03 3.697e+03 1.212e-01 3.112e-01 6.935e-01 1.895e+00 4
1.108e+03 3.743e+03 1.224e-01 3.113e-01 6.943e-01 1.901e+00 4
1.122e+03 3.790e+03 1.236e-01 3.114e-01 6.951e-01 1.906e+00 4
1.137e+03 3.838e+03 1.248e-01 3.115e-01 6.958e-01 1.912e+00 4
1.152e+03 3.886e+03 1.260e-01 3.116e-01 6.966e-01 1.918e+00 4
1.167e+03 3.935e+03 1.272e-01 3.117e-01 6.974e-01 1.924e+00 4
1.183e+03 3.985e+03 1.285e-01 3.118e-01 6.982e-01 1.929e+00 4
1.199e+03 4.035e+03 1.297e-01 3.119e-01 6.990e-01 1.935e+00 4
1.214e+03 4.086e+03 1.310e-01 3.119e-01 6.997e-01 1.941e+00 4
1.230e+03 4.137e+03 1.322e-01 3.120e-01 7.005e-01 1.947e+00 4
