p e n/n0 cs2 p_norm muB X
4.224e+02 7.114e+03 1.691e-01 4.908e-01 1.657e-01 2.137e+00 1
4.238e+02 7.117e+03 1.692e-01 4.901e-01 1.661e-01 2.137e+00 1
4.253e+02 7.120e+03 1.693e-01 4.895e-01 1.666e-01 2.138e+00 1
4.267e+02 7.123e+03 1.693e-01 4.888e-01 1.670e-01 2.138e+00 1
4.282e+02 7.126e+03 1.694e-01 4.881e-01 1.675e-01 2.138e+00 1
4.296e+02 7.129e+03 1.695e-01 4.875e-01 1.679e-01 2.139e+00 1
4.311e+02 7.132e+03 1.695e-01 4.868e-01 1.683e-01 2.139e+00 1
4.325e+02 7.135e+03 1.696e-01 4.862e-01 1.688e-01 2.140e+00 1
4.340e+02 7.138e+03 1.697e-01 4.856e-01 1.692e-01 2.140e+00 1
4.355e+02 7.141e+03 1.697e-01 4.849e-01 1.697e-01 2.141e+00 1
4.369e+02 7.144e+03 1.698e-01 4.843e-01 1.701e-01 2.141e+00 1
4.384e+02 7.147e+03 1.699e-01 4.837e-01 1.705e-01 2.141e+00 1
4.398e+02 7.150e+03 1.699e-01 4.830e-01 1.710e-01 2.142e+00 1
4.413e+02 7.153e+03 1.700e-01 4.824e-01 1.714e-01 2.142e+00 1
4.428e+02 7.156e+03 1.701e-01 4.818e-01 1.718e-01 2.143e+00 1
4.442e+02 7.159e+03 1.701e-01 4.811e-01 1.723e-01 2.143e+00 1
4.457e+02 7.162e+03 1.702e-01 4.805e-01 1.727e-01 2.143e+00 1
4.471e+02 7.165e+03 1.703e-01 4.799e-01 1.731e-01 2.144e+00 1
4.486e+02 7.168e+03 1.703e-01 4.793e-01 1.736e-01 2.144e+00 1
4.501e+02 7.171e+03 1.704e-01 4.787e-01 1.740e-01 2.145e+00 1
4.515e+02 7.174e+03 1.705e-01 4.781e-01 1.744e-01 2.145e+00 1
4.530e+02 7.177e+03 1.706e-01 4.775e-01 1.749e-01 2.145e+00 1
4.545e+02 7.180e+03 1.706e-01 4.769e-01 1.753e-01 2.146e+00 1
4.559e+02 7.183e+03 1.707e-01 4.763e-01 1.757e-01 2.146e+00 1
4.574e+02 7.186e+03 1.708e-01 4.757e-01 1.762e-01 2.147e+00 1
4.589e+02 7.189e+03 1.708e-01 4.751e-01 1.766e-01 2.147e+00 1
4.603e+02 7.192e+03 1.709e-01 4.745e-01 1.770e-01 2.148e+00 1
4.618e+02 7.196e+03 1.710e-01 4.739e-01 1.775e-01 2.148e+00 1
4.633e+02 7.199e+03 1.710e-01 4.733e-01 1.779e-01 2.148e+00 1
4.648e+02 7.202e+03 1.711e-01 4.727e-01 1.783e-01 2.149e+00 1
4.662e+02 7.205e+03 1.712e-01 4.722e-01 1.787e-01 2.149e+00 1
4.677e+02 7.208e+03 1.712e-01 4.716e-01 1.792e-01 2.150e+00 1
4.692e+02 7.211e+03 1.713e-01 4.710e-01 1.796e-01 2.150e+00 1
4.728e+02 7.219e+03 1.715e-01 4.698e-01 1.806e-01 2.151e+00 1
7.655e+02 7.905e+03 1.865e-01 4.038e-01 2.534e-01 2.230e+00 1
1.085e+03 8.757e+03 2.045e-01 3.630e-01 3.128e-01 2.308e+00 1
1.437e+03 9.766e+03 2.251e-01 3.409e-01 3.622e-01 2.387e+00 1
1.824e+03 1.093e+04 2.481e-01 3.281e-01 4.040e-01 2.465e+00 1
2.251e+03 1.225e+04 2.734e-01 3.202e-01 4.397e-01 2.544e+00 1
2.721e+03 1.374e+04 3.010e-01 3.153e-01 4.707e-01 2.622e+00 1
3.238e+03 1.539e+04 3.307e-01 3.122e-01 4.977e-01 2.701e+00 1
3.806e+03 1.721e+04 3.626e-01 3.103e-01 5.216e-01 2.779e+00 1
4.427e+03 1.922e+04 3.968e-01 3.093e-01 5.428e-01 2.858e+00 1
5.107e+03 2.142e+04 4.332e-01 3.087e-01 5.617e-01 2.937e+00 1
5.847e+03 2.382e+04 4.719e-01 3.085e-01 5.787e-01 3.015e+00 1
6.654e+03 2.643e+04 5.129e-01 3.086e-01 5.942e-01 3.094e+00 1
7.529e+03 2.927e+04 5.563e-01 3.088e-01 6.082e-01 3.172e+00 1
8.477e+03 3.234e+04 6.021e-01 3.092e-01 6.209e-01 3.251e+00 1
9.503e+03 3.565e+04 6.504e-01 3.096e-01 6.326e-01 3.329e+00 1
1.061e+04 3.922e+04 7.013e-01 3.101e-01 6.434e-01 3.408e+00 1
1.180e+04 4.306e+04 7.547e-01 3.106e-01 6.534e-01 3.486e+00 1
1.308e+04 4.719e+04 8.108e-01 3.111e-01 6.626e-01 3.565e+00 1
1.446e+04 5.161e+04 8.696e-01 3.117e-01 6.711e-01 3.643e+00 1
1.593e+04 5.633e+04 9.311e-01 3.122e-01 6.790e-01 3.722e+00 1
1.751e+04 6.138e+04 9.955e-01 3.127e-01 6.865e-01 3.801e+00 1
1.920e+04 6.677e+04 1.063e+00 3.132e-01 6.934e-01 3.879e+00 1
2.099e+04 7.250e+04 1.133e+00 3.137e-01 6.999e-01 3.958e+00 1
2.291e+04 7.860e+04 1.206e+00 3.142e-01 7.060e-01 4.036e+00 1
2.495e+04 8.508e+04 1.282e+00 3.147e-01 7.117e-01 4.115e+00 1
2.711e+04 9.195e+04 1.362e+00 3.151e-01 7.172e-01 4.193e+00 1
2.941e+04 9.924e+04 1.444e+00 3.156e-01 7.223e-01 4.272e+00 1
3.184e+04 1.070e+05 1.530e+00 3.160e-01 7.271e-01 4.350e+00 1
3.442e+04 1.151e+05 1.619e+00 3.164e-01 7.317e-01 4.429e+00 1
3.715e+04 1.237e+05 1.712e+00 3.168e-01 7.360e-01 4.508e+00 1
4.003e+04 1.328e+05 1.807e+00 3.172e-01 7.402e-01 4.586e+00 1
4.307e+04 1.424e+05 1.907e+00 3.176e-01 7.441e-01 4.665e+00 1
4.628e+04 1.525e+05 2.010e+00 3.179e-01 7.478e-01 4.743e+00 1
4.966e+04 1.631e+05 2.116e+00 3.183e-01 7.514e-01 4.822e+00 1
5.321e+04 1.743e+05 2.226e+00 3.186e-01 7.548e-01 4.900e+00 1
5.695e+04 1.860e+05 2.340e+00 3.189e-01 7.581e-01 4.979e+00 1
6.088e+04 1.983e+05 2.458e+00 3.192e-01 7.612e-01 5.057e+00 1
6.501e+04 2.112e+05 2.579e+00 3.195e-01 7.642e-01 5.136e+00 1
6.933e+04 2.248e+05 2.705e+00 3.198e-01 7.670e-01 5.214e+00 1
7.387e+04 2.389e+05 2.834e+00 3.201e-01 7.697e-01 5.293e+00 1
7.862e+04 2.538e+05 2.968e+00 3.203e-01 7.724e-01 5.372e+00 1
8.359e+04 2.693e+05 3.105e+00 3.206e-01 7.749e-01 5.450e+00 1
8.880e+04 2.855e+05 3.247e+00 3.208e-01 7.773e-01 5.529e+00 1
9.423e+04 3.025e+05 3.393e+00 3.211e-01 7.797e-01 5.607e+00 1
9.991e+04 3.201e+05 3.543e+00 3.213e-01 7.819e-01 5.686e+00 1
1.058e+05 3.386e+05 3.697e+00 3.215e-01 7.841e-01 5.764e+00 1
1.120e+05 3.578e+05 3.856e+00 3.217e-01 7.862e-01 5.843e+00 1
1.185e+05 3.779e+05 4.020e+00 3.219e-01 7.882e-01 5.921e+00 1
1.252e+05 3.987e+05 4.188e+00 3.220e-01 7.901e-01 6.000e+00 1
