R M
8.803214014055459558e+00 7.138695731263897670e-01
8.948370879283508827e+00 6.275431349264670722e-01
9.176035530298381815e+00 7.532265854104116531e-01
9.257694433376983056e+00 6.850877256792082814e-01
9.716418174447365885e+00 6.685009800385002254e-01
9.601115405044666318e+00 6.136131054265110407e-01
9.352703162642008294e+00 6.304942295864327528e-01
8.627027699998581767e+00 7.576433961632015324e-01
9.124528967126318335e+00 7.155543250607168115e-01
9.181455106140845146e+00 5.508870963236808249e-01
9.017659940879852343e+00 5.343883833375342451e-01
9.718405749763215695e+00 7.298071794506153509e-01
8.464095936046469149e+00 5.830554209808557209e-01
1.004320489147756490e+01 7.430103570137027713e-01
9.924241716801557089e+00 7.196242592567010377e-01
1.038304678505397405e+01 7.471669057789525059e-01
9.839690660533523925e+00 7.508372880117486492e-01
9.447313149230430085e+00 5.566783419990013471e-01
9.777200247244209663e+00 7.538403126235544427e-01
9.008496978517289477e+00 4.840767905354834699e-01
9.163753068647455535e+00 4.549113507848734361e-01
8.995304589424220509e+00 5.455412643398921402e-01
9.471300409554437749e+00 6.245935017420414237e-01
9.094870180759006217e+00 7.698436378653216172e-01
9.864645164640590380e+00 6.178283244829931853e-01
9.749048553829027242e+00 8.367023482345379293e-01
1.052641774178485434e+01 6.931008559055438223e-01
1.004251684401993039e+01 7.669575600765359269e-01
8.657584426139321110e+00 6.902851316640452595e-01
9.406693260436195914e+00 5.730408085124185646e-01
9.763368326492896543e+00 5.913889218963683803e-01
9.775800438180823448e+00 6.108048270906676347e-01
1.043109502256322330e+01 7.625066572216119276e-01
8.991686860196669073e+00 7.397612703865418249e-01
9.537825466586049572e+00 7.507507853606966153e-01
8.581716454212203971e+00 6.545091892904097985e-01
1.007580873934528576e+01 7.613662377856124097e-01
8.513211301856381752e+00 6.114140981979828693e-01
9.231597619098792507e+00 6.342173312633128113e-01
8.861196442931415618e+00 5.853730105333272427e-01
1.017556160230596518e+01 7.447592151608243283e-01
1.009370531168851315e+01 7.010381213390823874e-01
9.668858391683446740e+00 7.093911092111784278e-01
1.026844938499988658e+01 6.372212527600992216e-01
9.277906425813654323e+00 7.481923441613442805e-01
8.835612181946633115e+00 5.882081118621651505e-01
9.247115556597591990e+00 6.079052678295091550e-01
9.096281861494674104e+00 6.156346709277400464e-01
9.093289765020566406e+00 7.165851483184868531e-01
1.021170152714892865e+01 6.658939838627534469e-01
9.413775137126060955e+00 6.434585544710453853e-01
9.405792627668915884e+00 5.900683295322104449e-01
1.051989305567844823e+01 8.346864055681038064e-01
9.595590776720937853e+00 7.525173058971228457e-01
9.298816673495853280e+00 6.943123746891064485e-01
9.880070315519867918e+00 7.426649286979771780e-01
9.293806435946690314e+00 5.029199254345588788e-01
9.499295166818868097e+00 5.267257542759514743e-01
8.723855389660446491e+00 6.419854318501163615e-01
8.777568162432913823e+00 6.680781335165049128e-01
9.329222320724063877e+00 6.950115210662506371e-01
9.499574518811687796e+00 7.080632345571968855e-01
9.411709828049442450e+00 6.183686983910819945e-01
9.789444651112400919e+00 7.068999514131149020e-01
9.306468033001944917e+00 7.062978900120129300e-01
8.845839320475826995e+00 5.167917381861197867e-01
8.374057249243747947e+00 7.403658721790098429e-01
9.736528883261200917e+00 6.645644177831281363e-01
8.713826468802995606e+00 6.378090827420597186e-01
9.255333280371250027e+00 7.402336609086592745e-01
8.446195346188773101e+00 6.426937161450374525e-01
9.056111241444670057e+00 5.569373708056649663e-01
9.251108903398650440e+00 6.821818213033813416e-01
9.771521923817799049e+00 6.061758828364257612e-01
8.613749814473946387e+00 5.749744013920008445e-01
9.629541636722091624e+00 5.897597427543483928e-01
9.648815692104125930e+00 5.589642789869000428e-01
9.034438228744985366e+00 6.770643945094914073e-01
1.036844833891799844e+01 7.145957984380755246e-01
9.068019404373480086e+00 7.039787770901528852e-01
1.002826016623812144e+01 7.298885932078887917e-01
9.998681043036869553e+00 6.397308205040383999e-01
9.485468262480498680e+00 7.237787755577467230e-01
1.007619167390137349e+01 6.816713003105241420e-01
9.921175855117088105e+00 7.282399512743453762e-01
9.308473373857975020e+00 7.367045759757946399e-01
9.207254540082463024e+00 5.683035980935040588e-01
1.071218778082332967e+01 7.754015881251408171e-01
9.693764168289593641e+00 5.502991806570536326e-01
9.726643663452449573e+00 6.933516158247146066e-01
9.258927993270841483e+00 7.053088497432010717e-01
9.049348565135591826e+00 6.449213192080267554e-01
9.321553689826384215e+00 6.135321459511069442e-01
8.931555321218539234e+00 5.458644632054704404e-01
9.336890542856256303e+00 5.752531731003230897e-01
1.018048963683695796e+01 7.048812164911190115e-01
9.455180668061078819e+00 6.155498533839227626e-01
9.880370318895705495e+00 5.401210576078288028e-01
1.045753545920870131e+01 7.270003684223904639e-01
9.766169644561827567e+00 7.428475598672389379e-01
9.380998818076934143e+00 5.930481191169191257e-01
9.050379252660963658e+00 6.126080028186259296e-01
9.963325078047905237e+00 7.110461170529824848e-01
9.883164396453612000e+00 7.167452972006260747e-01
9.798376423425787962e+00 6.640221612125404294e-01
8.567927616621895837e+00 6.939351513424188989e-01
1.003078952092499421e+01 8.269097603351768244e-01
8.717745360548606826e+00 6.228630553419589599e-01
9.218339163024083405e+00 6.391662620202271938e-01
9.419086133124086047e+00 6.306531806352727587e-01
9.627600722150933876e+00 7.884403594944142668e-01
8.632486997528141970e+00 6.307147667213766074e-01
1.028126860897063999e+01 6.979136961006003892e-01
9.571254618811693149e+00 5.228128621746257476e-01
9.576368562908601945e+00 6.657464674020773243e-01
9.310333424412757353e+00 4.817675974992572385e-01
1.053241496487127016e+01 6.532561145389098600e-01
1.000104097616380017e+01 6.428911837363795456e-01
9.904848832469262732e+00 5.874713506134419116e-01
8.768208023695489572e+00 5.267992136668658842e-01
8.551696621568822820e+00 5.304282919375942207e-01
1.032318710231980496e+01 6.397755614120715917e-01
8.992870963132190809e+00 6.666549723056798271e-01
9.282336280609097656e+00 6.922746202578957675e-01
9.184463165384809002e+00 6.950299729939122262e-01
9.913243184075232861e+00 7.200097485049810064e-01
9.355906968306669569e+00 7.124668484197236307e-01
8.021136540068141585e+00 5.857349111835994382e-01
9.555794404301689582e+00 5.461577672404551720e-01
9.844459388175419434e+00 8.427225512072268332e-01
9.817331530314872268e+00 7.343328846900695206e-01
9.441551944912742300e+00 5.005584338225289587e-01
9.523354361897215625e+00 8.024093229218574042e-01
9.930217441458580652e+00 6.002100824201792584e-01
1.010299421388817009e+01 6.538053120315210354e-01
9.912510878729968056e+00 7.444710998489423304e-01
9.247217762334329905e+00 4.918834322881503462e-01
9.818964921187117056e+00 6.916685308606294047e-01
9.164632875424338465e+00 6.753986201314879922e-01
9.840924599867982181e+00 5.173990751982160408e-01
9.935430684296939319e+00 7.597239910886817160e-01
1.038450462080395376e+01 7.453590592063094045e-01
1.005425948977713091e+01 6.645404741558267325e-01
1.051099216972606776e+01 7.588931849299174193e-01
8.627861254713881323e+00 6.219512280505719026e-01
9.682600905267543467e+00 7.361541117994848671e-01
9.848834915325863193e+00 6.052931837204518217e-01
1.037292091938080318e+01 6.611393858240841581e-01
9.845153854146627026e+00 5.979387852644109103e-01
9.474019062331631602e+00 6.573397842993046192e-01
8.899924424299964443e+00 5.680973195890663963e-01
1.005864907866322966e+01 7.493106545270789010e-01
9.690834138490519223e+00 7.918217845371582353e-01
9.295366594120046955e+00 6.434109564846889340e-01
8.904331742503247327e+00 5.109174922541079855e-01
8.736163380638689802e+00 4.883516923166746349e-01
8.711009049290380446e+00 4.685771290360812857e-01
9.589386717294193119e+00 7.076529773986020011e-01
9.363353040474798661e+00 6.205395844854013632e-01
9.897417671070472878e+00 7.183077012484191393e-01
9.602219648498873994e+00 6.980430989658936713e-01
1.009063822243881070e+01 7.063880068428162184e-01
9.010594610056095632e+00 5.533099797080729410e-01
9.940563797711607918e+00 5.596329024531929708e-01
9.198380797741148029e+00 7.901132165978868027e-01
8.904988729940818359e+00 5.021495402283916443e-01
9.459027338354781378e+00 5.782489053333685902e-01
8.806609868791971607e+00 5.714576804467739191e-01
9.950151868648770659e+00 6.955884436555072048e-01
9.506731844730946790e+00 5.562903610916155595e-01
9.966779586910021749e+00 6.996570327940130340e-01
9.501456513832703621e+00 6.885720056997579608e-01
9.004852429004323255e+00 6.130006600552069251e-01
9.580966757813992984e+00 5.789468655588632107e-01
9.255213689687241896e+00 6.799823101756665711e-01
8.906714517071723236e+00 6.565297624226689166e-01
9.647553260860838975e+00 6.034658942372996826e-01
9.307278412767972853e+00 5.629328528913579710e-01
9.547371351404205342e+00 7.637574666504682863e-01
8.823776289012332796e+00 7.186461764004828945e-01
9.197893618153244688e+00 6.990029218996426374e-01
1.008433542049028020e+01 7.622655879434787618e-01
9.452122137550231784e+00 6.432523438113327829e-01
9.938657758131736131e+00 7.591365798766551709e-01
9.541642343717118280e+00 6.613405902956481786e-01
9.167996365583944041e+00 7.761275472954596300e-01
9.877790024226344556e+00 6.801986130908325157e-01
9.794022142269138698e+00 6.799313417520624903e-01
8.654530732995084463e+00 6.469580298658517137e-01
1.052224310150313613e+01 6.965954241763050447e-01
9.137998715145535300e+00 4.422448825408330508e-01
1.061666560042851870e+01 7.125286593215782727e-01
9.302625712149396264e+00 6.705640941454458215e-01
9.759307158582691599e+00 7.185460468412714352e-01
1.019138745363341059e+01 7.667779567796833007e-01
8.819999804871141436e+00 5.131267887526831384e-01
9.820933337370400196e+00 7.477897124233374715e-01
9.323662071327202483e+00 6.242137782752580355e-01
8.352310048166421197e+00 5.174431158934578168e-01
9.043709507095940126e+00 7.104697618702722206e-01
8.958552819063186234e+00 6.101298621230824004e-01
9.406477922793943236e+00 6.723308326400849744e-01
8.758213528024445083e+00 6.283499005086050637e-01
1.014952221209046890e+01 6.478603757385228423e-01
8.767636936300569062e+00 6.880067205873320324e-01
9.432959491454882439e+00 6.405017437509430422e-01
9.905967505857024236e+00 8.729731930268718187e-01
1.016883910089336496e+01 6.744059715762684704e-01
9.055722326994644078e+00 6.737653305501547507e-01
9.612567921379921998e+00 7.617102289301493911e-01
9.971309354579283024e+00 6.928032393773837505e-01
9.502043719564085222e+00 6.017129111636588812e-01
9.495592106683037770e+00 6.187398115385248643e-01
8.986808571727033623e+00 6.968002632582321887e-01
8.961670648414514773e+00 5.892467322249471673e-01
9.444445348472569890e+00 6.782757297361909909e-01
9.669112732762421558e+00 6.526098833282789613e-01
9.806244538463097626e+00 5.617651726243479970e-01
8.695668507917108769e+00 6.113734381810537188e-01
8.450486553152632752e+00 5.014779191802367642e-01
1.000341871759905743e+01 6.322880717514507420e-01
9.946265055383200604e+00 6.725181565031586040e-01
1.007134674795433682e+01 6.397638834293074561e-01
8.787828099417009042e+00 6.408048217939532609e-01
8.084497160618715483e+00 5.994581833837655527e-01
8.522937414666227340e+00 7.354163963438877794e-01
8.990502240435713333e+00 7.490961022646080991e-01
9.152758416697565735e+00 8.116708147873137325e-01
9.871054554029468520e+00 8.134020863283151215e-01
9.731479665649043653e+00 6.096029051301081747e-01
9.400941344317828907e+00 5.593496356313902851e-01
9.049586964038017101e+00 6.257473257472725425e-01
8.618248695231033096e+00 5.911627880334404672e-01
1.005405854463315762e+01 7.154946777773872890e-01
9.575843911433441491e+00 6.195222132472991694e-01
9.534597825115211478e+00 6.914874785621826225e-01
9.187649063587659981e+00 6.539345866117964867e-01
9.197575089186830866e+00 6.426410329513303488e-01
9.413671508663219001e+00 6.020493595973954726e-01
1.003523574996637180e+01 5.815430067195068720e-01
9.637370638236271603e+00 5.948691612421355135e-01
1.015750814408345448e+01 7.810193159236935578e-01
9.479694127176813367e+00 7.693056879263752146e-01
8.429920071460911046e+00 6.479991885696878562e-01
8.643335655185561350e+00 6.633497290828715975e-01
8.351334787061567511e+00 6.490078581823132131e-01
8.742948832537752679e+00 7.493636787841881919e-01
1.015991417150820375e+01 7.382125403581938361e-01
1.011810503768374581e+01 7.837589446196322474e-01
8.437861390738113698e+00 7.383373092674782034e-01
9.151939007469730214e+00 5.839380145022758928e-01
9.474956549919943072e+00 6.010830264025468495e-01
9.798878426824972010e+00 7.437901502382084917e-01
1.019358682056679299e+01 5.850432012221173927e-01
9.507069087582527445e+00 6.565327355790460118e-01
8.918156946081971626e+00 5.052184745299953539e-01
9.405932219517625370e+00 4.997540108765220479e-01
9.811044777707071063e+00 7.459238363082854040e-01
9.373371798246335374e+00 5.859501419226296193e-01
8.732513891160472497e+00 6.234545359468175452e-01
9.402954478571958319e+00 7.015851663393295468e-01
9.485361818291288216e+00 5.173363329668099198e-01
9.023681869590902238e+00 6.990842874366482995e-01
1.030108401179192867e+01 5.996138830850591406e-01
8.871957678346305443e+00 7.537552225031753927e-01
9.485567329357175836e+00 6.967834560882182338e-01
9.489535404200340807e+00 6.405184476355643142e-01
1.008598948134690687e+01 6.369031100336570717e-01
9.433127804097541258e+00 7.079557775194262881e-01
9.287035302099880596e+00 6.399518424716796883e-01
1.098140046678786064e+01 7.545533440737617337e-01
8.729078099386903489e+00 5.776102591944012321e-01
9.786098706650189882e+00 7.447363201447261272e-01
9.014308914396615080e+00 5.297679941640702772e-01
9.437319856594754697e+00 5.982590337493127741e-01
8.872273443122146830e+00 6.514664319593587161e-01
9.271614952539387389e+00 5.516638466737404656e-01
8.071157428037190940e+00 6.320426217535426439e-01
9.214296246863462159e+00 6.170436682025697284e-01
9.752222343121424331e+00 5.401391780098411255e-01
9.840152444525259057e+00 6.590203186456239370e-01
8.835569836729902704e+00 5.079760917183436808e-01
1.025999501590180785e+01 7.342455937845231428e-01
9.089914224252579444e+00 4.668240847038507280e-01
8.958855189613903036e+00 4.869883581708543963e-01
8.763732437166716238e+00 6.961742358508589135e-01
9.119040256433747160e+00 7.121302092855352761e-01
9.979763888248374570e+00 7.952803661789027423e-01
9.300586811641997187e+00 6.295333657972816965e-01
9.375888799738948620e+00 6.525132065822616401e-01
8.942136701568278667e+00 6.498213925402405167e-01
1.016721701653699839e+01 7.259758348292750796e-01
9.628133078010318258e+00 5.745282651108962746e-01
9.125836745290387242e+00 5.646362763913719274e-01
1.029743189001331771e+01 6.611840303523018880e-01
8.573320070109645030e+00 4.094112809416393661e-01
9.268465898662203273e+00 5.708474541829355875e-01
9.920762960985110013e+00 8.080120802906982647e-01
8.814595597882611600e+00 7.127605981885331010e-01
9.201361443916409755e+00 6.319971427314694523e-01
1.086822947835028152e+01 8.327545510469244183e-01
9.659071023121136079e+00 6.969996336136798920e-01
1.032735834057119817e+01 6.841899269860303168e-01
1.073405388826332896e+01 7.208479943242748211e-01
8.500481797678315132e+00 6.556923261449139062e-01
8.881010953716474532e+00 5.151083762287215206e-01
8.518012314401502749e+00 4.686270499259742039e-01
9.482731282868392952e+00 6.860336689394151977e-01
8.486606477322919062e+00 7.109971196333414456e-01
1.005395912979145479e+01 6.616233970645785112e-01
1.119618020426559468e+01 7.634702958548729157e-01
8.464942229270320695e+00 6.124464364255426396e-01
9.204171662630903583e+00 5.998254701857319571e-01
7.993677731585457913e+00 5.872169710547722188e-01
9.336202968130120183e+00 5.520114261564310620e-01
9.319908915885338985e+00 6.800733716032161258e-01
8.810393232582747203e+00 5.242505176981046011e-01
8.523590483999312184e+00 5.417861848532983249e-01
9.483482653986143873e+00 7.384802735649146355e-01
9.025923461769430389e+00 5.532887959514100062e-01
9.504319811949244468e+00 6.922807957106986709e-01
9.094668561385109484e+00 4.315448490163557027e-01
9.291750730055079899e+00 6.540865051400384100e-01
8.105836922489899621e+00 5.296796792719706826e-01
1.015480682377388177e+01 6.664702020964117235e-01
9.814270022974056928e+00 6.347324433517568254e-01
9.308905648852984882e+00 4.627487100441459722e-01
1.002619119813613580e+01 6.658019059651829608e-01
9.698252414538110600e+00 6.127442230723170180e-01
9.355310079020409120e+00 5.274797936631565598e-01
9.147451766818344154e+00 6.642019738931099759e-01
9.938350649725080643e+00 7.383639767466720905e-01
8.707126441545110396e+00 5.013794694590052448e-01
9.503898140188685062e+00 6.317570051890677441e-01
8.943435562383777793e+00 5.599603602901686017e-01
9.568704487912111034e+00 6.942542136572366074e-01
8.078456826845915373e+00 5.471051918799691993e-01
9.168217150654305314e+00 6.201891816968743143e-01
1.003175266752553263e+01 7.620834520119519340e-01
8.913401463785653789e+00 6.989213480827392022e-01
8.848086684170862526e+00 5.859329145877967271e-01
9.855678652744900958e+00 7.702856259393358052e-01
8.530650373483510407e+00 4.945249751088192092e-01
9.012208985939109240e+00 5.335904161805224977e-01
1.009551938676697880e+01 5.863716334894737425e-01
9.426153481473033224e+00 6.186336733578168268e-01
9.954528820687201573e+00 7.458030921100966548e-01
8.571368238858084965e+00 5.406189255665898585e-01
1.012921523740627627e+01 6.706310009454333754e-01
8.683292391665286658e+00 4.891348987139990667e-01
9.492165878464520645e+00 5.283576244227530250e-01
9.961680138994477574e+00 6.950597159809305259e-01
1.008809320627572248e+01 7.061050514601374672e-01
9.746823086285132831e+00 6.203429772386004348e-01
8.732396537729819386e+00 4.685961968999046712e-01
9.833610139818141249e+00 6.238779442179085422e-01
7.647314940412405448e+00 4.542204998793417658e-01
8.299831111781255544e+00 5.294022662719087835e-01
9.954389930697228550e+00 6.745835273033888857e-01
8.997714744530673769e+00 4.623046230433865977e-01
9.364652698642055739e+00 6.990706752186992556e-01
9.462884283881434655e+00 7.356985731498872916e-01
9.190488283065878505e+00 6.035091697418225598e-01
8.560582242971989331e+00 7.563534917618166542e-01
9.105774863824459331e+00 5.171644078266320887e-01
9.587254975962945736e+00 7.812220581285356236e-01
9.627778788496343054e+00 7.891240400531436272e-01
9.069634634800539885e+00 5.277065844296150443e-01
8.962079088977912278e+00 6.311700560381432457e-01
9.998315027822339829e+00 7.902562135480497574e-01
9.055700360476443223e+00 6.212740951143707058e-01
9.255658477852090726e+00 5.116946945636517974e-01
8.780867096392634963e+00 6.202114144302669496e-01
9.216120949805839402e+00 6.783505143298109719e-01
9.862951672122989066e+00 7.594359990104111446e-01
9.630762447668443471e+00 7.226585062976522700e-01
9.166491689175975566e+00 7.302302972233403189e-01
8.724302711029130464e+00 4.844964677619515436e-01
8.875308736270081766e+00 6.104829351010682137e-01
1.027814302414324032e+01 8.171867811164335027e-01
8.482956519087949232e+00 4.969414377080572098e-01
9.172918632767032676e+00 4.885700499341507630e-01
9.989774291505247206e+00 6.920544178739626018e-01
9.344099807617521236e+00 5.598389549420643707e-01
1.027832218849021118e+01 7.833526014231080303e-01
9.231153969536777026e+00 5.984382910360078744e-01
8.402940152415734332e+00 7.151322901708937474e-01
9.187567493045953881e+00 6.837959455209221549e-01
1.078629834839203028e+01 7.582544820515477735e-01
8.690613157650711074e+00 4.579907997820452659e-01
8.846309998240965200e+00 6.547837769001706443e-01
8.997257433412768179e+00 5.161502961200470363e-01
9.447152337741528072e+00 6.771708462350773949e-01
9.261620198079704380e+00 5.227050565667243909e-01
8.707974054996917346e+00 4.795038428540777664e-01
8.944205099954949389e+00 5.740601727798881893e-01
8.439904337752148322e+00 5.994693577774294901e-01
8.717786471220936306e+00 5.519936498192685725e-01
1.035838036375992388e+01 7.812769808618416079e-01
9.424902397365547913e+00 7.068232449076825574e-01
8.978940423208410238e+00 7.137571543077080305e-01
8.655001863108449101e+00 6.842727866387722235e-01
8.770786447558542420e+00 5.773888202279734427e-01
9.847314943339000592e+00 5.909858999321322415e-01
9.664908493019567004e+00 5.950006506665433959e-01
9.187928374997152758e+00 5.838329255755223546e-01
9.321383449621029271e+00 6.271178780350656901e-01
9.236266259838956216e+00 6.869773433232603255e-01
7.909811849984798471e+00 6.677796122187703576e-01
8.358242287293368378e+00 4.256899545253658990e-01
9.314898527544212214e+00 7.365179687693974575e-01
9.600017964915075197e+00 7.325550603259221027e-01
9.525803763428868365e+00 6.107408620473158134e-01
9.445365150607656801e+00 6.280622803576403346e-01
9.475040122970462164e+00 6.762034252237444365e-01
1.042068323597991863e+01 7.830586199798053038e-01
8.538581913027609716e+00 6.061275142878148614e-01
9.163899849509501649e+00 5.616186923999313407e-01
8.516887544851050151e+00 5.834276204852520964e-01
8.935783743677937707e+00 4.744278499730854026e-01
8.968240221013040525e+00 7.269532643481947387e-01
9.095421701923809721e+00 7.300523256881585876e-01
9.710112459517741712e+00 7.104236884879070457e-01
9.260518472824523784e+00 5.839675766913190458e-01
8.664777079957419303e+00 5.968290563704723439e-01
9.732706760429280735e+00 5.890628110302580378e-01
9.777990825672755903e+00 7.335670494890491611e-01
9.239093715777078941e+00 6.543428875363914710e-01
9.447076245988499821e+00 6.208008015489598908e-01
9.735696713291090987e+00 6.460471661291513623e-01
1.018128723273176206e+01 7.769032810025555680e-01
9.408858110846352929e+00 7.295103830330326167e-01
9.185072524636606062e+00 6.037460314149615259e-01
8.875791366980585906e+00 6.823109187450862034e-01
9.537242480254763066e+00 6.078908481740711300e-01
9.491830841377105088e+00 6.393160843670940841e-01
9.509797876390710059e+00 6.430768018485597537e-01
8.972127833454226931e+00 5.503316001095999166e-01
1.061144028171696263e+01 7.517134348647822595e-01
9.714382978559395809e+00 7.651082594089357869e-01
8.812032329999858860e+00 5.470039062900207139e-01
1.007299555732876328e+01 6.737456709540418087e-01
9.705008191682043872e+00 6.814541499531768798e-01
9.391973636539500347e+00 5.228150661051810255e-01
9.810318458203633796e+00 6.748617193736345943e-01
9.835490533574027694e+00 7.153125081577971223e-01
9.209987774253114878e+00 7.959269191209592531e-01
9.535427717153710958e+00 6.465266527481350334e-01
9.500191043184139872e+00 5.509887410059451929e-01
1.038947984561430893e+01 6.320301146047608842e-01
9.473876591940799230e+00 6.260899378959241535e-01
9.628208836387022629e+00 5.592224779371873788e-01
1.018818180723604527e+01 7.838873174186284931e-01
1.017256496835897650e+01 7.196016990701712412e-01
9.471401549298494871e+00 5.744969604539289509e-01
9.083688010850966776e+00 6.360406754633181059e-01
9.815288835107033094e+00 5.941611228266761024e-01
1.024937197846269754e+01 7.267324825968811686e-01
9.021501619502036107e+00 7.114541636740685515e-01
8.896434007697804347e+00 6.000785326119968399e-01
8.201382188285140984e+00 5.708430062068831079e-01
9.921201210814416527e+00 6.965270104648467742e-01
9.867391619597977837e+00 6.719612761636273301e-01
9.869720970634567436e+00 5.656892977391213551e-01
8.892980717866024065e+00 7.263793203581830893e-01
9.472587969965548638e+00 7.016621707858572421e-01
9.419525680939750956e+00 6.352178735796962794e-01
1.015432835242924625e+01 6.424328570957054119e-01
9.288193917933753596e+00 7.059168480160802339e-01
9.808599286676340512e+00 5.781676100715574806e-01
8.795474450667313704e+00 7.207978387543055865e-01
8.820132206463609847e+00 5.450476628602600737e-01
9.504366658429557191e+00 6.833459382810352922e-01
8.547140960440838597e+00 4.643276332954727192e-01
9.099103073464458902e+00 5.837084309425990547e-01
9.863185857229815667e+00 5.475007327675173174e-01
9.615973271088440910e+00 7.409503548620507418e-01
1.010513687291107310e+01 5.925258360400980084e-01
9.847948652835334826e+00 7.516638850188012144e-01
9.682024422730464153e+00 6.936175411248692857e-01
1.024068191043369680e+01 8.142440621741874329e-01
9.150461468008693089e+00 6.185267132371012888e-01
8.502518871470964967e+00 4.731338724073378965e-01
9.636486565965249440e+00 7.223778190900680407e-01
8.949761075536036614e+00 5.231428976351659710e-01
8.886223437937605496e+00 5.938186112409978845e-01
9.419005427209960146e+00 7.170267931244364012e-01
1.052149293143794395e+01 6.887832697710141172e-01
8.426294907472637874e+00 5.830672160004461979e-01
8.659048993526544891e+00 6.280440119729113757e-01
9.259371035604434752e+00 6.949883521032136358e-01
9.613428810444801798e+00 7.232762621209269938e-01
8.768521493311771664e+00 6.615199034327687855e-01
9.466647368908040150e+00 8.230943630024988300e-01
9.208060601610927876e+00 7.259514020064392614e-01
7.987185324538133457e+00 5.541507727356520530e-01
9.426488536278737840e+00 5.796685134472225887e-01
8.792874569404645513e+00 6.710839599645003206e-01
8.979953762842137976e+00 5.106750100031632877e-01
9.923869669624703960e+00 6.765193301872303167e-01
8.857266587412524927e+00 5.765633271971365437e-01
9.326919082614095302e+00 5.839051737580049917e-01
9.507425519677525472e+00 7.536731557272553506e-01
9.478777390282745685e+00 5.998220113248018404e-01
9.572469574051265084e+00 5.618099515618684148e-01
9.121366236696609064e+00 5.779363188533495066e-01
1.006811123028146682e+01 6.731378076066849570e-01
8.878018553672720969e+00 4.636982720917636192e-01
8.400091523796724857e+00 6.124352377256545577e-01
8.842790938959394609e+00 5.643031210353173233e-01
8.903549474059078150e+00 6.171452341303464983e-01
1.004899416213749674e+01 6.049655529483151106e-01
8.750982135252607819e+00 6.363278415768310881e-01
9.314300151274633066e+00 7.556220825485202575e-01
9.002137344383791984e+00 5.313917900193640964e-01
8.605635532434703805e+00 5.765421512570947371e-01
9.468227430572607517e+00 5.402355498037049175e-01
1.012185938770132054e+01 8.102262601116407836e-01
1.023950960166445689e+01 7.714428906256611818e-01
9.744826947581570309e+00 6.809733014186902800e-01
9.031901114725519264e+00 7.239038901859293773e-01
9.029916150391722240e+00 6.253034873009603034e-01
9.840481408126882101e+00 5.718897456702940474e-01
9.465793842540936254e+00 7.029238711763313718e-01
9.857940795365090381e+00 8.425618547599265096e-01
9.107473935564271983e+00 7.038917555343859878e-01
8.459621609335115977e+00 5.658983195939659705e-01
9.271757206021272069e+00 6.794595304839978755e-01
1.063514045359740834e+01 7.042687788875157118e-01
9.220195555349610217e+00 6.221145582800626794e-01
1.035864837380936088e+01 7.307859910980756268e-01
9.291226137012877473e+00 6.063940652541977006e-01
8.006990546700658129e+00 4.898997805669794148e-01
8.766260008021813377e+00 5.048774849213266691e-01
9.694042174642554244e+00 6.419726073334997007e-01
8.598635431652120076e+00 7.437792234246017875e-01
9.113499673186893801e+00 5.603530695900942327e-01
9.141522476331660485e+00 5.488292755494057484e-01
9.628925001797846051e+00 5.993183607939260860e-01
9.187651697930567352e+00 6.636999041939963817e-01
9.278333486692805110e+00 4.980733048540357810e-01
9.490169760363698970e+00 5.498294619582317910e-01
7.804557823568112340e+00 5.258459784903466439e-01
9.896309523095711214e+00 5.414217368882362491e-01
9.630713304347871428e+00 6.978354459670832455e-01
9.443980017700383200e+00 5.374972776460885671e-01
8.834066315743321240e+00 5.820972865102946869e-01
9.689906693049687547e+00 6.278725251254371198e-01
8.948106689590691332e+00 5.093742178452770331e-01
1.042400737822650392e+01 7.681015628149454599e-01
9.850561878586873377e+00 6.123067412932527986e-01
1.011758239188160857e+01 6.758594431957076765e-01
9.128964726752819558e+00 6.136075344452123215e-01
8.819244300822482785e+00 6.559705152076668044e-01
9.547143102208213605e+00 6.377764701427370841e-01
8.857780280910139581e+00 5.758429206320581084e-01
1.017058036336810467e+01 7.906049804233894474e-01
8.931270322657500316e+00 6.130509704090911782e-01
9.772804275698604215e+00 6.510198961149201713e-01
1.014667499792364325e+01 6.258538091133677428e-01
9.763442237106431776e+00 6.195024848274455209e-01
9.491192159177991527e+00 5.789446401521336494e-01
9.313498512309106303e+00 5.471358160303434470e-01
9.912329346934928509e+00 7.493074926333158636e-01
8.959831334277769344e+00 5.782760958771560045e-01
8.730324229721592388e+00 4.980372304446454290e-01
8.472403729713111176e+00 5.023787742294393288e-01
8.338117783919347659e+00 6.020931963220124139e-01
1.017633938034371965e+01 7.357828709389376831e-01
9.230352307171663995e+00 6.823186311569613416e-01
9.888689083724891304e+00 7.611936812639146233e-01
9.280268361144990763e+00 5.874404314907186730e-01
8.963880091339667899e+00 6.731094446853732594e-01
9.151363406933260336e+00 4.597660142611095790e-01
9.065257184442305771e+00 6.667545368322902455e-01
9.114709729900020818e+00 6.208318275511108819e-01
9.349843360789167335e+00 7.578976128593033490e-01
9.493406901458520508e+00 7.715117384075440565e-01
9.549934938062371259e+00 5.434721342608370698e-01
9.764565768329852347e+00 7.647129563319190471e-01
8.719841530206988267e+00 5.727390099013422997e-01
8.818680440889426819e+00 7.212505885975000197e-01
9.389977216302730412e+00 7.386423764821092863e-01
