R M
9.954607480756571647e+00 8.593359363683094054e-01
9.149501024158221085e+00 6.415704396176606927e-01
9.560377611034944323e+00 1.094500385289001843e+00
8.758864394293608413e+00 1.298412070917134509e+00
1.112000934441939748e+01 7.480014292195531489e-01
1.060067491568774045e+01 6.072978204824368564e-01
1.041338679144185875e+01 7.587137777375653203e-01
1.060145738292046858e+01 5.969273792735553252e-01
9.869249408117436673e+00 4.323386797470843423e-01
1.112262404983473729e+01 5.167952806462998705e-01
9.103608752637427415e+00 5.634406208885045508e-01
1.076898747472381146e+01 5.705000922810001818e-01
1.006842052026991396e+01 7.503898719253173644e-01
8.628238224983757476e+00 1.459191583010373439e+00
6.910590834001756555e+00 1.050902902858869892e+00
1.104706448262794183e+01 4.528931967163744576e-01
8.571311718918970257e+00 9.087776950257198116e-01
8.210079568375974191e+00 1.095298835824892736e+00
6.762776437860453349e+00 1.144547222929089836e+00
8.665831843699983494e+00 8.697401955484058700e-01
8.268311550303842239e+00 9.221385106396934317e-01
6.804573115644453551e+00 1.227344456665298900e+00
9.253149236570386904e+00 7.415793379390828166e-01
9.685452752861301917e+00 4.848423527652013232e-01
9.100664577476770489e+00 8.069826050271948770e-01
9.381445806278392752e+00 1.514859969038728327e+00
9.814444850467232584e+00 1.228499934492298218e+00
8.966775038586186852e+00 1.228130739821100104e+00
1.178803754854607355e+01 6.094731098001260339e-01
1.039921836211139095e+01 4.845181598377522048e-01
1.100092401751543392e+01 8.032488921622189526e-01
7.657204659169624783e+00 1.410057955684925535e+00
1.164586511208681685e+01 1.098075505817570185e+00
8.933768813731333580e+00 7.738552714192369342e-01
7.470345190056621121e+00 1.280756194161913442e+00
9.419015232752373734e+00 6.581011474976192765e-01
9.621100982095237342e+00 4.639051468558013092e-01
1.154451754599941182e+01 5.410576323746614236e-01
1.003104962933468336e+01 7.830079735522572637e-01
8.978720756795286917e+00 1.069282564156546433e+00
8.723033966915775039e+00 6.214363637746104230e-01
1.143571535562705144e+01 1.275375813031824457e+00
1.112814561926661483e+01 8.911109866926001377e-01
1.008141094919460912e+01 7.671547413970067897e-01
9.287454910117533657e+00 9.827034096510487426e-01
9.691446386540839342e+00 4.777357340142066588e-01
8.532971581997880861e+00 8.019524582694008696e-01
9.434615148456437339e+00 9.933940593162615684e-01
8.997875995488373135e+00 1.054742547152888621e+00
9.712533425774894980e+00 3.936477882676316931e-01
1.014259418693461789e+01 5.655436680821245288e-01
9.882359720762158517e+00 1.335367424091786992e+00
8.741019861698923421e+00 1.258970639624952703e+00
8.915430785091768229e+00 6.001557299722035665e-01
8.716785638530492264e+00 8.236787343566992492e-01
8.013406540235306963e+00 7.216733564884698637e-01
9.622287130870954996e+00 1.015320751068242044e+00
9.612305593460741093e+00 1.585235105768949992e+00
9.143689486055540883e+00 1.195609905751830793e+00
9.889304845092183882e+00 4.182581444915509650e-01
9.198944840480280050e+00 6.412266175422829395e-01
1.035621445090920290e+01 9.356022840999450585e-01
1.124365002117998635e+01 5.909751464468826487e-01
7.169812064448954025e+00 1.265360572630168212e+00
8.107826514291971876e+00 1.103903309060509264e+00
8.685060818340497590e+00 5.528841027635984506e-01
1.031088747595435784e+01 4.355090101995457430e-01
7.391698882622456779e+00 9.875948654699514551e-01
9.262868284882525671e+00 8.450464435712375932e-01
9.660721960855598311e+00 4.087957291668894988e-01
1.032457924481307110e+01 6.448604084557680860e-01
8.983462057690882574e+00 3.551984495468888392e-01
9.229712576318913619e+00 5.514275195277557051e-01
6.804935282037745559e+00 1.164085854096167383e+00
8.649685855021626679e+00 9.002242589310174292e-01
8.562136234870061813e+00 4.260700343973324866e-01
8.724422069113003886e+00 9.157355042485999519e-01
1.105521859078038815e+01 5.608015142298813371e-01
1.026984804044380262e+01 7.779652939249503962e-01
1.026449430041798294e+01 7.517927825796786312e-01
1.011785237979010077e+01 8.106669634822198933e-01
1.029548092309802598e+01 9.006292745104985675e-01
1.097533679240911297e+01 6.780326845694646387e-01
9.685395377915181570e+00 8.934563267164348233e-01
1.024507037586086788e+01 5.393138416116961542e-01
9.884126569467200696e+00 9.561867963375412227e-01
1.062651095642561572e+01 5.975972311808052106e-01
9.309539856228539634e+00 8.336418922751942517e-01
7.740662107985296636e+00 9.695988732590573589e-01
7.966993041669063302e+00 1.176495304965816890e+00
8.420910287146361028e+00 1.039796831420276568e+00
9.452319313035960846e+00 1.149392276090669185e+00
9.835875532520585551e+00 1.239778132284380163e+00
8.891350430493226042e+00 8.273537442633653871e-01
7.728411658853317157e+00 1.255908701328068977e+00
1.034984274721357345e+01 7.425104764710696026e-01
9.362220666689900384e+00 6.995096178071784632e-01
1.235885023850914521e+01 5.999834675497747183e-01
7.151353543987633898e+00 8.946613239564038533e-01
1.100960889251671304e+01 6.742962982937470429e-01
6.765870939259871264e+00 1.119971324291532788e+00
8.754935427740635490e+00 9.361653462592718355e-01
1.010511448960195580e+01 8.370294336565959892e-01
9.268454257339417524e+00 9.604023651899942227e-01
1.016660359200013630e+01 4.473875068031170632e-01
8.909256698309569344e+00 1.521094657195722677e+00
1.095709182232986834e+01 9.644144666450443770e-01
1.078016193277752244e+01 4.514922469594479515e-01
1.125298725808442768e+01 4.968375552464928679e-01
1.108059114468703754e+01 6.442003168660044299e-01
1.089822592720899230e+01 7.009505091152137268e-01
8.789012620074220905e+00 3.822228860535342720e-01
9.271893220552900772e+00 3.547871368140096959e-01
8.014402754467896628e+00 9.072412000961480594e-01
1.018495988981963052e+01 6.752190881325804694e-01
1.019297804248908434e+01 9.808804070319298019e-01
7.925287262448193815e+00 1.233802942937328506e+00
1.032326703639582632e+01 6.602637313966911448e-01
1.009216351085774832e+01 6.830190667750336564e-01
9.662077581339547194e+00 3.889537844784304310e-01
1.022490243499215268e+01 1.234466465273186486e+00
9.865585468849054962e+00 8.451329476458830925e-01
9.043561877791701065e+00 8.150170607820064195e-01
8.067419197302024614e+00 1.019988168777118620e+00
9.286882089465990475e+00 6.803987133008879695e-01
8.280922692250976880e+00 1.225102696683777026e+00
8.429456531612252945e+00 1.273582595590744937e+00
8.334597513060355567e+00 1.052886413085457828e+00
1.116090035211176712e+01 8.698742198289518557e-01
9.625607400964286242e+00 6.475783519529199062e-01
9.326036456191285851e+00 1.044671405478058368e+00
1.036660469070724844e+01 3.977837017163340927e-01
9.958985306154881201e+00 7.347620332687847533e-01
7.136926957919352610e+00 1.183328215873902245e+00
7.594971753518358071e+00 1.250387949076571914e+00
9.267801587008410280e+00 6.239101562519213662e-01
9.940191049686104563e+00 9.767897164373391394e-01
1.097814555841619111e+01 9.275110092187627275e-01
1.103282657885644724e+01 8.093731467182092576e-01
1.030012419862547723e+01 6.467060302443032871e-01
7.584395273122086500e+00 1.129638881895407732e+00
9.754471347724036789e+00 3.437469602129466506e-01
9.696060681141137394e+00 7.513645459915736513e-01
9.502824678260248348e+00 7.662421622981463454e-01
1.107044278131598247e+01 7.702466549926856310e-01
6.718923704176642531e+00 1.179583603026148619e+00
1.150297984475712809e+01 6.702060038635289096e-01
1.157785113125417098e+01 9.445481124134975648e-01
6.393909174924528926e+00 1.233681228799050844e+00
7.852273797188857429e+00 1.155606179681860635e+00
8.139925666324376863e+00 1.344160543320149337e+00
8.539285083279038346e+00 1.621069725052956212e+00
7.908843780935966628e+00 1.097317282293367224e+00
8.654170299873188199e+00 8.990447864094098795e-01
7.873375060036930329e+00 1.316074375606782088e+00
9.271247454363784612e+00 1.191553632224103598e+00
8.253274372426687933e+00 1.170751818709418579e+00
8.409470410525759831e+00 1.202038016037357160e+00
9.938855776747963944e+00 7.805694434982792806e-01
1.039774634834072486e+01 8.624232225703399868e-01
9.468757529608645029e+00 7.504540541504697293e-01
1.034525058062766334e+01 7.253333952742070379e-01
9.654327307728241436e+00 6.908778955943108979e-01
8.513208274561012701e+00 1.290105958740571435e+00
9.301585769455360975e+00 1.301555066409824990e+00
8.993818442034339000e+00 1.272599051187220276e+00
9.421226302801205321e+00 7.934568940561392836e-01
9.770766207767362488e+00 5.074514944504517899e-01
9.763942532725632617e+00 7.948002065113558556e-01
8.647406007499338187e+00 1.123004898015143249e+00
9.676771653287840280e+00 8.036131937308316209e-01
9.361474195779221574e+00 1.261895069931807001e+00
9.587104963125767654e+00 1.001797384456978302e+00
1.074282852128170518e+01 1.185149952969255960e+00
8.830601534096549798e+00 3.498514768442444467e-01
9.896781827840648305e+00 6.809602740443541080e-01
8.061482676727683483e+00 9.864901411821649369e-01
6.926054791001532429e+00 1.072359248308997204e+00
8.545902586366104003e+00 1.248244937812611699e+00
9.205235112316124457e+00 8.469359390591841841e-01
9.735548855648406885e+00 7.357552220187200120e-01
8.968338263681353340e+00 9.605464235268659223e-01
1.043926373502880622e+01 4.466985262020820580e-01
8.884146447849952111e+00 6.463379521433592068e-01
9.951200589575336153e+00 8.025585950711680017e-01
8.395454783825467615e+00 1.022611560305318523e+00
1.126534442499393052e+01 6.275771092377829818e-01
1.117481070831766843e+01 9.487063100671916382e-01
9.142930414455031851e+00 1.160276776892353867e+00
9.487388777715697330e+00 8.765160779045835238e-01
1.041729588577399568e+01 8.097411438557463592e-01
9.627897140626924255e+00 9.872410629789053482e-01
1.056336977181200965e+01 9.928917567161732460e-01
8.737571584301322858e+00 6.239340838169536996e-01
9.278288402627946851e+00 6.813857423459896978e-01
1.060768790545220419e+01 5.423892752364115610e-01
8.901397013026679517e+00 1.111144402990902336e+00
9.487124685348041098e+00 8.862178774997400144e-01
9.208180416567531168e+00 4.663483994575156055e-01
6.408112527730276398e+00 1.185680727122507161e+00
1.051940236261334150e+01 5.506080966403380517e-01
8.870556802405612729e+00 8.059802182220441313e-01
1.042611082316031101e+01 5.118040532813652455e-01
8.747864440187340662e+00 8.458775719057487485e-01
1.061455866354716804e+01 6.506749642982379012e-01
1.020101467325118705e+01 6.357168765497358542e-01
9.205766260173229298e+00 1.039727010500268278e+00
1.039752563474779734e+01 1.178518140872222286e+00
1.012313090418572870e+01 9.209692491281512572e-01
9.358837900493284678e+00 8.319687709105216822e-01
8.683480510936812280e+00 6.229912858710149326e-01
8.663679866468385171e+00 9.778874064715182834e-01
1.081444288964285150e+01 9.473842035310884313e-01
9.365644563148222801e+00 1.100266878454032371e+00
1.126157068244842208e+01 6.752769224850555529e-01
8.796920879143758754e+00 9.482817054094410114e-01
1.156156217893324900e+01 5.599753943378150689e-01
8.641021364088761203e+00 1.141418789458380711e+00
9.327717364917392118e+00 1.158464227553756665e+00
6.340064335505468662e+00 1.253872163996912148e+00
1.040444672914265034e+01 1.040638588348722138e+00
9.792475366338173615e+00 4.436304362249260391e-01
8.393247093082599974e+00 4.611773678231566587e-01
9.849404953321080569e+00 6.256685700640136627e-01
9.038294901412962545e+00 5.979384281869264406e-01
1.100367768251908807e+01 7.798063698876733785e-01
9.452260178685245151e+00 9.004004352795313970e-01
1.029354405804357242e+01 6.317728039206245150e-01
8.917755659632220500e+00 1.079973766056336659e+00
1.006880595831334091e+01 1.193635839717616554e+00
8.978433331544531271e+00 1.013454255620378497e+00
1.016711045861218210e+01 6.116869040988004436e-01
8.312345533641071427e+00 1.183897139689134459e+00
1.000932045260098135e+01 5.066888145286737588e-01
1.114112611344006254e+01 7.521096206902928571e-01
9.868726525814416561e+00 1.054546104857319033e+00
8.979930236131707488e+00 6.732753058592269024e-01
1.001183010596648693e+01 9.860671333819368556e-01
7.983941135519886600e+00 9.589261203674531719e-01
1.156903286251652752e+01 7.151885173379213256e-01
1.182202519342343194e+01 1.002472277174207616e+00
8.925671653771646064e+00 7.116780450110009593e-01
1.080676545581198411e+01 8.670265814471800336e-01
9.278730916010681895e+00 6.267327081355265062e-01
1.155391411483051733e+01 7.963234840485997612e-01
8.734885893459871653e+00 1.380847132934970745e+00
1.113012653002079233e+01 7.695654546066583723e-01
1.093815096662564912e+01 4.760334839766726667e-01
1.169689274108185906e+01 1.031128931758341416e+00
9.370125977636535097e+00 6.598189965241976207e-01
9.240550242742305187e+00 9.727028791088513371e-01
1.037453009227352752e+01 5.584529718254134245e-01
1.033002183609753644e+01 7.214021991581431870e-01
1.069941490081881952e+01 1.197027521624815183e+00
8.734033583005885504e+00 1.223172122834657927e+00
8.354908237962114015e+00 1.157511165233350292e+00
8.748094482726738619e+00 9.706002018954513755e-01
9.118091926564504845e+00 9.437701476092542618e-01
9.488596447537791079e+00 7.241433776036112491e-01
7.629024254342516187e+00 1.279247451198845864e+00
9.119207530129788353e+00 1.159888480348546302e+00
7.293647496319929147e+00 9.951463176041990266e-01
9.489612711623262697e+00 1.450473414123627958e+00
1.071549218245290014e+01 4.992548059600078192e-01
9.838021804189306607e+00 7.013134256184976323e-01
9.713485077956349301e+00 3.481281441222194295e-01
9.543339645787128234e+00 7.199214541519549648e-01
9.872011985267702627e+00 1.117868330330660243e+00
1.200115791985722069e+01 1.153368593652529972e+00
1.163789996830282547e+01 1.043877608701384130e+00
1.131694572207265637e+01 1.025275283311639196e+00
8.980388587195536232e+00 1.292676714469159105e+00
1.107952052522979791e+01 7.780284363549524462e-01
8.154756735536130563e+00 9.691803970591562623e-01
1.009860155856259745e+01 5.502372643577257971e-01
9.569283884589623312e+00 7.384258537560477453e-01
1.007352514436432855e+01 4.005369761072941071e-01
9.390641019274225343e+00 6.385561543912534610e-01
7.750696175016225098e+00 1.295860679088717049e+00
1.105106750519837178e+01 7.627933961105314298e-01
9.687934873095919386e+00 7.592630951655601201e-01
8.832944701402491106e+00 5.249003915168981571e-01
1.215317199346906740e+01 7.839812930001049951e-01
1.012352340335737466e+01 1.146680401827878226e+00
1.116936591128251521e+01 7.597590399557601071e-01
7.517401578998842204e+00 8.617532053458363261e-01
1.000183158558010987e+01 1.240992739412072332e+00
1.051320855733577631e+01 6.533014304526731930e-01
6.273283528306997425e+00 1.213079540950388280e+00
1.198877919095845712e+01 5.574564718309966693e-01
8.538187485830910362e+00 1.021587194101623242e+00
1.108836679087598220e+01 5.755311993402510984e-01
9.536231901413618317e+00 4.148556076947503835e-01
1.085667789533708394e+01 1.118426474580117791e+00
9.431949942425060129e+00 8.400866417071244374e-01
9.005007230474758373e+00 8.753097548619673818e-01
8.521811419423396927e+00 1.237652603383006422e+00
8.544856420502737748e+00 9.807515611358601504e-01
8.786233232740899624e+00 1.040410519514626486e+00
8.525702741510233551e+00 1.205343968293495216e+00
8.385375493460699658e+00 1.063930616140405183e+00
8.482455532049364422e+00 7.672200040829058043e-01
9.457036857107189221e+00 7.606331418494234331e-01
8.081912922831083534e+00 9.936591361052523608e-01
1.017518918240172177e+01 5.530753790639808543e-01
8.691027360747552777e+00 9.869926030001927586e-01
8.045589714422291649e+00 9.237631158545611676e-01
1.010129291430418519e+01 1.015226691033022988e+00
1.027263649472146767e+01 5.964872943525736382e-01
1.055203611615636028e+01 6.228112818647933979e-01
5.832911544893406131e+00 1.208166986591570069e+00
8.878037269667544251e+00 8.747617070239822601e-01
8.269619232380057028e+00 1.116221903745310273e+00
6.793723136743594182e+00 1.207348590751268214e+00
1.125564046072650193e+01 1.193632955165022436e+00
8.106449283013166252e+00 8.215343214988505283e-01
8.579087910477280587e+00 5.613764894978379161e-01
8.439112520919298532e+00 1.117829127979217185e+00
8.455675085512549316e+00 8.637565642359720242e-01
8.225912804256356736e+00 7.842321503831277685e-01
7.008414156099454395e+00 1.268242798592875697e+00
7.620650950055534167e+00 8.775050324901926269e-01
8.534391718814575256e+00 4.117228430655783811e-01
9.338130135452859193e+00 9.810285054840344188e-01
1.078430922504294820e+01 6.916815637177484710e-01
8.897763279882950016e+00 9.392795484788125648e-01
9.541201201756308592e+00 1.390708958754644398e+00
8.826849468811161614e+00 7.172524674062223937e-01
9.279484678634700501e+00 8.177535671898945591e-01
9.478595875989039854e+00 6.478749203067331042e-01
1.032213158865894442e+01 8.566674373696608891e-01
9.522895182463592789e+00 1.225507472240419560e+00
9.657445642664102436e+00 1.043625780538392389e+00
8.931854516059628324e+00 4.153824072743018680e-01
7.966969131237261692e+00 4.640202554997799878e-01
9.300588624592627696e+00 1.198312709931819375e+00
1.068062023402766769e+01 1.395491734939789064e+00
7.642954253661844888e+00 1.338124006548535139e+00
1.086587456187290002e+01 1.047688182559201930e+00
7.855589829140775748e+00 1.282635238191037308e+00
1.010381243730164513e+01 7.745220480973855626e-01
9.632717411800459928e+00 5.186813152291327444e-01
9.784299894227201477e+00 4.818763075852907640e-01
1.001768238940432987e+01 4.403584275167051754e-01
1.060050401694915934e+01 8.462577923268994606e-01
1.020294067694970863e+01 7.752657641699685076e-01
9.880156079420146398e+00 4.110743538013915677e-01
8.744268132955699713e+00 8.995401615305704812e-01
1.036958568622978305e+01 3.930373219979157451e-01
1.096435259626765912e+01 4.828242288827263029e-01
1.032147933387027194e+01 5.651846640049705828e-01
7.111595762368098761e+00 8.516216423476935526e-01
8.627065755435642913e+00 1.021074301211435165e+00
6.706377585001369823e+00 1.265576923432277567e+00
9.824845322783154700e+00 8.988786798468232364e-01
8.726959369599416760e+00 8.912000510155320132e-01
1.033303233136801325e+01 9.797938234538764446e-01
9.159891357717132365e+00 5.488482255374796948e-01
1.084120176716569972e+01 5.898839712051130446e-01
7.224554908449608348e+00 1.206965769486393558e+00
7.906344316209067635e+00 1.106241119496302883e+00
9.180289941579857782e+00 1.333263745763757724e+00
9.647103960504360032e+00 6.967159803491320691e-01
7.814333488488241386e+00 1.244593464864055754e+00
9.907808120268654761e+00 7.228478665719777485e-01
7.992446515321649514e+00 6.780737547463520087e-01
9.342027290146916130e+00 8.933218351861942352e-01
9.635175744958781152e+00 5.280354971581514567e-01
7.437308321812720280e+00 1.459237289625440859e+00
8.077437651975232669e+00 9.140650319881931107e-01
1.097466623963466148e+01 6.696079651952360212e-01
1.066711512997537170e+01 6.730277281086335384e-01
8.908405829710012824e+00 6.819388348905847108e-01
9.822328450655838594e+00 9.771963646547183746e-01
7.804851895868695877e+00 1.175736878442778854e+00
9.997010580086099552e+00 5.785048836950339446e-01
9.812494768111433174e+00 5.411445541757038402e-01
9.550416300430667249e+00 1.171557313518236665e+00
7.926015739987688491e+00 1.163671548574683579e+00
1.010084725585002374e+01 1.162900446873770477e+00
7.917090470498878929e+00 1.458493371582103570e+00
1.147149961951508779e+01 6.904380370606463257e-01
9.827989514393973280e+00 9.706981813943803550e-01
9.468030548877106156e+00 9.545557933739639012e-01
9.104218918656240334e+00 9.672117806324438405e-01
7.667767361900726719e+00 1.319742512732816397e+00
9.352433677969063552e+00 6.470201883154454991e-01
1.002408724419188779e+01 1.015611718393698792e+00
7.143877215632153721e+00 1.085757067973076806e+00
9.738977002382227965e+00 1.121420153671826458e+00
7.108318228914928483e+00 1.329581338468300622e+00
1.053859577004626935e+01 5.943820869261375872e-01
7.712959110449117084e+00 1.194240822397553359e+00
8.419603579669207249e+00 8.064115035043508684e-01
9.639985838864113532e+00 7.418698811502486556e-01
9.059357481571002069e+00 1.050489586611524473e+00
9.676494010575364513e+00 5.730975671909414038e-01
9.588252206773145048e+00 3.527515893778548350e-01
1.125755876677767731e+01 7.002440692265894384e-01
9.847030980442330161e+00 1.034283499009355012e+00
8.976675074467710402e+00 1.459971753824607310e+00
9.835157897962414353e+00 8.467012115582214227e-01
8.308209640421361897e+00 9.234423998079448470e-01
7.999339461377092952e+00 1.074144455710131396e+00
8.534757223170485574e+00 6.591142034913302084e-01
8.953855560695787474e+00 1.169965925802923801e+00
8.316069845614425304e+00 1.386526056090351844e+00
9.849068778882166697e+00 6.150810180320247511e-01
9.477711028125460402e+00 6.601398553864217256e-01
1.028755718417512988e+01 6.897069064059183630e-01
8.906894734501582533e+00 9.980521493837255509e-01
1.141896830463775636e+01 1.115016938393555535e+00
8.293804018680409840e+00 1.165171808077970050e+00
9.667683933878953084e+00 5.823280955425391703e-01
9.283430009144478134e+00 4.972895214146207943e-01
1.053895499709935812e+01 4.280285358288006825e-01
9.341638407456542836e+00 1.423431840269807180e+00
1.023793184252630795e+01 9.836236374621019074e-01
9.582935372080461534e+00 6.900750636912957869e-01
9.740252043420845496e+00 7.873723913018704224e-01
8.302263786866763695e+00 1.137659675728319941e+00
9.103517546766028090e+00 6.739488660909811468e-01
9.425494850334755981e+00 1.081535135036344686e+00
1.082690065509481236e+01 7.534036476289138751e-01
8.974690843638475357e+00 1.220120870911083788e+00
9.202121445140155842e+00 9.879584299545748349e-01
8.685833705976536478e+00 6.585728246262494423e-01
9.886231675134247610e+00 4.057864202090266104e-01
9.752049356854932682e+00 6.375624997072781852e-01
1.064919481990737182e+01 7.931645686548041141e-01
6.589484211701222449e+00 1.279141570412970941e+00
1.112804425854259982e+01 8.075270146386008818e-01
1.070189691200681636e+01 1.060690086995889958e+00
9.395719940945427950e+00 1.089760745979341916e+00
9.038729747453459140e+00 1.124125377195846820e+00
1.019350576750447068e+01 1.147365812722226375e+00
9.323670683035260254e+00 1.074138658174418559e+00
9.820520436302011547e+00 9.605328962172634544e-01
9.850646924957208839e+00 6.630919027862625104e-01
9.527737163143402910e+00 9.993491759823943665e-01
1.030554594477836616e+01 7.851066502423107440e-01
9.588427410541171980e+00 1.176838727910723748e+00
6.592863454905305787e+00 1.330190334193324997e+00
1.096895754542962287e+01 7.537588228346971952e-01
8.615234298042281580e+00 6.704880729875882794e-01
1.169087511908641375e+01 8.936335740678033046e-01
1.086416267963645055e+01 8.234396045372086581e-01
9.235131658266695354e+00 8.590804518650078103e-01
8.743533207678103381e+00 7.868652037307717340e-01
8.106831836145419246e+00 8.156432285305621477e-01
9.124459740864326207e+00 1.267642494607258863e+00
8.328512272082534196e+00 8.188631856099549688e-01
7.648761110665414087e+00 1.181261905950444113e+00
9.621188881943950832e+00 6.710104121269835353e-01
1.201394197118968421e+01 5.847396759629496232e-01
1.032035277583478106e+01 4.758867960541176556e-01
1.043742541484374620e+01 6.617288508311783835e-01
8.498692641996742125e+00 1.087762447186296999e+00
8.222188428183818232e+00 1.295397568634748753e+00
9.188192203855686913e+00 3.964431746342509943e-01
8.524009271751740613e+00 7.747688360024278520e-01
1.199171345259286703e+01 1.094810085294352531e+00
1.067281942762163638e+01 6.350825431247469899e-01
8.505638418416733515e+00 1.150906590968744148e+00
1.025062686260091027e+01 1.051358587251649546e+00
9.754177936726105003e+00 4.015222381272541829e-01
1.077349165033817258e+01 8.441612046818905979e-01
7.846595052493029243e+00 1.051169459524279093e+00
1.158460345275643277e+01 4.875094316732048738e-01
7.751738014317267833e+00 9.530169721464080146e-01
6.662932166940601419e+00 1.368384627856566560e+00
1.040133881125412962e+01 9.542323502812630753e-01
7.403930836104059665e+00 9.321078122194607074e-01
1.013161429424325277e+01 1.238821204626149974e+00
9.118590886009071639e+00 3.853877072633278278e-01
1.032660302694468513e+01 5.428868285530188409e-01
1.035424384580274548e+01 6.458833776633907675e-01
1.159511200270367581e+01 9.140689895557267963e-01
1.137717628950338344e+01 1.190416301856866088e+00
9.394774054367358573e+00 4.073253612709738514e-01
8.002077511670297127e+00 8.751405181357418961e-01
1.069492124128386479e+01 7.019198875277474770e-01
9.417485468555781836e+00 9.932738491703625439e-01
8.576121429145869612e+00 9.135168578309239562e-01
7.709238170317656014e+00 1.271531367791758127e+00
9.137085411553499625e+00 7.832482709438799429e-01
8.169718357949001586e+00 6.478409119394593629e-01
8.552368286365805261e+00 9.559949603784957395e-01
9.460953689864005867e+00 5.595374650485266388e-01
9.407094364737913494e+00 6.472214436733521037e-01
1.066154178530004160e+01 4.967685248553101451e-01
1.082091173023328068e+01 4.597896682235645960e-01
9.807146699241645393e+00 8.984770762745607486e-01
9.086458158664580509e+00 6.908804458709874030e-01
1.090579949073898547e+01 7.005327862952170914e-01
9.604469561691900026e+00 5.266863435023942941e-01
8.750725339754463761e+00 9.351092702240222376e-01
6.876829735071371630e+00 1.089739970409628667e+00
1.008433202449078969e+01 9.297185251001828243e-01
1.134568556262090766e+01 5.391514245987564236e-01
1.071653729838651259e+01 8.513768032895232540e-01
1.009015308048784121e+01 9.469588130789200475e-01
7.912947112715057685e+00 9.911696072472723218e-01
8.262931807309513488e+00 9.469203599992319642e-01
9.494544286818300094e+00 3.696963166689297697e-01
8.986491237225209261e+00 1.003722475165556238e+00
1.041833466590921375e+01 1.196399729910509357e+00
6.840550661123261378e+00 1.063283507869804190e+00
1.171492765715013462e+01 4.948470165429617040e-01
9.010330495389686334e+00 5.936081761385132438e-01
1.040244761186739808e+01 4.513860830991770490e-01
1.225331363462925438e+01 9.342329756006251262e-01
7.987400394752920185e+00 1.004521906211480520e+00
9.561973976853209933e+00 8.133258857946713549e-01
9.314300711820711953e+00 9.718701773977855840e-01
1.197843776199354338e+01 7.649000483527872429e-01
9.536736291883006089e+00 6.177421223490009439e-01
1.106016840977812876e+01 9.049292229793293174e-01
5.721473917950889998e+00 1.182543654346530415e+00
7.423855665987368013e+00 7.289711481954147532e-01
9.900840669716004072e+00 7.016196715375486725e-01
8.030402476005900070e+00 9.110597998421304800e-01
1.032714603631848327e+01 4.396029981217279836e-01
8.816018357319030940e+00 1.120020780698121055e+00
8.578252113639143417e+00 5.995208996323972972e-01
8.482267136105875238e+00 9.155234186668315122e-01
7.863503385902105514e+00 9.002498750177028164e-01
9.825274885107923240e+00 7.183493288086266748e-01
1.032429085185782824e+01 4.991156060634103220e-01
8.871681431172030230e+00 5.704275107292584579e-01
8.328055804975864618e+00 9.496043437064232151e-01
9.441990222870126459e+00 5.985285032432258179e-01
6.792250088188200863e+00 1.401930153736237417e+00
9.014372568386033180e+00 7.421534105829340477e-01
8.957969733853797578e+00 1.039562644468224439e+00
8.788808583059552149e+00 4.852504529986513271e-01
1.026829957430997808e+01 5.090386748242134995e-01
1.004559006459523829e+01 6.635798818427615098e-01
8.561439364666822982e+00 8.483778824939818275e-01
1.125849338058607074e+01 6.329429602529774712e-01
1.007838058620428612e+01 5.859324676349610961e-01
9.757652907242777118e+00 3.413441366433638269e-01
1.101008124010813383e+01 1.020711905247513762e+00
8.470795953130535239e+00 1.435776368918881607e+00
1.083251669238267567e+01 9.408704767585225337e-01
9.935593234752381875e+00 9.822097504430066239e-01
8.588048096034016865e+00 8.911188664191188602e-01
1.059855638745921169e+01 7.798186292965045840e-01
8.546809439004086073e+00 1.118403324951597666e+00
9.677439554602539573e+00 8.689150562625143071e-01
9.773634096689303163e+00 7.803897663225976000e-01
9.009305839223991086e+00 4.867878816903157269e-01
1.045299830907951488e+01 1.187421430151850643e+00
1.122364614427909402e+01 1.308101223721462869e+00
8.889137475822012746e+00 1.025148584466629931e+00
9.059055401900966586e+00 4.239662444574420208e-01
9.460344854644816337e+00 7.372687940361855041e-01
9.680056763087623750e+00 5.598813113205765024e-01
8.801429078614976476e+00 8.847519934040163347e-01
1.017965379008364124e+01 4.955401652885271790e-01
1.065270749288940877e+01 8.219847782652205392e-01
9.369221845606872989e+00 9.396767476282692488e-01
8.625595126405341873e+00 6.186899106462696585e-01
9.841419320828405759e+00 8.198019533058777952e-01
1.069602013833257814e+01 4.785787424301868875e-01
1.084944825489884934e+01 4.430690606378905883e-01
7.371575561679851063e+00 1.027401146686593325e+00
8.395667170127017798e+00 1.164839662599025161e+00
1.089075217544837493e+01 9.952478596326712612e-01
1.015803715624395309e+01 5.326731634547376970e-01
9.914261055439299142e+00 8.638139013801482413e-01
9.657247608247436332e+00 6.646366758778952111e-01
7.993551864931014883e+00 1.052027406507159313e+00
1.128896727329690641e+01 8.547409868000852562e-01
9.587963065484425229e+00 8.168100898514187858e-01
9.384057511870700807e+00 9.703199169212257669e-01
8.810448493739224674e+00 6.879997004732529842e-01
9.236778162167460948e+00 1.302113126290817213e+00
9.719060543299187671e+00 8.038978541383454690e-01
9.676781772759465383e+00 6.511151737751912361e-01
9.033495477775725035e+00 1.250803582261307056e+00
1.102173996910435427e+01 8.190481130737949922e-01
1.044978078235651253e+01 5.140674135784303322e-01
