e p n mu_b mu_e Gamma cs2 increasing
2.093600e-05 2.841600e-09 2.249380e-05 9.308020e+02 1.417430e+00 1.403870e+00 1.905180e-04 1.000000e+00
2.184940e-05 3.017040e-09 2.347500e-05 9.308090e+02 1.435120e+00 1.402370e+00 1.936180e-04 1.000000e+00
2.280360e-05 3.203320e-09 2.450020e-05 9.308170e+02 1.453120e+00 1.400900e+00 1.967620e-04 1.000000e+00
2.380070e-05 3.401090e-09 2.557120e-05 9.308250e+02 1.471430e+00 1.399440e+00 1.999500e-04 1.000000e+00
2.484240e-05 3.611080e-09 2.669030e-05 9.308330e+02 1.490060e+00 1.398010e+00 2.031850e-04 1.000000e+00
2.593090e-05 3.834030e-09 2.785950e-05 9.308410e+02 1.509000e+00 1.396610e+00 2.064660e-04 1.000000e+00
2.706820e-05 4.070750e-09 2.908130e-05 9.308500e+02 1.528260e+00 1.395220e+00 2.097940e-04 1.000000e+00
2.825660e-05 4.322080e-09 3.035780e-05 9.308580e+02 1.547860e+00 1.393860e+00 2.131700e-04 1.000000e+00
2.949840e-05 4.588940e-09 3.169180e-05 9.308670e+02 1.567780e+00 1.392520e+00 2.165950e-04 1.000000e+00
3.079600e-05 4.872260e-09 3.308570e-05 9.308750e+02 1.588050e+00 1.391200e+00 2.200690e-04 1.000000e+00
3.215200e-05 5.173080e-09 3.454230e-05 9.308840e+02 1.608660e+00 1.389910e+00 2.235930e-04 1.000000e+00
3.356910e-05 5.492470e-09 3.606440e-05 9.308930e+02 1.629610e+00 1.388640e+00 2.271670e-04 1.000000e+00
3.505000e-05 5.831580e-09 3.765510e-05 9.309030e+02 1.650920e+00 1.387390e+00 2.307940e-04 1.000000e+00
3.659770e-05 6.191630e-09 3.931750e-05 9.309120e+02 1.672590e+00 1.386160e+00 2.344720e-04 1.000000e+00
3.821510e-05 6.573920e-09 4.105490e-05 9.309220e+02 1.694620e+00 1.384950e+00 2.382040e-04 1.000000e+00
3.990560e-05 6.979810e-09 4.287060e-05 9.309310e+02 1.717010e+00 1.383760e+00 2.419900e-04 1.000000e+00
4.167230e-05 7.410730e-09 4.476830e-05 9.309410e+02 1.739790e+00 1.382600e+00 2.458290e-04 1.000000e+00
4.351880e-05 7.868310e-09 4.675160e-05 9.309510e+02 1.762940e+00 1.381460e+00 2.497260e-04 1.000000e+00
4.544880e-05 8.354100e-09 4.882460e-05 9.309610e+02 1.786480e+00 1.380340e+00 2.536780e-04 1.000000e+00
4.746600e-05 8.869860e-09 5.099130e-05 9.309710e+02 1.810400e+00 1.379240e+00 2.576860e-04 1.000000e+00
4.957450e-05 9.417510e-09 5.325590e-05 9.309820e+02 1.834730e+00 1.378160e+00 2.617550e-04 1.000000e+00
5.177840e-05 9.998940e-09 5.562300e-05 9.309930e+02 1.859450e+00 1.377100e+00 2.658810e-04 1.000000e+00
5.408200e-05 1.061630e-08 5.809720e-05 9.310040e+02 1.884590e+00 1.376060e+00 2.700680e-04 1.000000e+00
5.648990e-05 1.127180e-08 6.068350e-05 9.310140e+02 1.910130e+00 1.375040e+00 2.743160e-04 1.000000e+00
5.900710e-05 1.196770e-08 6.338690e-05 9.310260e+02 1.936100e+00 1.374040e+00 2.786240e-04 1.000000e+00
6.163820e-05 1.270660e-08 6.621280e-05 9.310370e+02 1.962490e+00 1.373060e+00 2.829960e-04 1.000000e+00
6.438880e-05 1.349110e-08 6.916680e-05 9.310490e+02 1.989320e+00 1.372110e+00 2.874320e-04 1.000000e+00
6.726450e-05 1.432410e-08 7.225480e-05 9.310610e+02 2.016580e+00 1.371170e+00 2.919300e-04 1.000000e+00
7.027030e-05 1.520840e-08 7.548300e-05 9.310720e+02 2.044290e+00 1.370250e+00 2.964950e-04 1.000000e+00
7.341250e-05 1.614740e-08 7.885760e-05 9.310850e+02 2.072450e+00 1.369350e+00 3.011280e-04 1.000000e+00
7.669710e-05 1.714440e-08 8.238540e-05 9.310970e+02 2.101060e+00 1.368460e+00 3.058300e-04 1.000000e+00
8.013160e-05 1.820290e-08 8.607350e-05 9.311100e+02 2.130140e+00 1.367600e+00 3.105970e-04 1.000000e+00
8.372200e-05 1.932680e-08 8.992920e-05 9.311220e+02 2.159700e+00 1.366750e+00 3.154350e-04 1.000000e+00
8.747560e-05 2.052010e-08 9.396000e-05 9.311350e+02 2.189730e+00 1.365920e+00 3.203440e-04 1.000000e+00
9.139980e-05 2.178700e-08 9.817420e-05 9.311490e+02 2.220240e+00 1.365110e+00 3.253240e-04 1.000000e+00
9.550240e-05 2.313210e-08 1.025800e-04 9.311620e+02 2.251240e+00 1.364320e+00 3.303790e-04 1.000000e+00
9.979180e-05 2.456030e-08 1.071860e-04 9.311760e+02 2.282750e+00 1.363540e+00 3.355070e-04 1.000000e+00
1.042760e-04 2.607670e-08 1.120020e-04 9.311890e+02 2.314760e+00 1.362780e+00 3.407100e-04 1.000000e+00
1.089660e-04 2.768670e-08 1.170370e-04 9.312030e+02 2.347290e+00 1.362040e+00 3.459880e-04 1.000000e+00
1.138680e-04 2.939620e-08 1.223010e-04 9.312180e+02 2.380330e+00 1.361310e+00 3.513470e-04 1.000000e+00
1.189940e-04 3.121110e-08 1.278050e-04 9.312320e+02 2.413910e+00 1.360600e+00 3.567820e-04 1.000000e+00
1.243530e-04 3.313810e-08 1.335600e-04 9.312470e+02 2.448020e+00 1.359910e+00 3.622970e-04 1.000000e+00
1.299570e-04 3.518410e-08 1.395770e-04 9.312620e+02 2.482680e+00 1.359230e+00 3.678930e-04 1.000000e+00
1.358160e-04 3.735640e-08 1.458680e-04 9.312770e+02 2.517890e+00 1.358570e+00 3.735730e-04 1.000000e+00
1.419430e-04 3.966290e-08 1.524460e-04 9.312930e+02 2.553650e+00 1.357920e+00 3.793350e-04 1.000000e+00
1.483490e-04 4.211170e-08 1.593240e-04 9.313080e+02 2.589990e+00 1.357290e+00 3.851820e-04 1.000000e+00
1.521220e-04 4.357130e-08 1.633750e-04 9.313170e+02 2.610910e+00 0.000000e+00 0.000000e+00 1.000000e+00
1.639870e-04 4.620950e-08 1.761140e-04 9.313330e+02 2.647460e+00 1.356330e+00 3.820900e-04 1.000000e+00
1.713960e-04 4.906250e-08 1.840700e-04 9.313480e+02 2.685280e+00 1.355740e+00 3.879710e-04 1.000000e+00
1.791440e-04 5.209170e-08 1.923880e-04 9.313650e+02 2.723700e+00 1.355150e+00 3.939380e-04 1.000000e+00
1.872460e-04 5.530790e-08 2.010860e-04 9.313810e+02 2.762730e+00 1.354580e+00 3.999930e-04 1.000000e+00
1.957180e-04 5.872270e-08 2.101810e-04 9.313980e+02 2.802380e+00 1.354030e+00 4.061370e-04 1.000000e+00
2.045760e-04 6.234830e-08 2.196910e-04 9.314140e+02 2.842650e+00 1.353490e+00 4.123730e-04 1.000000e+00
2.138400e-04 6.619740e-08 2.296360e-04 9.314320e+02 2.883550e+00 1.352960e+00 4.186990e-04 1.000000e+00
2.235260e-04 7.028500e-08 2.400350e-04 9.314490e+02 2.925100e+00 1.352440e+00 4.251230e-04 1.000000e+00
2.336560e-04 7.462420e-08 2.509090e-04 9.314670e+02 2.967310e+00 1.351930e+00 4.316380e-04 1.000000e+00
2.442490e-04 7.923180e-08 2.622800e-04 9.314850e+02 3.010170e+00 1.351440e+00 4.382520e-04 1.000000e+00
2.553260e-04 8.412340e-08 2.741710e-04 9.315030e+02 3.053710e+00 1.350960e+00 4.449610e-04 1.000000e+00
2.669090e-04 8.931720e-08 2.866050e-04 9.315210e+02 3.097930e+00 1.350490e+00 4.517710e-04 1.000000e+00
2.790230e-04 9.483180e-08 2.996080e-04 9.315400e+02 3.142840e+00 1.350040e+00 4.586820e-04 1.000000e+00
2.916900e-04 1.006870e-07 3.132060e-04 9.315590e+02 3.188450e+00 1.349590e+00 4.656980e-04 1.000000e+00
3.049380e-04 1.069040e-07 3.274250e-04 9.315790e+02 3.234780e+00 1.349150e+00 4.728140e-04 1.000000e+00
3.187910e-04 1.135040e-07 3.422940e-04 9.315980e+02 3.281830e+00 1.348730e+00 4.800370e-04 1.000000e+00
3.332780e-04 1.205120e-07 3.578440e-04 9.316180e+02 3.329610e+00 1.348320e+00 4.873680e-04 1.000000e+00
3.484290e-04 1.279530e-07 3.741060e-04 9.316390e+02 3.378140e+00 1.347910e+00 4.948090e-04 1.000000e+00
3.642730e-04 1.358530e-07 3.911110e-04 9.316590e+02 3.427420e+00 1.347520e+00 5.023590e-04 1.000000e+00
3.808430e-04 1.442400e-07 4.088940e-04 9.316800e+02 3.477470e+00 1.347140e+00 5.100200e-04 1.000000e+00
3.981710e-04 1.531460e-07 4.274920e-04 9.317020e+02 3.528300e+00 1.346760e+00 5.177960e-04 1.000000e+00
4.162930e-04 1.626010e-07 4.469410e-04 9.317230e+02 3.579920e+00 1.346400e+00 5.256880e-04 1.000000e+00
4.352450e-04 1.726400e-07 4.672800e-04 9.317450e+02 3.632330e+00 1.346040e+00 5.336970e-04 1.000000e+00
4.550660e-04 1.832990e-07 4.885510e-04 9.317680e+02 3.685570e+00 1.345700e+00 5.418250e-04 1.000000e+00
4.757940e-04 1.946160e-07 5.107950e-04 9.317900e+02 3.739620e+00 1.345360e+00 5.500740e-04 1.000000e+00
4.974720e-04 2.066320e-07 5.340580e-04 9.318130e+02 3.794520e+00 1.345030e+00 5.584450e-04 1.000000e+00
5.201440e-04 2.193900e-07 5.583870e-04 9.318370e+02 3.850260e+00 1.344710e+00 5.669420e-04 1.000000e+00
5.438550e-04 2.329350e-07 5.838300e-04 9.318600e+02 3.906870e+00 1.344400e+00 5.755640e-04 1.000000e+00
5.686520e-04 2.473170e-07 6.104380e-04 9.318840e+02 3.964350e+00 1.344100e+00 5.843170e-04 1.000000e+00
5.945870e-04 2.625870e-07 6.382660e-04 9.319090e+02 4.022710e+00 1.343800e+00 5.931990e-04 1.000000e+00
6.217110e-04 2.787990e-07 6.673690e-04 9.319340e+02 4.081980e+00 1.343510e+00 6.022110e-04 1.000000e+00
6.500760e-04 2.960120e-07 6.978050e-04 9.319590e+02 4.142170e+00 1.343230e+00 6.113630e-04 1.000000e+00
6.797470e-04 3.142890e-07 7.296360e-04 9.319850e+02 4.203280e+00 1.342960e+00 6.206450e-04 1.000000e+00
7.107760e-04 3.336930e-07 7.629260e-04 9.320100e+02 4.265330e+00 1.342690e+00 6.300670e-04 1.000000e+00
7.432240e-04 3.542960e-07 7.977410e-04 9.320370e+02 4.328340e+00 1.342430e+00 6.396340e-04 1.000000e+00
7.477060e-04 3.571670e-07 8.025520e-04 9.320400e+02 4.336900e+00 0.000000e+00 0.000000e+00 1.000000e+00
7.988810e-04 3.745440e-07 8.574500e-04 9.320610e+02 4.387660e+00 0.000000e+00 0.000000e+00 1.000000e+00
8.511380e-04 3.970100e-07 9.135110e-04 9.320860e+02 4.460340e+00 1.341990e+00 6.256740e-04 1.000000e+00
8.900150e-04 4.215220e-07 9.552210e-04 9.321120e+02 4.526350e+00 1.341750e+00 6.351680e-04 1.000000e+00
9.306820e-04 4.475470e-07 9.988430e-04 9.321390e+02 4.593370e+00 1.341520e+00 6.447980e-04 1.000000e+00
9.732120e-04 4.751790e-07 1.044460e-03 9.321660e+02 4.661420e+00 1.341290e+00 6.545750e-04 1.000000e+00
1.017690e-03 5.045170e-07 1.092180e-03 9.321940e+02 4.730510e+00 1.341060e+00 6.644980e-04 1.000000e+00
1.064210e-03 5.356670e-07 1.142080e-03 9.322210e+02 4.800670e+00 1.340850e+00 6.745720e-04 1.000000e+00
1.112870e-03 5.687390e-07 1.194270e-03 9.322500e+02 4.871890e+00 1.340640e+00 6.847910e-04 1.000000e+00
1.163760e-03 6.038540e-07 1.248850e-03 9.322790e+02 4.944220e+00 1.340440e+00 6.951660e-04 1.000000e+00
1.216990e-03 6.411370e-07 1.305940e-03 9.323080e+02 5.017650e+00 1.340240e+00 7.056950e-04 1.000000e+00
1.272660e-03 6.807210e-07 1.365650e-03 9.323370e+02 5.092200e+00 1.340040e+00 7.163810e-04 1.000000e+00
1.330880e-03 7.227520e-07 1.428090e-03 9.323670e+02 5.167900e+00 1.339850e+00 7.272290e-04 1.000000e+00
1.391780e-03 7.673730e-07 1.493400e-03 9.323980e+02 5.244750e+00 1.339670e+00 7.382350e-04 1.000000e+00
1.455470e-03 8.147540e-07 1.561710e-03 9.324290e+02 5.322780e+00 1.339490e+00 7.494080e-04 1.000000e+00
1.522090e-03 8.650560e-07 1.633150e-03 9.324610e+02 5.402010e+00 1.339320e+00 7.607470e-04 1.000000e+00
1.591770e-03 9.184670e-07 1.707860e-03 9.324920e+02 5.482440e+00 1.339150e+00 7.722570e-04 1.000000e+00
1.664640e-03 9.751740e-07 1.786010e-03 9.325250e+02 5.564100e+00 1.338990e+00 7.839390e-04 1.000000e+00
1.740870e-03 1.035380e-06 1.867740e-03 9.325580e+02 5.647020e+00 1.338830e+00 7.957950e-04 1.000000e+00
1.754810e-03 1.046490e-06 1.882690e-03 9.325640e+02 5.661920e+00 0.000000e+00 0.000000e+00 1.000000e+00
1.892560e-03 1.109230e-06 2.030390e-03 9.325950e+02 5.740900e+00 1.338640e+00 7.841210e-04 1.000000e+00
1.979240e-03 1.177710e-06 2.123330e-03 9.326280e+02 5.826520e+00 1.338490e+00 7.959730e-04 1.000000e+00
2.069900e-03 1.250420e-06 2.220530e-03 9.326620e+02 5.913430e+00 1.338350e+00 8.080050e-04 1.000000e+00
2.164730e-03 1.327630e-06 2.322200e-03 9.326960e+02 6.001680e+00 1.338210e+00 8.202200e-04 1.000000e+00
2.263920e-03 1.409600e-06 2.428530e-03 9.327300e+02 6.091270e+00 1.338070e+00 8.326150e-04 1.000000e+00
2.367660e-03 1.496630e-06 2.539740e-03 9.327650e+02 6.182230e+00 1.337930e+00 8.451930e-04 1.000000e+00
2.476160e-03 1.589030e-06 2.656050e-03 9.328010e+02 6.274570e+00 1.337800e+00 8.579610e-04 1.000000e+00
2.589650e-03 1.687140e-06 2.777710e-03 9.328370e+02 6.368320e+00 1.337680e+00 8.709220e-04 1.000000e+00
2.708350e-03 1.791310e-06 2.904940e-03 9.328740e+02 6.463490e+00 1.337550e+00 8.840750e-04 1.000000e+00
2.832510e-03 1.901910e-06 3.038020e-03 9.329110e+02 6.560120e+00 1.337430e+00 8.974240e-04 1.000000e+00
2.962370e-03 2.019330e-06 3.177210e-03 9.329490e+02 6.658220e+00 1.337320e+00 9.109760e-04 1.000000e+00
3.098200e-03 2.144010e-06 3.322790e-03 9.329870e+02 6.757810e+00 1.337200e+00 9.247280e-04 1.000000e+00
3.240270e-03 2.276380e-06 3.475050e-03 9.330260e+02 6.858920e+00 1.337090e+00 9.386850e-04 1.000000e+00
3.388870e-03 2.416930e-06 3.634300e-03 9.330660e+02 6.961560e+00 1.336990e+00 9.528540e-04 1.000000e+00
3.544300e-03 2.566150e-06 3.800860e-03 9.331060e+02 7.065770e+00 1.336880e+00 9.672310e-04 1.000000e+00
3.706880e-03 2.724590e-06 3.975070e-03 9.331460e+02 7.171560e+00 1.336780e+00 9.818250e-04 1.000000e+00
3.876920e-03 2.892810e-06 4.157280e-03 9.331880e+02 7.278960e+00 1.336680e+00 9.966380e-04 1.000000e+00
4.054780e-03 3.071420e-06 4.347860e-03 9.332300e+02 7.387990e+00 1.336590e+00 1.011670e-03 1.000000e+00
4.240810e-03 3.261050e-06 4.547180e-03 9.332720e+02 7.498680e+00 1.336490e+00 1.026930e-03 1.000000e+00
4.435400e-03 3.462390e-06 4.755660e-03 9.333160e+02 7.611050e+00 1.336410e+00 1.042420e-03 1.000000e+00
4.638930e-03 3.676160e-06 4.973710e-03 9.333600e+02 7.725130e+00 1.336320e+00 1.058140e-03 1.000000e+00
4.851810e-03 3.903130e-06 5.201780e-03 9.334040e+02 7.840940e+00 1.336230e+00 1.074090e-03 1.000000e+00
5.074490e-03 4.144120e-06 5.440320e-03 9.334490e+02 7.958510e+00 1.336150e+00 1.090280e-03 1.000000e+00
5.307400e-03 4.399980e-06 5.689810e-03 9.334950e+02 8.077860e+00 1.336070e+00 1.106720e-03 1.000000e+00
5.551020e-03 4.671640e-06 5.950760e-03 9.335420e+02 8.199030e+00 1.335990e+00 1.123400e-03 1.000000e+00
5.805840e-03 4.960070e-06 6.223690e-03 9.335900e+02 8.322040e+00 1.335910e+00 1.140330e-03 1.000000e+00
6.000960e-03 5.183840e-06 6.432700e-03 9.336250e+02 8.413820e+00 0.000000e+00 0.000000e+00 1.000000e+00
6.489030e-03 5.491860e-06 6.955390e-03 9.336700e+02 8.530870e+00 1.335790e+00 1.129560e-03 1.000000e+00
6.786920e-03 5.830940e-06 7.274440e-03 9.337180e+02 8.658910e+00 1.335720e+00 1.146590e-03 1.000000e+00
7.098560e-03 6.190940e-06 7.608160e-03 9.337660e+02 8.788890e+00 1.335650e+00 1.163860e-03 1.000000e+00
7.424500e-03 6.573180e-06 7.957200e-03 9.338150e+02 8.920840e+00 1.335590e+00 1.181400e-03 1.000000e+00
7.765470e-03 6.979000e-06 8.322270e-03 9.338650e+02 9.054800e+00 1.335520e+00 1.199180e-03 1.000000e+00
8.122100e-03 7.409920e-06 8.704100e-03 9.339160e+02 9.190780e+00 1.335460e+00 1.217250e-03 1.000000e+00
8.495110e-03 7.867370e-06 9.103480e-03 9.339670e+02 9.328830e+00 1.335400e+00 1.235580e-03 1.000000e+00
8.885290e-03 8.353160e-06 9.521200e-03 9.340190e+02 9.468970e+00 1.335340e+00 1.254190e-03 1.000000e+00
9.293410e-03 8.868860e-06 9.958110e-03 9.340720e+02 9.611230e+00 1.335280e+00 1.273070e-03 1.000000e+00
9.720280e-03 9.416450e-06 1.041510e-02 9.341260e+02 9.755650e+00 1.335230e+00 1.292240e-03 1.000000e+00
1.016680e-02 9.997820e-06 1.089300e-02 9.341810e+02 9.902260e+00 1.335170e+00 1.311690e-03 1.000000e+00
1.063390e-02 1.061510e-05 1.139300e-02 9.342360e+02 1.005110e+01 1.335120e+00 1.331440e-03 1.000000e+00
1.112240e-02 1.127050e-05 1.191590e-02 9.342920e+02 1.020220e+01 1.335070e+00 1.351470e-03 1.000000e+00
1.163350e-02 1.196630e-05 1.246280e-02 9.343490e+02 1.035550e+01 1.335020e+00 1.371810e-03 1.000000e+00
1.216800e-02 1.270520e-05 1.303480e-02 9.344070e+02 1.051120e+01 1.334970e+00 1.392460e-03 1.000000e+00
1.272710e-02 1.348960e-05 1.363310e-02 9.344660e+02 1.066930e+01 1.334930e+00 1.413410e-03 1.000000e+00
1.331190e-02 1.432250e-05 1.425890e-02 9.345260e+02 1.082970e+01 1.334880e+00 1.434680e-03 1.000000e+00
1.392370e-02 1.520670e-05 1.491340e-02 9.345860e+02 1.099260e+01 1.334840e+00 1.456250e-03 1.000000e+00
1.456360e-02 1.614560e-05 1.559800e-02 9.346480e+02 1.115790e+01 1.334790e+00 1.478160e-03 1.000000e+00
1.523290e-02 1.714250e-05 1.631410e-02 9.347100e+02 1.132580e+01 1.334750e+00 1.500390e-03 1.000000e+00
1.579200e-02 1.798650e-05 1.691220e-02 9.347610e+02 1.146230e+01 0.000000e+00 0.000000e+00 1.000000e+00
1.716010e-02 1.909450e-05 1.837570e-02 9.348230e+02 1.162800e+01 1.334680e+00 1.483480e-03 1.000000e+00
1.794890e-02 2.027340e-05 1.921930e-02 9.348860e+02 1.180290e+01 1.334640e+00 1.505780e-03 1.000000e+00
1.877390e-02 2.152510e-05 2.010170e-02 9.349490e+02 1.198050e+01 1.334610e+00 1.528430e-03 1.000000e+00
1.963690e-02 2.285410e-05 2.102460e-02 9.350140e+02 1.216080e+01 1.334570e+00 1.551410e-03 1.000000e+00
2.053960e-02 2.426510e-05 2.199000e-02 9.350800e+02 1.234390e+01 1.334540e+00 1.574740e-03 1.000000e+00
2.148380e-02 2.576330e-05 2.299960e-02 9.351460e+02 1.252970e+01 1.334500e+00 1.598410e-03 1.000000e+00
2.247150e-02 2.735390e-05 2.405570e-02 9.352140e+02 1.271820e+01 1.334470e+00 1.622440e-03 1.000000e+00
2.350470e-02 2.904280e-05 2.516030e-02 9.352820e+02 1.290970e+01 1.334440e+00 1.646820e-03 1.000000e+00
2.458540e-02 3.083590e-05 2.631560e-02 9.353520e+02 1.310410e+01 1.334410e+00 1.671570e-03 1.000000e+00
2.571580e-02 3.273980e-05 2.752410e-02 9.354230e+02 1.330130e+01 1.334380e+00 1.696690e-03 1.000000e+00
2.689820e-02 3.476120e-05 2.878800e-02 9.354950e+02 1.350160e+01 1.334350e+00 1.722180e-03 1.000000e+00
2.751010e-02 3.581880e-05 2.944200e-02 9.355310e+02 1.360290e+01 0.000000e+00 0.000000e+00 1.000000e+00
3.001070e-02 3.802960e-05 3.211460e-02 9.356010e+02 1.380000e+01 1.334310e+00 1.688700e-03 1.000000e+00
3.139070e-02 4.037760e-05 3.358950e-02 9.356730e+02 1.400780e+01 1.334280e+00 1.714070e-03 1.000000e+00
3.283420e-02 4.287060e-05 3.513200e-02 9.357450e+02 1.421880e+01 1.334250e+00 1.739820e-03 1.000000e+00
3.434410e-02 4.551750e-05 3.674550e-02 9.358190e+02 1.443290e+01 1.334230e+00 1.765960e-03 1.000000e+00
3.592360e-02 4.832780e-05 3.843310e-02 9.358940e+02 1.465030e+01 1.334200e+00 1.792480e-03 1.000000e+00
3.757570e-02 5.131160e-05 4.019820e-02 9.359700e+02 1.487100e+01 1.334180e+00 1.819410e-03 1.000000e+00
3.930390e-02 5.447960e-05 4.204440e-02 9.360470e+02 1.509500e+01 1.334160e+00 1.846730e-03 1.000000e+00
4.111170e-02 5.784330e-05 4.397550e-02 9.361250e+02 1.532240e+01 1.334140e+00 1.874460e-03 1.000000e+00
4.300270e-02 6.141460e-05 4.599520e-02 9.362040e+02 1.555320e+01 1.334110e+00 1.902610e-03 1.000000e+00
4.498070e-02 6.520610e-05 4.810780e-02 9.362850e+02 1.578750e+01 1.334090e+00 1.931160e-03 1.000000e+00
4.704980e-02 6.923260e-05 5.031750e-02 9.363660e+02 1.602540e+01 1.334070e+00 1.960160e-03 1.000000e+00
4.921420e-02 7.350680e-05 5.262860e-02 9.364490e+02 1.626680e+01 1.334050e+00 1.989580e-03 1.000000e+00
5.147820e-02 7.804510e-05 5.504600e-02 9.365340e+02 1.651190e+01 1.334030e+00 2.019440e-03 1.000000e+00
5.384640e-02 8.286370e-05 5.757440e-02 9.366190e+02 1.676070e+01 1.334010e+00 2.049740e-03 1.000000e+00
5.632380e-02 8.798010e-05 6.021900e-02 9.367060e+02 1.701330e+01 1.334000e+00 2.080500e-03 1.000000e+00
5.891510e-02 9.341170e-05 6.298520e-02 9.367940e+02 1.726970e+01 1.333980e+00 2.111710e-03 1.000000e+00
6.162590e-02 9.917910e-05 6.587840e-02 9.368840e+02 1.752990e+01 1.333960e+00 2.143390e-03 1.000000e+00
6.446110e-02 1.053020e-04 6.890460e-02 9.369750e+02 1.779410e+01 1.333940e+00 2.175550e-03 1.000000e+00
6.742720e-02 1.118040e-04 7.206980e-02 9.370670e+02 1.806230e+01 1.333930e+00 2.208180e-03 1.000000e+00
7.053000e-02 1.187070e-04 7.538040e-02 9.371610e+02 1.833450e+01 1.333910e+00 2.241290e-03 1.000000e+00
7.377540e-02 1.260360e-04 7.884320e-02 9.372560e+02 1.861090e+01 1.333900e+00 2.274910e-03 1.000000e+00
7.717060e-02 1.338180e-04 8.246510e-02 9.373520e+02 1.889140e+01 1.333880e+00 2.309010e-03 1.000000e+00
8.063420e-02 1.418730e-04 8.615940e-02 9.374480e+02 1.916920e+01 0.000000e+00 0.000000e+00 1.000000e+00
8.771740e-02 1.504010e-04 9.371480e-02 9.375410e+02 1.953310e+01 1.333840e+00 2.283090e-03 1.000000e+00
8.862170e-02 1.524690e-04 9.467930e-02 9.375630e+02 1.959990e+01 0.000000e+00 0.000000e+00 1.000000e+00
9.531330e-02 1.616120e-04 1.018150e-01 9.376540e+02 1.987700e+01 1.333820e+00 2.257780e-03 1.000000e+00
9.969920e-02 1.715900e-04 1.064930e-01 9.377500e+02 2.017660e+01 1.333810e+00 2.291640e-03 1.000000e+00
1.042880e-01 1.821840e-04 1.113850e-01 9.378470e+02 2.048080e+01 1.333800e+00 2.326000e-03 1.000000e+00
1.090880e-01 1.934320e-04 1.165020e-01 9.379460e+02 2.078960e+01 1.333780e+00 2.360860e-03 1.000000e+00
1.141090e-01 2.053750e-04 1.218550e-01 9.380460e+02 2.110300e+01 1.333770e+00 2.396240e-03 1.000000e+00
1.193610e-01 2.180550e-04 1.274530e-01 9.381480e+02 2.142120e+01 1.333760e+00 2.432160e-03 1.000000e+00
1.216620e-01 2.236720e-04 1.299060e-01 9.381920e+02 2.155770e+01 0.000000e+00 0.000000e+00 1.000000e+00
1.311320e-01 2.371330e-04 1.399990e-01 9.382900e+02 2.186350e+01 1.333750e+00 2.407530e-03 1.000000e+00
1.371680e-01 2.517740e-04 1.464310e-01 9.383920e+02 2.219320e+01 1.333740e+00 2.443610e-03 1.000000e+00
1.434810e-01 2.673190e-04 1.531580e-01 9.384960e+02 2.252780e+01 1.333730e+00 2.480230e-03 1.000000e+00
1.500860e-01 2.838230e-04 1.601950e-01 9.386010e+02 2.286750e+01 1.333710e+00 2.517390e-03 1.000000e+00
1.569950e-01 3.013470e-04 1.675550e-01 9.387080e+02 2.321230e+01 1.333700e+00 2.555100e-03 1.000000e+00
1.642230e-01 3.199520e-04 1.752530e-01 9.388170e+02 2.356230e+01 1.333700e+00 2.593370e-03 1.000000e+00
1.717830e-01 3.397070e-04 1.833050e-01 9.389270e+02 2.391760e+01 1.333690e+00 2.632210e-03 1.000000e+00
1.751670e-01 3.486420e-04 1.869080e-01 9.389750e+02 2.407320e+01 0.000000e+00 0.000000e+00 1.000000e+00
1.891470e-01 3.694290e-04 2.017960e-01 9.390800e+02 2.441140e+01 1.333670e+00 2.599770e-03 1.000000e+00
1.978550e-01 3.922370e-04 2.110670e-01 9.391910e+02 2.477960e+01 1.333670e+00 2.638700e-03 1.000000e+00
2.069640e-01 4.164550e-04 2.207650e-01 9.393030e+02 2.515320e+01 1.333660e+00 2.678210e-03 1.000000e+00
2.164930e-01 4.421670e-04 2.309080e-01 9.394170e+02 2.553260e+01 1.333650e+00 2.718310e-03 1.000000e+00
2.264610e-01 4.694670e-04 2.415180e-01 9.395330e+02 2.591760e+01 1.333640e+00 2.759000e-03 1.000000e+00
